unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,top1-label,top1-category,top1-iou,top2-label,top2-category,top2-iou,top3-label,top3-category,top3-iou,top4-label,top4-category,top4-iou,top5-label,top5-category,top5-iou
50,texture,chequered,0.04168648,black-c,139916835,2071588,477589,0.003374929,lamp,593361,816293,16363,0.011744136723771273,shade,197478,283304,6035,0.012712034,fabric,8548746,591085,50795,0.005588601,cemetery-s,250880,534597,5718,0.007333035,chequered,1530368,143268,66976,0.04168648,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.04168648,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.012712034,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.011831235581742622,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.011744136723771273,"{'number': 92, 'name': 'column', 'category': {'part': 1311}, 'frequency': 1311, 'coverage': 15.706332, 'syns': ['']}",part,0.009631607
51,scene,art_gallery-s,0.007899759,red-c,21004512,1907668,100445,0.004403216,sidewalk,4001057,985444,38297,0.007739576,wheel,1513439,201104,10153,0.00595697,wood,9793596,357903,39557,0.003911909,art_gallery-s,953344,604100,12207,0.007899759,grid,1682240,90905,12683,0.007204359,"{'number': 460, 'name': 'art_gallery-s', 'category': {'scene': 76}, 'frequency': 76, 'coverage': 76.0, 'syns': ['']}",scene,0.007899759,"{'number': 43, 'name': 'sidewalk', 'category': {'object': 3754, 'part': 2}, 'frequency': 3756, 'coverage': 324.970439, 'syns': ['']}",object,0.007739576,"{'number': 489, 'name': 'nursery-s', 'category': {'scene': 66}, 'frequency': 66, 'coverage': 66.0, 'syns': ['']}",scene,0.007319223,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.007204359,"{'number': 383, 'name': 'corridor-s', 'category': {'scene': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",scene,0.00698175
52,part,hair,0.022202608335590488,grey-c,159331282,2482878,742286,0.004608415,curtain,3110939,898085,33405,0.008402465,hair,1159565,153765,28526,0.022202608335590488,painted,13470129,552346,123121,0.008858038,kitchen-s,9006592,548449,55714,0.005865047,perforated,1793792,67551,7858,0.004239581,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.022202608335590488,"{'number': 20, 'name': 'painted', 'category': {'material': 9124}, 'frequency': 9124, 'coverage': 1087.511752, 'syns': ['']}",material,0.008858038,"{'number': 54, 'name': 'curtain', 'category': {'object': 2747, 'part': 3}, 'frequency': 2750, 'coverage': 251.355274, 'syns': ['pall', 'drape', 'drapery']}",object,0.008402465,"{'number': 12, 'name': 'wall', 'category': {'object': 15553, 'part': 29}, 'frequency': 15582, 'coverage': 3947.579313, 'syns': ['']}",object,0.007317981,"{'number': 17, 'name': 'wood', 'category': {'material': 9905, 'object': 487}, 'frequency': 10392, 'coverage': 790.502928, 'syns': ['']}",material,0.00650643
53,part,back pillow,0.030860566330572943,black-c,139916835,1812028,547282,0.003876441,skyscraper,1270392,1121415,64050,0.027515758732548114,back pillow,282308,192594,14217,0.030860566330572943,leather,470954,238169,7547,0.010757209482650488,skyscraper-s,4402944,736489,96842,0.019204809590942434,grooved,1505280,91222,7604,0.004785707,"{'number': 140, 'name': 'back pillow', 'category': {'part': 644}, 'frequency': 644, 'coverage': 22.95188, 'syns': ['']}",part,0.030860566330572943,"{'number': 241, 'name': 'skyscraper', 'category': {'object': 310}, 'frequency': 310, 'coverage': 102.142014, 'syns': ['']}",object,0.027515758732548114,"{'number': 223, 'name': 'skyscraper-s', 'category': {'scene': 351}, 'frequency': 351, 'coverage': 351.0, 'syns': ['']}",scene,0.019204809590942434,"{'number': 81, 'name': 'back', 'category': {'part': 1619}, 'frequency': 1619, 'coverage': 48.180077, 'syns': ['']}",part,0.015239623,"{'number': 120, 'name': 'roof', 'category': {'part': 815, 'object': 34}, 'frequency': 849, 'coverage': 35.898958, 'syns': ['']}",part,0.014957122
54,texture,zigzagged,0.082574669,blue-c,61494563,2135618,248540,0.003921325,house,1833277,1291907,70826,0.023188506,roof,443437,315456,23874,0.032480793013513934,carpet,4405463,216016,17199,0.003735437,mosque-outdoor-s,225792,787627,10332,0.010300203272497798,zigzagged,1618176,250651,142547,0.082574669,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.082574669,"{'number': 120, 'name': 'roof', 'category': {'part': 815, 'object': 34}, 'frequency': 849, 'coverage': 35.898958, 'syns': ['']}",part,0.032480793013513934,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.031354808,"{'number': 131, 'name': 'house', 'category': {'object': 736}, 'frequency': 736, 'coverage': 148.045081, 'syns': ['']}",object,0.023188506,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.019035140633884885
55,texture,polka-dotted,0.027403645,pink-c,18491188,1682139,83267,0.004144686,chandelier,180873,881241,12021,0.011447557502049819,wheel,1513439,369840,44860,0.024401401421547536,food,1104928,202732,15018,0.011618066,ball_pit-s,275968,395931,7416,0.011160556402496375,polka-dotted,1705984,119252,48684,0.027403645,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.027403645,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.024401401421547536,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.021080151777360223,"{'number': 94, 'name': 'food', 'category': {'material': 849, 'object': 425}, 'frequency': 1274, 'coverage': 89.287943, 'syns': ['solid food']}",material,0.011618066,"{'number': 141, 'name': 'chandelier', 'category': {'object': 642}, 'frequency': 642, 'coverage': 14.644803, 'syns': ['pendant', 'pendent']}",object,0.011447557502049819
56,part,footboard,0.01583089,brown-c,182265724,2212189,718578,0.00391043,ceiling,12122565,1000088,118171,0.009086944,footboard,366693,215115,9067,0.01583089,painted,13470129,547275,84846,0.006089765,bedroom-s,19167232,768802,150353,0.007599081,zigzagged,1618176,45986,9658,0.005837399,"{'number': 181, 'name': 'footboard', 'category': {'part': 481}, 'frequency': 481, 'coverage': 29.727928, 'syns': ['']}",part,0.01583089,"{'number': 423, 'name': 'corner pocket', 'category': {'part': 100}, 'frequency': 100, 'coverage': 0.84404, 'syns': ['']}",part,0.010382142,"{'number': 25, 'name': 'ceiling', 'category': {'object': 7812, 'part': 3}, 'frequency': 7815, 'coverage': 974.896306, 'syns': ['']}",object,0.009086944,"{'number': 285, 'name': 'pool table', 'category': {'object': 217}, 'frequency': 217, 'coverage': 35.289723, 'syns': ['snooker table', 'billiard table']}",object,0.008833689,"{'number': 83, 'name': 'bedroom-s', 'category': {'scene': 1528}, 'frequency': 1528, 'coverage': 1528.0, 'syns': ['']}",scene,0.007599081
57,object,painting,0.031409687,orange-c,30348501,1947225,219283,0.006836263,painting,2207098,699431,88513,0.031409687,drawer,540514,164844,9257,0.013298357565927931,glass,2246777,504795,26327,0.009660416,art_gallery-s,953344,500516,9579,0.006632366,polka-dotted,1705984,46001,10403,0.005973305,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.031409687,"{'number': 74, 'name': 'drawer', 'category': {'part': 1628, 'object': 87}, 'frequency': 1715, 'coverage': 43.813403, 'syns': ['']}",part,0.013298357565927931,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.011886563613945373,"{'number': 45, 'name': 'cabinet', 'category': {'object': 3677, 'part': 33}, 'frequency': 3710, 'coverage': 430.606454, 'syns': ['']}",object,0.010486228165294225,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.009660416
58,part,pane,0.016194371695651744,blue-c,61494563,1697524,701210,0.011220997906622433,windowpane,8841352,1046255,146333,0.015021957086927233,pane,480756,140844,9906,0.016194371695651744,glass,2246777,164288,21621,0.009048549,marsh-s,188160,606291,4750,0.006014935,meshed,1756160,72743,5727,0.003141222,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.016194371695651744,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.015021957086927233,"{'number': 75, 'name': 'water', 'category': {'object': 1676, 'material': 17, 'part': 7}, 'frequency': 1700, 'coverage': 453.965134, 'syns': ['']}",object,0.013681247,"{'number': 225, 'name': 'river', 'category': {'object': 346}, 'frequency': 346, 'coverage': 60.408725, 'syns': ['']}",object,0.011643563,"{'number': 8, 'name': 'blue-c', 'category': {'color': 57825}, 'frequency': 57825, 'coverage': 4899.174121, 'syns': ['']}",color,0.011220997906622433
59,object,car,0.025191789990577005,blue-c,61494563,1493235,166495,0.002650295,car,5354795,879263,153188,0.025191789990577005,windshield,67640,325360,5166,0.013320131808969814,plastic-opaque,577397,175432,1890,0.002516849,street-s,28111104,540273,168810,0.005926783,polka-dotted,1705984,37799,6778,0.003902119,"{'number': 38, 'name': 'car', 'category': {'object': 4743}, 'frequency': 4743, 'coverage': 431.686181, 'syns': ['motorcar', 'automobile', 'auto']}",object,0.025191789990577005,"{'number': 143, 'name': 'windshield', 'category': {'part': 629}, 'frequency': 629, 'coverage': 5.467796, 'syns': ['']}",part,0.013320131808969814,"{'number': 59, 'name': 'street-s', 'category': {'scene': 2241}, 'frequency': 2241, 'coverage': 2241.0, 'syns': ['']}",scene,0.005926783,"{'number': 579, 'name': 'parking_lot-s', 'category': {'scene': 40}, 'frequency': 40, 'coverage': 40.0, 'syns': ['']}",scene,0.005782584,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.005732335
60,part,wheel,0.012762467461255853,red-c,21004512,1691742,79497,0.00351496,bicycle,1152271,794847,16805,0.008705842,wheel,1513439,211654,21739,0.012762467461255853,wood,9793596,226392,42334,0.004242881,galley-s,401408,438202,4319,0.005170653,cobwebbed,1505280,180793,18193,0.010907859078590786,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.012762467461255853,"{'number': 74, 'name': 'drawer', 'category': {'part': 1628, 'object': 87}, 'frequency': 1715, 'coverage': 43.813403, 'syns': ['']}",part,0.012435912449238081,"{'number': 390, 'name': 'cobwebbed', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.010907859078590786,"{'number': 354, 'name': 'interlaced', 'category': {'texture': 130}, 'frequency': 130, 'coverage': 130.0, 'syns': ['']}",texture,0.010361217578318467,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.00896728
61,part,drawer,0.047327117,orange-c,30348501,1505569,116446,0.003669021,chest of drawers,482961,631204,13525,0.012288304986189854,drawer,540514,137712,30648,0.047327117,wood,9793596,274387,43693,0.004358713,tower-s,489216,447768,4312,0.004623276,zigzagged,1618176,17359,6862,0.004213246,"{'number': 74, 'name': 'drawer', 'category': {'part': 1628, 'object': 87}, 'frequency': 1715, 'coverage': 43.813403, 'syns': ['']}",part,0.047327117,"{'number': 152, 'name': 'chest of drawers', 'category': {'object': 595, 'part': 10}, 'frequency': 605, 'coverage': 39.149105, 'syns': ['bureau', 'dresser']}",object,0.012288304986189854,"{'number': 64, 'name': 'handle', 'category': {'part': 2078, 'object': 2}, 'frequency': 2080, 'coverage': 3.134381, 'syns': ['']}",part,0.008330902,"{'number': 45, 'name': 'cabinet', 'category': {'object': 3677, 'part': 33}, 'frequency': 3710, 'coverage': 430.606454, 'syns': ['']}",object,0.008285794,"{'number': 265, 'name': 'front', 'category': {'part': 253}, 'frequency': 253, 'coverage': 6.684781, 'syns': ['']}",part,0.008257949
62,texture,grid,0.064128893,white-c,72511065,2888065,344053,0.004584007,skyscraper,1270392,1099448,41305,0.017738621064317263,safety side,15966,142383,1955,0.012500479558039304,wallpaper,479323,304008,7074,0.009112961,skyscraper-s,4402944,616506,50130,0.010087899350414141,grid,1682240,935018,157727,0.064128893,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.064128893,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.043195355,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.042379955,"{'number': 391, 'name': 'grooved', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.038571406683837885,"{'number': 335, 'name': 'woven', 'category': {'texture': 142}, 'frequency': 142, 'coverage': 142.0, 'syns': ['']}",texture,0.025532735869252095
63,part,pane,0.028432605820016454,white-c,72511065,2096766,532491,0.007188506,windowpane,8841352,1493962,167012,0.016424767871764626,pane,480756,280388,21043,0.028432605820016454,glass,2246777,120100,19561,0.008333348,window_seat-s,577024,837527,10490,0.007471185,honeycombed,1555456,186732,31188,0.018227937,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.028432605820016454,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.018227937,"{'number': 330, 'name': 'sash', 'category': {'part': 145}, 'frequency': 145, 'coverage': 8.473978, 'syns': ['']}",part,0.016527835,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.016424767871764626,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.014849609052132754
64,part,shade,0.024671581,orange-c,30348501,2142119,213526,0.006615403,light,350013,812783,22210,0.019472447,shade,197478,175442,8979,0.024671581,glass,2246777,418820,15618,0.005893632,home_theater-s,313600,541837,5953,0.007007784,studded,1593088,73130,29944,0.018300113550664496,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.024671581,"{'number': 46, 'name': 'light', 'category': {'object': 3687, 'part': 2}, 'frequency': 3689, 'coverage': 28.145308, 'syns': ['light source']}",object,0.019472447,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.018300113550664496,"{'number': 25, 'name': 'ceiling', 'category': {'object': 7812, 'part': 3}, 'frequency': 7815, 'coverage': 974.896306, 'syns': ['']}",object,0.016538682637459876,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.013052339759961442
65,part,drawer,0.016142144742907427,orange-c,30348501,1777185,124124,0.003878686,cabinet,5324231,804525,65081,0.010732930112514276,drawer,540514,186932,11556,0.016142144742907427,metal,3462561,353015,25914,0.006838077,highway-s,4076800,522185,47838,0.010511196408290043,zigzagged,1618176,81174,13451,0.007978533,"{'number': 74, 'name': 'drawer', 'category': {'part': 1628, 'object': 87}, 'frequency': 1715, 'coverage': 43.813403, 'syns': ['']}",part,0.016142144742907427,"{'number': 45, 'name': 'cabinet', 'category': {'object': 3677, 'part': 33}, 'frequency': 3710, 'coverage': 430.606454, 'syns': ['']}",object,0.010732930112514276,"{'number': 233, 'name': 'highway-s', 'category': {'scene': 325}, 'frequency': 325, 'coverage': 325.0, 'syns': ['']}",scene,0.010511196408290043,"{'number': 31, 'name': 'road', 'category': {'object': 5500, 'part': 1}, 'frequency': 5501, 'coverage': 1042.181608, 'syns': ['route']}",object,0.009183686,"{'number': 179, 'name': 'oven', 'category': {'part': 258, 'object': 239}, 'frequency': 497, 'coverage': 16.998178, 'syns': ['']}",object,0.009147916
66,part,hair,0.10541358277516448,green-c,63326720,2008448,477409,0.007360862,plant,3760075,1336529,150474,0.030422573,hair,1159565,443592,152879,0.10541358277516448,foliage,30325,101381,2017,0.015552591198945157,oasis-s,137984,643922,4407,0.005668174,matted,1593088,42441,3878,0.002376734,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.10541358277516448,"{'number': 35, 'name': 'plant', 'category': {'object': 4546, 'part': 452}, 'frequency': 4998, 'coverage': 304.198798, 'syns': ['flora', 'plant life']}",object,0.030422573,"{'number': 200, 'name': 'palm', 'category': {'object': 405}, 'frequency': 405, 'coverage': 25.589818, 'syns': ['palm tree']}",object,0.023164163581660825,"{'number': 21, 'name': 'head', 'category': {'part': 8606}, 'frequency': 8606, 'coverage': 399.425894, 'syns': ['']}",part,0.019553336265066508,"{'number': 16, 'name': 'tree', 'category': {'object': 10551, 'part': 1}, 'frequency': 10552, 'coverage': 1706.847783, 'syns': ['']}",object,0.019386245
67,part,screen,0.032370726,blue-c,61494563,1596253,187868,0.002986633,tvmonitor,1019561,805930,25300,0.014054064263180963,screen,677188,142503,25702,0.032370726,glass,2246777,256244,28207,0.011397624,elevator-interior-s,163072,440362,3006,0.005006429,veined,1806336,31569,3406,0.001856638,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.032370726,"{'number': 168, 'name': 'tvmonitor', 'category': {'object': 536}, 'frequency': 536, 'coverage': 82.132809, 'syns': ['']}",object,0.014054064263180963,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.011397624,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.008609421,"{'number': 908, 'name': 'elevator-interior-s', 'category': {'scene': 13}, 'frequency': 13, 'coverage': 13.0, 'syns': ['']}",scene,0.005006429
68,texture,chequered,0.061099145,pink-c,18491188,2223157,79390,0.003847355,person,14523849,856689,332979,0.02212844,neck,812426,542723,40480,0.03079102,ceramic,679072,499161,15223,0.013089311355878281,witness_stand-s,137984,243198,1950,0.005141971,chequered,1530368,270174,103677,0.061099145,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.061099145,"{'number': 39, 'name': 'neck', 'category': {'part': 4619}, 'frequency': 4619, 'coverage': 65.656601, 'syns': ['']}",part,0.03079102,"{'number': 26, 'name': 'torso', 'category': {'part': 7506}, 'frequency': 7506, 'coverage': 617.975999, 'syns': ['']}",part,0.027636227123416235,"{'number': 19, 'name': 'person', 'category': {'object': 9520}, 'frequency': 9520, 'coverage': 1169.760523, 'syns': ['soul', 'someone', 'somebody', 'individual', 'mortal']}",object,0.02212844,"{'number': 335, 'name': 'woven', 'category': {'texture': 142}, 'frequency': 142, 'coverage': 142.0, 'syns': ['']}",texture,0.018161333710536375
69,object,lamp,0.029111591590846343,yellow-c,34166024,1541747,113235,0.003181247,lamp,593361,733629,37538,0.029111591590846343,shade,197478,218517,11709,0.02896217,ceramic,679072,256925,8023,0.008645716,mosque-outdoor-s,225792,477993,8731,0.012561613917767538,dotted,2935296,114059,35122,0.011652052114086734,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.029111591590846343,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.02896217,"{'number': 141, 'name': 'chandelier', 'category': {'object': 642}, 'frequency': 642, 'coverage': 14.644803, 'syns': ['pendant', 'pendent']}",object,0.023888056643445895,"{'number': 217, 'name': 'lid', 'category': {'part': 351, 'object': 6}, 'frequency': 357, 'coverage': 7.332026, 'syns': ['']}",part,0.01852792,"{'number': 182, 'name': 'fan', 'category': {'object': 481}, 'frequency': 481, 'coverage': 6.029548, 'syns': ['']}",object,0.014890303783797357
70,texture,swirly,0.017374975,black-c,139916835,1628049,370673,0.002625642,bicycle,1152271,730171,12739,0.006813382,wheel,1513439,206006,10440,0.006108818,metal,3462561,284782,14527,0.0038917,conference_room-s,2308096,386918,13517,0.005040841,swirly,1605632,164281,30227,0.017374975,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.017374975,"{'number': 390, 'name': 'cobwebbed', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.008860365,"{'number': 354, 'name': 'interlaced', 'category': {'texture': 130}, 'frequency': 130, 'coverage': 130.0, 'syns': ['']}",texture,0.006960647,"{'number': 115, 'name': 'bicycle', 'category': {'object': 886}, 'frequency': 886, 'coverage': 92.843403, 'syns': ['bike', 'cycle']}",object,0.006813382,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.00630051
71,texture,chequered,0.12606073210706942,red-c,21004512,3174025,162424,0.006763126,ball,122639,508788,22949,0.037715415,arcades,36106,53673,2377,0.027196174,tile,3959469,106388,26531,0.006568175,ball_pit-s,275968,360176,24758,0.040494876,chequered,1530368,2324657,431564,0.12606073210706942,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.12606073210706942,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.083166327,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.076323377,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.056926447,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.053686046788245664
72,texture,grid,0.040142237,grey-c,159331282,2216686,544077,0.003379279,windowpane,8841352,908590,123724,0.012852815093113411,hair,1159565,263424,35820,0.025822376,plastic-opaque,577397,447505,8981,0.008840254,garage-indoor-s,815360,575656,13108,0.009512972,grid,1682240,127517,69844,0.040142237,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.040142237,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.025822376,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.012852815093113411,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.012686822061979403,"{'number': 21, 'name': 'head', 'category': {'part': 8606}, 'frequency': 8606, 'coverage': 399.425894, 'syns': ['']}",part,0.011334698942561916
73,texture,banded,0.015230230125296142,white-c,72511065,2328394,528002,0.007105257,light,350013,776768,14067,0.012642063,screen,677188,126862,6532,0.008190411,metal,3462561,516453,32757,0.008300777,elevator-door-s,137984,489002,5249,0.008442476,banded,2571520,237019,42133,0.015230230125296142,"{'number': 290, 'name': 'banded', 'category': {'texture': 205}, 'frequency': 205, 'coverage': 205.0, 'syns': ['']}",texture,0.015230230125296142,"{'number': 359, 'name': 'spiralled', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.014216582582113162,"{'number': 46, 'name': 'light', 'category': {'object': 3687, 'part': 2}, 'frequency': 3689, 'coverage': 28.145308, 'syns': ['light source']}",object,0.012642063,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.011353120749783476,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.009165304
74,texture,studded,0.024218342841353064,yellow-c,34166024,2119266,375273,0.010450370992584047,flower,591549,1036788,11704,0.007239738,crosswalk,241792,230749,2389,0.005081335,food,1104928,276004,10666,0.00778389,forest-broadleaf-s,1216768,573098,16066,0.009057391,studded,1593088,456673,48468,0.024218342841353064,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.024218342841353064,"{'number': 354, 'name': 'interlaced', 'category': {'texture': 130}, 'frequency': 130, 'coverage': 130.0, 'syns': ['']}",texture,0.016630245,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.015072251156765134,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.014343618,"{'number': 374, 'name': 'paisley', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.014300621042868089
75,part,head,0.04356841,pink-c,18491188,2626070,121409,0.005782524,dog,3793935,1720577,127366,0.023642574,head,4946761,823662,240912,0.04356841,food,1104928,201675,19814,0.015398017856851434,park-s,1179136,553693,23955,0.014018002,freckled,1555456,304801,58555,0.032499825,"{'number': 21, 'name': 'head', 'category': {'part': 8606}, 'frequency': 8606, 'coverage': 399.425894, 'syns': ['']}",part,0.04356841,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.035054208,"{'number': 377, 'name': 'freckled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.032499825,"{'number': 98, 'name': 'body', 'category': {'part': 1195, 'object': 1}, 'frequency': 1196, 'coverage': 104.292191, 'syns': ['']}",part,0.029161641132330125,"{'number': 67, 'name': 'muzzle', 'category': {'part': 2003}, 'frequency': 2003, 'coverage': 53.842272, 'syns': ['']}",part,0.025627557816549698
