unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,top1-label,top1-category,top1-iou,top2-label,top2-category,top2-iou,top3-label,top3-category,top3-iou,top4-label,top4-category,top4-iou,top5-label,top5-category,top5-iou
95,part,eye,0.009081444,blue-c,61494563,971934,272445,0.004380564,signboard,661129,510954,3420,0.002926421,eye,110350,109657,1980,0.009081444,paper,471596,95122,1207,0.002134353,kindergarden_classroom-s,275968,282657,1539,0.00276259,dotted,2935296,125599,16641,0.005466364,"{'number': 29, 'name': 'eye', 'category': {'part': 5971}, 'frequency': 5971, 'coverage': 8.929686, 'syns': ['']}",part,0.009081444,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.005466364,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.004644198,"{'number': 341, 'name': 'sprinkled', 'category': {'texture': 137}, 'frequency': 137, 'coverage': 137.0, 'syns': ['']}",texture,0.004387083,"{'number': 8, 'name': 'blue-c', 'category': {'color': 57825}, 'frequency': 57825, 'coverage': 4899.174121, 'syns': ['']}",color,0.004380564
96,part,frame,0.006932115,black-c,139916835,762653,180498,0.001284693,painting,2207098,364397,15634,0.006116921,frame,136341,83141,1511,0.006932115,glass,2246777,152748,5542,0.00231497,art_gallery-s,953344,245636,3091,0.002584688,chequered,1530368,27696,5447,0.00350827,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.006932115,"{'number': 261, 'name': 'monitor', 'category': {'part': 263}, 'frequency': 263, 'coverage': 11.452951, 'syns': ['']}",part,0.006358809,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.006116921,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.004517517,"{'number': 138, 'name': 'television', 'category': {'object': 671}, 'frequency': 671, 'coverage': 14.070401, 'syns': ['telly', 'television set', 'tv set', 'television receiver', 'tv', 'idiot box', 'boob tube', 'goggle box']}",object,0.00411163
97,texture,perforated,0.034176345,yellow-c,34166024,1060708,66780,0.00189932,shelf,1919975,545587,11397,0.004643942,body,1291612,99896,4315,0.003110598,laminate,229184,111035,556,0.001636917,shoe_shop-s,577024,352465,4574,0.004945319,perforated,1793792,155618,64422,0.034176345,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.034176345,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.007778895,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.006689263,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.006183431,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.006169423
98,object,painting,0.011129353,yellow-c,34166024,1594435,98757,0.002769273,painting,2207098,699182,31989,0.011129353,frame,136341,235334,3686,0.010016604,glass,2246777,362190,9355,0.003598614,waiting_room-s,1329664,419146,6923,0.003974425,swirly,1605632,119763,18770,0.010998315,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.011129353,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.010998315,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.010016604,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.009342968,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.007999169
99,part,eye,0.03385227,grey-c,159331282,1257899,293247,0.00182941,painting,2207098,551978,11180,0.004068567,eye,110350,146584,8413,0.03385227,paper,471596,177224,2029,0.003137026,bathroom-s,9257472,334564,25591,0.002675079,perforated,1793792,84917,18716,0.010062403,"{'number': 29, 'name': 'eye', 'category': {'part': 5971}, 'frequency': 5971, 'coverage': 8.929686, 'syns': ['']}",part,0.03385227,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.010062403,"{'number': 74, 'name': 'drawer', 'category': {'part': 1628, 'object': 87}, 'frequency': 1715, 'coverage': 43.813403, 'syns': ['']}",part,0.007452915,"{'number': 99, 'name': 'knob', 'category': {'part': 1130, 'object': 3}, 'frequency': 1133, 'coverage': 1.007464, 'syns': ['']}",part,0.007063355,"{'number': 64, 'name': 'handle', 'category': {'part': 2078, 'object': 2}, 'frequency': 2080, 'coverage': 3.134381, 'syns': ['']}",part,0.006815487
100,color,red-c,0.028921861,red-c,21004512,1680510,637651,0.028921861,flower,591549,806932,16139,0.011675114,taillight,12111,280873,3600,0.012440218,paper,471596,254377,3681,0.005096277,toyshop-s,301056,428888,4288,0.005909136,dotted,2935296,270597,50823,0.016108359,"{'number': 10, 'name': 'red-c', 'category': {'color': 55938}, 'frequency': 55938, 'coverage': 1678.059729, 'syns': ['']}",color,0.028921861,"{'number': 6, 'name': 'pink-c', 'category': {'color': 60755}, 'frequency': 60755, 'coverage': 1478.518582, 'syns': ['']}",color,0.016922495,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.016108359,"{'number': 139, 'name': 'taillight', 'category': {'part': 651}, 'frequency': 651, 'coverage': 0.988278, 'syns': ['']}",part,0.012440218,"{'number': 79, 'name': 'flower', 'category': {'object': 1636, 'part': 3}, 'frequency': 1639, 'coverage': 47.650854, 'syns': ['']}",object,0.011675114
101,part,hair,0.010658703,black-c,139916835,1176894,364120,0.002587373,person,14523849,638792,65949,0.00436844,hair,1159565,197215,14309,0.010658703,leather,470954,143251,1059,0.001727158,castle-s,865536,328839,3602,0.003024926,chequered,1530368,87240,12615,0.007859847,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.010658703,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.007859847,"{'number': 137, 'name': 'rim', 'category': {'part': 695, 'object': 2}, 'frequency': 697, 'coverage': 2.421746, 'syns': ['']}",part,0.00732812,"{'number': 32, 'name': 'ear', 'category': {'part': 5414, 'object': 5}, 'frequency': 5419, 'coverage': 63.248332, 'syns': ['']}",part,0.006547061,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.005679032
102,part,frame,0.010064242,brown-c,182265724,1197556,324643,0.001772663,painting,2207098,558890,24882,0.009077358,frame,136341,181103,3163,0.010064242,glass,2246777,280696,9752,0.003873344,closet-s,990976,368479,5023,0.003708566,swirly,1605632,46444,6749,0.00410192,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.010064242,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.009077358,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.005802586,"{'number': 48, 'name': 'mirror', 'category': {'part': 1643, 'object': 1433, 'material': 387}, 'frequency': 3463, 'coverage': 125.808668, 'syns': ['']}",object,0.004935073,"{'number': 151, 'name': 'door frame', 'category': {'part': 607}, 'frequency': 607, 'coverage': 18.017984, 'syns': ['']}",part,0.004611331
103,object,painting,0.006294511,white-c,72511065,1008529,127547,0.001737886,painting,2207098,433771,16519,0.006294511,outside arm,97883,99823,662,0.003359656,glass,2246777,207536,9588,0.003921914,bookstore-s,401408,271187,1851,0.002759622,cracked,1593088,57368,4966,0.003017946,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.006294511,"{'number': 191, 'name': 'refrigerator', 'category': {'object': 445}, 'frequency': 445, 'coverage': 34.090871, 'syns': ['icebox']}",object,0.004262356,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.003921914,"{'number': 177, 'name': 'outside arm', 'category': {'part': 504}, 'frequency': 504, 'coverage': 7.980203, 'syns': ['']}",part,0.003359656,"{'number': 78, 'name': 'book', 'category': {'object': 1641}, 'frequency': 1641, 'coverage': 49.526615, 'syns': ['']}",object,0.003195793
104,part,rim,0.032235173,pink-c,18491188,1410741,100096,0.005054886,painting,2207098,654562,67693,0.024228275,rim,29870,291599,10039,0.032235173,glass,2246777,179087,23568,0.009810615,shopfront-s,200704,334655,1972,0.003697128,swirly,1605632,148718,37464,0.021820901,"{'number': 137, 'name': 'rim', 'category': {'part': 695, 'object': 2}, 'frequency': 697, 'coverage': 2.421746, 'syns': ['']}",part,0.032235173,"{'number': 53, 'name': 'mouth', 'category': {'part': 2938}, 'frequency': 2938, 'coverage': 3.797153, 'syns': ['']}",part,0.02559234,"{'number': 29, 'name': 'eye', 'category': {'part': 5971}, 'frequency': 5971, 'coverage': 8.929686, 'syns': ['']}",part,0.025178728,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.024228275,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.023382523
105,texture,grid,0.037992405,white-c,72511065,1844937,282173,0.003809348,windowpane,8841352,885445,145580,0.015194312,pane,480756,177867,9160,0.01410396,glass,2246777,328636,20180,0.007897519,building_facade-s,3148544,590678,28236,0.00760876,grid,1682240,157259,67329,0.037992405,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.037992405,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.029532393,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.015194312,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.01410396,"{'number': 330, 'name': 'sash', 'category': {'part': 145}, 'frequency': 145, 'coverage': 8.473978, 'syns': ['']}",part,0.008053959
106,texture,polka-dotted,0.031983701,red-c,21004512,1093397,92897,0.004221629,ceiling,12122565,433809,49132,0.003928284,screen,677188,90029,2672,0.003494889,leather,470954,129843,1714,0.002861039,conference_center-s,163072,232742,1957,0.004968808,polka-dotted,1705984,275531,61412,0.031983701,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.031983701,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.019108602,"{'number': 390, 'name': 'cobwebbed', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.015954634,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.01134694,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.010270747
107,color,red-c,0.006959816,red-c,21004512,1060933,152510,0.006959816,person,14523849,513052,61150,0.004083268,hand,398768,180901,3602,0.006252745,food,1104928,206661,3765,0.002878828,ball_pit-s,275968,273139,2762,0.005055414,dotted,2935296,82975,10726,0.003566364,"{'number': 10, 'name': 'red-c', 'category': {'color': 55938}, 'frequency': 55938, 'coverage': 1678.059729, 'syns': ['']}",color,0.006959816,"{'number': 42, 'name': 'hand', 'category': {'part': 3832}, 'frequency': 3832, 'coverage': 32.257961, 'syns': ['']}",part,0.006252745,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.005055414,"{'number': 19, 'name': 'person', 'category': {'object': 9520}, 'frequency': 9520, 'coverage': 1169.760523, 'syns': ['soul', 'someone', 'somebody', 'individual', 'mortal']}",object,0.004083268,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.003566364
108,texture,dotted,0.013982432,blue-c,61494563,1785588,722633,0.011551497,sky,36650987,1016191,408090,0.010952764,screen,677188,220631,10977,0.012377628,glass,2246777,220666,18630,0.007607768,airport_terminal-s,1480192,533387,8083,0.004030424,dotted,2935296,228388,43626,0.013982432,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.013982432,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.012377628,"{'number': 8, 'name': 'blue-c', 'category': {'color': 57825}, 'frequency': 57825, 'coverage': 4899.174121, 'syns': ['']}",color,0.011551497,"{'number': 13, 'name': 'sky', 'category': {'object': 12271, 'material': 17}, 'frequency': 12288, 'coverage': 2946.669634, 'syns': ['']}",object,0.010952764,"{'number': 7, 'name': 'purple-c', 'category': {'color': 59516}, 'frequency': 59516, 'coverage': 865.041519, 'syns': ['']}",color,0.010939285
109,texture,chequered,0.034728667,white-c,72511065,1226560,218092,0.00296645,bookcase,521264,602098,5413,0.004841902,frame,136341,98512,2234,0.009603687,glass,2246777,166876,5568,0.002312211,jail_cell-s,238336,344442,3657,0.006314743,chequered,1530368,163190,56841,0.034728667,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.034728667,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.030353449,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.009603687,"{'number': 769, 'name': 'jail_cell-s', 'category': {'scene': 19}, 'frequency': 19, 'coverage': 19.0, 'syns': ['']}",scene,0.006314743,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.006278262
110,texture,chequered,0.004432511,purple-c,10857154,1080714,19062,0.001599321,table,4805122,485050,15513,0.002941043,top,381885,96890,1446,0.003029357,granite,1315719,206589,3177,0.002091327,classroom-s,639744,289588,2284,0.002463734,chequered,1530368,89863,7150,0.004432511,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.004432511,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.004123054,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.003808862,"{'number': 108, 'name': 'top', 'category': {'part': 976, 'object': 2}, 'frequency': 978, 'coverage': 30.961475, 'syns': ['']}",part,0.003029357,"{'number': 27, 'name': 'table', 'category': {'object': 6246}, 'frequency': 6246, 'coverage': 386.74826, 'syns': ['']}",object,0.002941043
111,texture,waffled,0.002998435,brown-c,182265724,1452399,446183,0.002434541,palm,316229,681303,2713,0.002727129,headboard,500152,149002,1371,0.002116449,wood,9793596,287035,21769,0.002164161,bakery-shop-s,715008,393166,3130,0.002832466,waffled,1555456,78947,4886,0.002998435,"{'number': 376, 'name': 'waffled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.002998435,"{'number': 509, 'name': 'bakery-shop-s', 'category': {'scene': 57}, 'frequency': 57, 'coverage': 57.0, 'syns': ['']}",scene,0.002832466,"{'number': 200, 'name': 'palm', 'category': {'object': 405}, 'frequency': 405, 'coverage': 25.589818, 'syns': ['palm tree']}",object,0.002727129,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.002697693,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.00265746
112,material,skin,0.008218029,pink-c,18491188,1073929,59456,0.003048141,person,14523849,446522,89737,0.006030455,arm,2299112,211915,19596,0.007865359,skin,177664,245472,3449,0.008218029,ball_pit-s,275968,180078,2526,0.005569765,zigzagged,1618176,95998,8241,0.004830788,"{'number': 230, 'name': 'skin', 'category': {'material': 337}, 'frequency': 337, 'coverage': 14.359008, 'syns': ['']}",material,0.008218029,"{'number': 28, 'name': 'arm', 'category': {'part': 6178}, 'frequency': 6178, 'coverage': 186.057706, 'syns': ['']}",part,0.007865359,"{'number': 19, 'name': 'person', 'category': {'object': 9520}, 'frequency': 9520, 'coverage': 1169.760523, 'syns': ['soul', 'someone', 'somebody', 'individual', 'mortal']}",object,0.006030455,"{'number': 42, 'name': 'hand', 'category': {'part': 3832}, 'frequency': 3832, 'coverage': 32.257961, 'syns': ['']}",part,0.005751073,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.005569765
113,object,tree,0.028422964,green-c,63326720,1952348,1230723,0.019215532,tree,21215516,1509429,628059,0.028422964,pane,480756,131626,4053,0.006662513,foliage,30325,75567,1462,0.013999808,park-s,1179136,815529,15366,0.007763355,dotted,2935296,98384,10619,0.003512665,"{'number': 16, 'name': 'tree', 'category': {'object': 10551, 'part': 1}, 'frequency': 10552, 'coverage': 1706.847783, 'syns': ['']}",object,0.028422964,"{'number': 35, 'name': 'plant', 'category': {'object': 4546, 'part': 452}, 'frequency': 4998, 'coverage': 304.198798, 'syns': ['flora', 'plant life']}",object,0.026697825,"{'number': 5, 'name': 'green-c', 'category': {'color': 61508}, 'frequency': 61508, 'coverage': 5049.989735, 'syns': ['']}",color,0.019215532,"{'number': 437, 'name': 'foliage', 'category': {'material': 90}, 'frequency': 90, 'coverage': 2.442207, 'syns': ['']}",material,0.013999808,"{'number': 200, 'name': 'palm', 'category': {'object': 405}, 'frequency': 405, 'coverage': 25.589818, 'syns': ['palm tree']}",object,0.012201363
114,color,green-c,0.014643395,green-c,63326720,1584730,936806,0.014643395,grass,12961339,1007033,198696,0.014429969,pane,480756,178110,3639,0.0055538,glass,2246777,150912,7134,0.002984244,park-s,1179136,526482,8709,0.005132273,dotted,2935296,156883,18610,0.00605485,"{'number': 5, 'name': 'green-c', 'category': {'color': 61508}, 'frequency': 61508, 'coverage': 5049.989735, 'syns': ['']}",color,0.014643395,"{'number': 33, 'name': 'grass', 'category': {'object': 5390}, 'frequency': 5390, 'coverage': 1039.167345, 'syns': ['']}",object,0.014429969,"{'number': 35, 'name': 'plant', 'category': {'object': 4546, 'part': 452}, 'frequency': 4998, 'coverage': 304.198798, 'syns': ['flora', 'plant life']}",object,0.00974925,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.00605485,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.0055538
115,color,blue-c,0.023905122,blue-c,61494563,1937417,1480947,0.023905122,sky,36650987,1222806,414032,0.011052713,screen,677188,247025,10041,0.01098371,plastic-opaque,577397,193030,5212,0.006811158,ball_pit-s,275968,676414,7167,0.007582402,dotted,2935296,193980,27945,0.009010647,"{'number': 8, 'name': 'blue-c', 'category': {'color': 57825}, 'frequency': 57825, 'coverage': 4899.174121, 'syns': ['']}",color,0.023905122,"{'number': 13, 'name': 'sky', 'category': {'object': 12271, 'material': 17}, 'frequency': 12288, 'coverage': 2946.669634, 'syns': ['']}",object,0.011052713,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.01098371,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.009010647,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.007585139
116,texture,chequered,0.006278879,orange-c,30348501,1294002,94923,0.003008884,horse,1230680,681617,8386,0.004404618,neck,812426,230697,4987,0.004803802,food,1104928,222257,6669,0.005050299,batters_box-s,125440,270912,1121,0.002836316,chequered,1530368,99518,10170,0.006278879,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.006278879,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.005707824,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.005052395,"{'number': 94, 'name': 'food', 'category': {'material': 849, 'object': 425}, 'frequency': 1274, 'coverage': 89.287943, 'syns': ['solid food']}",material,0.005050299,"{'number': 39, 'name': 'neck', 'category': {'part': 4619}, 'frequency': 4619, 'coverage': 65.656601, 'syns': ['']}",part,0.004803802
117,texture,lacelike,0.033387199,white-c,72511065,1316572,292322,0.00397526,computer,374106,562350,6415,0.006897545,wheel,1513439,145776,8576,0.005195564,paper,471596,69323,714,0.00132172,forest-broadleaf-s,1216768,274989,9202,0.006206852,lacelike,1530368,495507,65453,0.033387199,"{'number': 384, 'name': 'lacelike', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.033387199,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.02981253,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.018238549,"{'number': 354, 'name': 'interlaced', 'category': {'texture': 130}, 'frequency': 130, 'coverage': 130.0, 'syns': ['']}",texture,0.015612782,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.015441814
118,texture,chequered,0.010638015,white-c,72511065,1409450,242078,0.003285602,sidewalk,4001057,724960,17093,0.003629916,screen,677188,151559,2519,0.003048795,carpet,4405463,268957,12437,0.002667749,ice_skating_rink-indoor-s,250880,401129,2248,0.003459734,chequered,1530368,66339,16807,0.010638015,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.010638015,"{'number': 43, 'name': 'sidewalk', 'category': {'object': 3754, 'part': 2}, 'frequency': 3756, 'coverage': 324.970439, 'syns': ['']}",object,0.003629916,"{'number': 14, 'name': 'floor', 'category': {'object': 12133, 'part': 4}, 'frequency': 12137, 'coverage': 1653.990309, 'syns': ['flooring']}",object,0.003557013,"{'number': 756, 'name': 'ice_skating_rink-indoor-s', 'category': {'scene': 20}, 'frequency': 20, 'coverage': 20.0, 'syns': ['']}",scene,0.003459734,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.003329745
119,object,pole,0.013739395,red-c,21004512,1335058,68542,0.003077631,pole,439586,732611,15887,0.013739395,leg,2786636,223730,33977,0.011415511,wood,9793596,157237,17949,0.001807028,dining_room-s,5694976,416966,21782,0.003576589,polka-dotted,1705984,136528,17232,0.009440743,"{'number': 55, 'name': 'pole', 'category': {'object': 2651, 'part': 14}, 'frequency': 2665, 'coverage': 35.301899, 'syns': ['']}",object,0.013739395,"{'number': 22, 'name': 'leg', 'category': {'part': 8443, 'object': 1}, 'frequency': 8444, 'coverage': 224.991031, 'syns': ['']}",part,0.011415511,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.009440743,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.009114817,"{'number': 113, 'name': 'pillar', 'category': {'object': 887, 'part': 1}, 'frequency': 888, 'coverage': 48.914224, 'syns': ['']}",object,0.008708225
120,texture,polka-dotted,0.009176741,yellow-c,34166024,1111062,80260,0.002280319,grass,12961339,606190,43145,0.003190164,arcades,36106,47872,342,0.004089148,brick,422313,145726,1483,0.00261757,building_facade-s,3148544,336460,10316,0.0029689,polka-dotted,1705984,66421,16117,0.009176741,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.009176741,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.006773724,"{'number': 587, 'name': 'arcades', 'category': {'part': 39}, 'frequency': 39, 'coverage': 2.931612, 'syns': ['']}",part,0.004089148,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.003821099,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.003634109
121,texture,meshed,0.006469728,purple-c,10857154,793025,15524,0.00133429,light,350013,331443,2914,0.004294502,top,381885,78039,1413,0.003081715,paper,471596,152867,1406,0.002256615,classroom-s,639744,195372,2091,0.002510129,meshed,1756160,105654,11968,0.006469728,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.006469728,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.00575203,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.005681316,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.005095484,"{'number': 46, 'name': 'light', 'category': {'object': 3687, 'part': 2}, 'frequency': 3689, 'coverage': 28.145308, 'syns': ['light source']}",object,0.004294502
