unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,top1-label,top1-category,top1-iou,top2-label,top2-category,top2-iou,top3-label,top3-category,top3-iou,top4-label,top4-category,top4-iou,top5-label,top5-category,top5-iou
68,texture,zigzagged,0.055719586,white-c,72511065,1501938,186085,0.002520558,painting,2207098,663573,25814,0.009073918,rim,29870,168928,1832,0.009301098,glass,2246777,206445,14761,0.006053408,skyscraper-s,4402944,459656,27195,0.005624141,zigzagged,1618176,237930,97963,0.055719586,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.055719586,"{'number': 137, 'name': 'rim', 'category': {'part': 695, 'object': 2}, 'frequency': 697, 'coverage': 2.421746, 'syns': ['']}",part,0.009301098,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.009073918,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.00898283,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.008562217
69,texture,cobwebbed,0.006055761,black-c,139916835,891735,303305,0.002158674,windowpane,8841352,416772,28857,0.003126684,pane,480756,84423,2423,0.004305596,glass,2246777,134051,8547,0.003602862,bow_window-outdoor-s,288512,238398,1503,0.002860639,cobwebbed,1505280,68987,9476,0.006055761,"{'number': 390, 'name': 'cobwebbed', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.006055761,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.004305596,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.004165438,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.003602862,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.003126684
70,part,wheel,0.020800945,black-c,139916835,1363412,334616,0.002374079,bicycle,1152271,650150,23128,0.012998421,wheel,1513439,209526,35109,0.020800945,metal,3462561,244858,13218,0.00357804,staircase-s,865536,329750,5719,0.004807632,interlaced,1630720,104820,10287,0.005962604,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.020800945,"{'number': 115, 'name': 'bicycle', 'category': {'object': 886}, 'frequency': 886, 'coverage': 92.843403, 'syns': ['bike', 'cycle']}",object,0.012998421,"{'number': 209, 'name': 'track', 'category': {'object': 381}, 'frequency': 381, 'coverage': 39.444502, 'syns': ['']}",object,0.00717958,"{'number': 354, 'name': 'interlaced', 'category': {'texture': 130}, 'frequency': 130, 'coverage': 130.0, 'syns': ['']}",texture,0.005962604,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.005683846
71,texture,paisley,0.016043181,purple-c,10857154,1172478,23510,0.001958168,bicycle,1152271,569625,8743,0.005103455,wheel,1513439,141704,10935,0.006650618,paper,471596,106766,1293,0.002240633,jacuzzi-indoor-s,526848,292832,1938,0.002369941,paisley,1555456,262166,28700,0.016043181,"{'number': 374, 'name': 'paisley', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.016043181,"{'number': 390, 'name': 'cobwebbed', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.013467052,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.012047266,"{'number': 384, 'name': 'lacelike', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.01130268,"{'number': 359, 'name': 'spiralled', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.0104021
72,texture,waffled,0.007444312,white-c,72511065,1071512,250890,0.003421304,cat,4163987,556321,16466,0.003500543,cloud,129326,131872,858,0.00329569,skin,177664,160031,999,0.002967068,creek-s,577024,290358,2254,0.002605395,waffled,1555456,87730,12142,0.007444312,"{'number': 376, 'name': 'waffled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.007444312,"{'number': 105, 'name': 'cat', 'category': {'object': 1023}, 'frequency': 1023, 'coverage': 335.39793, 'syns': ['']}",object,0.003500543,"{'number': 3, 'name': 'white-c', 'category': {'color': 62054}, 'frequency': 62054, 'coverage': 5778.038204, 'syns': ['']}",color,0.003421304,"{'number': 366, 'name': 'cloud', 'category': {'part': 127}, 'frequency': 127, 'coverage': 10.481861, 'syns': ['']}",part,0.00329569,"{'number': 46, 'name': 'light', 'category': {'object': 3687, 'part': 2}, 'frequency': 3689, 'coverage': 28.145308, 'syns': ['light source']}",object,0.002996815
73,object,floor,0.004295775,grey-c,159331282,1185662,343487,0.002144469,floor,20378155,596733,89718,0.004295775,crosswalk,241792,92998,609,0.001822366,carpet,4405463,198916,18093,0.003945022,conference_room-s,2308096,335789,6382,0.002419713,dotted,2935296,64929,7664,0.002561017,"{'number': 14, 'name': 'floor', 'category': {'object': 12133, 'part': 4}, 'frequency': 12137, 'coverage': 1653.990309, 'syns': ['flooring']}",object,0.004295775,"{'number': 41, 'name': 'carpet', 'category': {'material': 2599, 'object': 1467}, 'frequency': 4066, 'coverage': 355.811916, 'syns': ['carpeting', 'rug']}",material,0.003945022,"{'number': 43, 'name': 'sidewalk', 'category': {'object': 3754, 'part': 2}, 'frequency': 3756, 'coverage': 324.970439, 'syns': ['']}",object,0.003686172,"{'number': 31, 'name': 'road', 'category': {'object': 5500, 'part': 1}, 'frequency': 5501, 'coverage': 1042.181608, 'syns': ['route']}",object,0.003658177,"{'number': 52, 'name': 'ground', 'category': {'object': 2987, 'part': 1}, 'frequency': 2988, 'coverage': 626.722958, 'syns': ['']}",object,0.002819111
74,texture,frilly,0.006282147,brown-c,182265724,1369976,431484,0.002355208,wall,48917895,518207,161329,0.003274069,pot,422616,114940,1412,0.002633621,painted,13470129,303035,59141,0.004312447,art_gallery-s,953344,306577,3807,0.003030776,frilly,1618176,113063,10808,0.006282147,"{'number': 357, 'name': 'frilly', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.006282147,"{'number': 376, 'name': 'waffled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.005230634,"{'number': 20, 'name': 'painted', 'category': {'material': 9124}, 'frequency': 9124, 'coverage': 1087.511752, 'syns': ['']}",material,0.004312447,"{'number': 377, 'name': 'freckled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.003659692,"{'number': 389, 'name': 'pleated', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.003649085
75,scene,ball_pit-s,0.037194299,white-c,72511065,1485797,180690,0.002447838,ball,122639,571165,16895,0.024959042,headboard,500152,132741,2782,0.004415095,tile,3959469,175659,12051,0.002922817,ball_pit-s,275968,321765,21435,0.037194299,meshed,1756160,404302,57832,0.027504601,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.037194299,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.027504601,"{'number': 363, 'name': 'cracked', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.026021018,"{'number': 300, 'name': 'ball', 'category': {'object': 186}, 'frequency': 186, 'coverage': 9.937604, 'syns': ['']}",object,0.024959042,"{'number': 378, 'name': 'honeycombed', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.024035942
76,part,rim,0.011756279,white-c,72511065,1154892,139954,0.001903463,airplane,1293178,699349,15230,0.007702434,rim,29870,203183,2708,0.011756279,carpet,4405463,102994,6097,0.001354179,classroom-s,639744,412766,3624,0.003455094,swirly,1605632,64539,6189,0.003719391,"{'number': 137, 'name': 'rim', 'category': {'part': 695, 'object': 2}, 'frequency': 697, 'coverage': 2.421746, 'syns': ['']}",part,0.011756279,"{'number': 98, 'name': 'body', 'category': {'part': 1195, 'object': 1}, 'frequency': 1196, 'coverage': 104.292191, 'syns': ['']}",part,0.008072429,"{'number': 154, 'name': 'airplane', 'category': {'object': 597}, 'frequency': 597, 'coverage': 103.947444, 'syns': ['aeroplane']}",object,0.007702434,"{'number': 47, 'name': 'signboard', 'category': {'object': 3540, 'part': 19}, 'frequency': 3559, 'coverage': 53.370228, 'syns': ['sign']}",object,0.00767415,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.007098764
77,texture,striped,0.016340971,white-c,72511065,1891092,207584,0.002797833,bicycle,1152271,774823,14097,0.007369065,wheel,1513439,195693,19414,0.011489491,metal,3462561,339893,23963,0.00634195,escalator-indoor-s,175616,417898,2839,0.004806366,striped,2433536,239456,42977,0.016340971,"{'number': 295, 'name': 'striped', 'category': {'texture': 194}, 'frequency': 194, 'coverage': 194.0, 'syns': ['']}",texture,0.016340971,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.012561962,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.011489491,"{'number': 359, 'name': 'spiralled', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.010874186,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.010342788
78,object,floor,0.006074282,black-c,139916835,2689847,642087,0.004522867,floor,20378155,1271809,130714,0.006074282,crosswalk,241792,108267,918,0.00262931,carpet,4405463,466746,17963,0.003700472,bedroom-s,19167232,713428,69198,0.003492827,zigzagged,1618176,214053,7997,0.004383763,"{'number': 14, 'name': 'floor', 'category': {'object': 12133, 'part': 4}, 'frequency': 12137, 'coverage': 1653.990309, 'syns': ['flooring']}",object,0.006074282,"{'number': 31, 'name': 'road', 'category': {'object': 5500, 'part': 1}, 'frequency': 5501, 'coverage': 1042.181608, 'syns': ['route']}",object,0.005320761,"{'number': 52, 'name': 'ground', 'category': {'object': 2987, 'part': 1}, 'frequency': 2988, 'coverage': 626.722958, 'syns': ['']}",object,0.004724949,"{'number': 1, 'name': 'black-c', 'category': {'color': 62358}, 'frequency': 62358, 'coverage': 11135.320474, 'syns': ['']}",color,0.004522867,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.004383763
79,object,cabinet,0.00444691,orange-c,30348501,1563209,78346,0.002461129,cabinet,5324231,718384,26752,0.00444691,side,107145,96304,611,0.003012256,metal,3462561,309521,12285,0.003267464,kitchen-s,9006592,440846,32848,0.003489053,gauzy,1630720,71987,3334,0.0019619,"{'number': 45, 'name': 'cabinet', 'category': {'object': 3677, 'part': 33}, 'frequency': 3710, 'coverage': 430.606454, 'syns': ['']}",object,0.00444691,"{'number': 23, 'name': 'door', 'category': {'part': 4557, 'object': 3778}, 'frequency': 8335, 'coverage': 465.261302, 'syns': ['']}",object,0.004032216,"{'number': 134, 'name': 'kitchen-s', 'category': {'scene': 718}, 'frequency': 718, 'coverage': 718.0, 'syns': ['']}",scene,0.003489053,"{'number': 34, 'name': 'metal', 'category': {'material': 4843, 'object': 216}, 'frequency': 5059, 'coverage': 279.712176, 'syns': ['']}",material,0.003267464,"{'number': 219, 'name': 'side', 'category': {'part': 352, 'object': 3}, 'frequency': 355, 'coverage': 8.707111, 'syns': ['']}",part,0.003012256
80,texture,perforated,0.032534181,red-c,21004512,2013286,81991,0.003574803,trade name,111916,974489,7256,0.006723817,windows,68737,131862,2830,0.014309624,wallpaper,479323,232017,5132,0.007266981,nursery-s,827904,546935,7590,0.005551293,perforated,1793792,424205,69887,0.032534181,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.032534181,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.021550353,"{'number': 335, 'name': 'woven', 'category': {'texture': 142}, 'frequency': 142, 'coverage': 142.0, 'syns': ['']}",texture,0.015075259,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.014827027,"{'number': 386, 'name': 'windows', 'category': {'part': 122}, 'frequency': 122, 'coverage': 5.581212, 'syns': ['']}",part,0.014309624
81,object,plant,0.009885805,green-c,63326720,1756638,505678,0.007830538,plant,3760075,975735,46359,0.009885805,pot,422616,315880,2886,0.003923275,food,1104928,286752,5780,0.004170575,ball_pit-s,275968,482724,5176,0.006869131,frilly,1618176,204474,15628,0.008648484,"{'number': 35, 'name': 'plant', 'category': {'object': 4546, 'part': 452}, 'frequency': 4998, 'coverage': 304.198798, 'syns': ['flora', 'plant life']}",object,0.009885805,"{'number': 357, 'name': 'frilly', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.008648484,"{'number': 5, 'name': 'green-c', 'category': {'color': 61508}, 'frequency': 61508, 'coverage': 5049.989735, 'syns': ['']}",color,0.007830538,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.007807226,"{'number': 33, 'name': 'grass', 'category': {'object': 5390}, 'frequency': 5390, 'coverage': 1039.167345, 'syns': ['']}",object,0.007270857
82,object,light,0.026106391,white-c,72511065,1203386,166252,0.00226045,light,350013,567754,23350,0.026106391,eye,110350,130147,1950,0.00817449,glass,2246777,172874,8265,0.003427489,ball_pit-s,275968,338543,3261,0.005334969,studded,1593088,86057,19391,0.011683057,"{'number': 46, 'name': 'light', 'category': {'object': 3687, 'part': 2}, 'frequency': 3689, 'coverage': 28.145308, 'syns': ['light source']}",object,0.026106391,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.011683057,"{'number': 29, 'name': 'eye', 'category': {'part': 5971}, 'frequency': 5971, 'coverage': 8.929686, 'syns': ['']}",part,0.00817449,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.007320658,"{'number': 122, 'name': 'spotlight', 'category': {'object': 822}, 'frequency': 822, 'coverage': 4.383095, 'syns': ['spot']}",object,0.006761373
83,part,nose,0.005421083,orange-c,30348501,1138746,62409,0.001985977,floor,20378155,544580,56835,0.002723822,nose,155124,138838,1585,0.005421083,leather,470954,199050,2664,0.003991968,corridor-s,1530368,272871,5323,0.00296065,waffled,1555456,75365,4290,0.002637515,"{'number': 37, 'name': 'nose', 'category': {'part': 4805}, 'frequency': 4805, 'coverage': 12.527917, 'syns': ['']}",part,0.005421083,"{'number': 129, 'name': 'leather', 'category': {'material': 742, 'object': 1}, 'frequency': 743, 'coverage': 38.014249, 'syns': ['']}",material,0.003991968,"{'number': 114, 'name': 'seat cushion', 'category': {'part': 886, 'object': 1}, 'frequency': 887, 'coverage': 27.623586, 'syns': ['']}",part,0.003639425,"{'number': 34, 'name': 'metal', 'category': {'material': 4843, 'object': 216}, 'frequency': 5059, 'coverage': 279.712176, 'syns': ['']}",material,0.003262731,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.003202607
84,texture,zigzagged,0.021354,white-c,72511065,1327421,139363,0.001890972,skyscraper,1270392,621868,7453,0.003954251,seat base,86644,151108,1306,0.00552346,leather,470954,308909,1756,0.002256759,skyscraper-s,4402944,412537,16763,0.003493225,zigzagged,1618176,92690,35770,0.021354,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.021354,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.014834309,"{'number': 159, 'name': 'seat base', 'category': {'part': 585, 'object': 1}, 'frequency': 586, 'coverage': 7.038019, 'syns': ['']}",part,0.00552346,"{'number': 241, 'name': 'skyscraper', 'category': {'object': 310}, 'frequency': 310, 'coverage': 102.142014, 'syns': ['']}",object,0.003954251,"{'number': 177, 'name': 'outside arm', 'category': {'part': 504}, 'frequency': 504, 'coverage': 7.980203, 'syns': ['']}",part,0.003817871
85,object,sky,0.010072608,blue-c,61494563,1520042,313223,0.004995472,sky,36650987,920903,374673,0.010072608,cloud,129326,110520,1548,0.006496068,glass,2246777,190353,7993,0.003290469,castle-s,865536,509809,4790,0.003494935,chequered,1530368,77536,8301,0.005189413,"{'number': 13, 'name': 'sky', 'category': {'object': 12271, 'material': 17}, 'frequency': 12288, 'coverage': 2946.669634, 'syns': ['']}",object,0.010072608,"{'number': 366, 'name': 'cloud', 'category': {'part': 127}, 'frequency': 127, 'coverage': 10.481861, 'syns': ['']}",part,0.006496068,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.005189413,"{'number': 8, 'name': 'blue-c', 'category': {'color': 57825}, 'frequency': 57825, 'coverage': 4899.174121, 'syns': ['']}",color,0.004995472,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.004971862
86,texture,chequered,0.006757114,black-c,139916835,1220525,540134,0.003841712,bus,1628191,606773,6746,0.003027531,monitor,141433,155262,1093,0.003697539,leather,470954,204351,1865,0.002769363,amusement_arcade-s,301056,335730,1795,0.002826812,chequered,1530368,67275,10723,0.006757114,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.006757114,"{'number': 1, 'name': 'black-c', 'category': {'color': 62358}, 'frequency': 62358, 'coverage': 11135.320474, 'syns': ['']}",color,0.003841712,"{'number': 261, 'name': 'monitor', 'category': {'part': 263}, 'frequency': 263, 'coverage': 11.452951, 'syns': ['']}",part,0.003697539,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.003369618,"{'number': 203, 'name': 'bus', 'category': {'object': 399}, 'frequency': 399, 'coverage': 131.143655, 'syns': ['']}",object,0.003027531
87,texture,chequered,0.007084512,black-c,139916835,1344140,284572,0.002018579,chair,4633108,569182,21355,0.004121843,stern,184796,166839,1314,0.003750846,paper,471596,284360,1790,0.002373483,cockpit-s,539392,298866,2295,0.002745337,chequered,1530368,94725,11432,0.007084512,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.007084512,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.004589593,"{'number': 36, 'name': 'chair', 'category': {'object': 4935, 'part': 2}, 'frequency': 4937, 'coverage': 373.611498, 'syns': ['']}",object,0.004121843,"{'number': 171, 'name': 'stern', 'category': {'part': 527}, 'frequency': 527, 'coverage': 14.897849, 'syns': ['']}",part,0.003750846,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.003397252
88,texture,grid,0.026151492,white-c,72511065,1204046,243658,0.003316363,windowpane,8841352,657023,108560,0.011561463,frame,136341,118162,3233,0.012866637,glass,2246777,145547,9514,0.003992765,building_facade-s,3148544,450792,18210,0.005084993,grid,1682240,79540,44899,0.026151492,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.026151492,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.012866637,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.011561463,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.010071743,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.006598495
89,object,pillar,0.005406403,yellow-c,34166024,1397436,88948,0.002507378,pillar,604113,496433,5918,0.005406403,door frame,221497,59943,1352,0.004827054,painted,13470129,299650,59026,0.004305088,art_gallery-s,953344,323573,4136,0.003249577,banded,2571520,44363,9046,0.003470106,"{'number': 113, 'name': 'pillar', 'category': {'object': 887, 'part': 1}, 'frequency': 888, 'coverage': 48.914224, 'syns': ['']}",object,0.005406403,"{'number': 151, 'name': 'door frame', 'category': {'part': 607}, 'frequency': 607, 'coverage': 18.017984, 'syns': ['']}",part,0.004827054,"{'number': 20, 'name': 'painted', 'category': {'material': 9124}, 'frequency': 9124, 'coverage': 1087.511752, 'syns': ['']}",material,0.004305088,"{'number': 505, 'name': 'shaft', 'category': {'part': 59}, 'frequency': 59, 'coverage': 3.743809, 'syns': ['']}",part,0.00409087,"{'number': 12, 'name': 'wall', 'category': {'object': 15553, 'part': 29}, 'frequency': 15582, 'coverage': 3947.579313, 'syns': ['']}",object,0.003694067
90,color,orange-c,0.02087451,orange-c,30348501,1476193,650741,0.02087451,ball,122639,574081,5145,0.00743954,shade,197478,172672,2650,0.007210884,food,1104928,387831,7766,0.005229654,ball_pit-s,275968,303568,8000,0.013997368,zigzagged,1618176,193429,18090,0.010086339,"{'number': 11, 'name': 'orange-c', 'category': {'color': 50369}, 'frequency': 50369, 'coverage': 2427.774769, 'syns': ['']}",color,0.02087451,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.013997368,"{'number': 9, 'name': 'yellow-c', 'category': {'color': 57560}, 'frequency': 57560, 'coverage': 2730.587283, 'syns': ['']}",color,0.010254609,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.010086339,"{'number': 10, 'name': 'red-c', 'category': {'color': 55938}, 'frequency': 55938, 'coverage': 1678.059729, 'syns': ['']}",color,0.008151194
91,texture,chequered,0.018508019,white-c,72511065,1500306,234729,0.003181617,seat,1488057,457205,5842,0.003012241,arm,2299112,117820,12760,0.005307441,ceramic,679072,292730,4973,0.005143619,car_interior-backseat-s,163072,245185,2698,0.006652546,chequered,1530368,296539,33198,0.018508019,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.018508019,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.017571009,"{'number': 295, 'name': 'striped', 'category': {'texture': 194}, 'frequency': 194, 'coverage': 194.0, 'syns': ['']}",texture,0.011485042,"{'number': 391, 'name': 'grooved', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.011427699,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.01131628
92,texture,dotted,0.066785585,pink-c,18491188,1929687,92299,0.004540357,bicycle,1152271,657898,35480,0.019992235,wheel,1513439,379083,92995,0.051677469,ceramic,679072,311536,18613,0.019149275,laundromat-s,363776,253531,4936,0.008060473,dotted,2935296,515446,216032,0.066785585,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.066785585,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.060892314,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.051677469,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.032937364,"{'number': 29, 'name': 'eye', 'category': {'part': 5971}, 'frequency': 5971, 'coverage': 8.929686, 'syns': ['']}",part,0.02842368
93,color,blue-c,0.007376437,blue-c,61494563,1215821,459192,0.007376437,signboard,661129,623422,6576,0.005145641,headlight,104033,137851,1140,0.004735321,paper,471596,153670,2261,0.003629184,ball_pit-s,275968,354464,2965,0.004725348,sprinkled,1718528,122134,12445,0.006807179,"{'number': 8, 'name': 'blue-c', 'category': {'color': 57825}, 'frequency': 57825, 'coverage': 4899.174121, 'syns': ['']}",color,0.007376437,"{'number': 341, 'name': 'sprinkled', 'category': {'texture': 137}, 'frequency': 137, 'coverage': 137.0, 'syns': ['']}",texture,0.006807179,"{'number': 47, 'name': 'signboard', 'category': {'object': 3540, 'part': 19}, 'frequency': 3559, 'coverage': 53.370228, 'syns': ['sign']}",object,0.005145641,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.005021772,"{'number': 73, 'name': 'headlight', 'category': {'part': 1757}, 'frequency': 1757, 'coverage': 8.414878, 'syns': ['']}",part,0.004735321
94,part,frame,0.013316768,yellow-c,34166024,1300488,98625,0.002788547,painting,2207098,582155,32246,0.011696017,frame,136341,141780,3655,0.013316768,glass,2246777,273979,7782,0.003096729,living_room-s,9621248,396972,34503,0.003455927,zigzagged,1618176,37655,13779,0.00839133,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.013316768,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.011696017,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.00839133,"{'number': 151, 'name': 'door frame', 'category': {'part': 607}, 'frequency': 607, 'coverage': 18.017984, 'syns': ['']}",part,0.006840184,"{'number': 261, 'name': 'monitor', 'category': {'part': 263}, 'frequency': 263, 'coverage': 11.452951, 'syns': ['']}",part,0.005299588
