unit,description,sim correlation
84,lacelike,0.09131123125553131
85,ear,0.004658661782741547
86,ear,0.01658819429576397
87,bed,0.12772579491138458
88,leg,0.03471845015883446
89,cracked,0.06370240449905396
90,striped,0.15673072636127472
91,dog,0.30180418491363525
92,plastic colorlear,-0.0019471945706754923
93,studded,0.005721770692616701
94,motorbike,0.016670895740389824
95,freckled,0.03308778256177902
96,hand,0.023500576615333557
97,ball pit,0.049039922654628754
98,curtain,0.06156380847096443
99,arm,0.08214501291513443
100,blue color,0.1958949863910675
101,stern,0.004142599180340767
102,arm,0.04469553381204605
103,skyscraper,0.07862014323472977
104,neck,0.035400766879320145
105,wrinkled,0.12875111401081085
106,muzzle,-0.014104314148426056
107,lid,0.082936592400074
108,sky,0.07672201097011566
109,swirly,0.017614396288990974
110,top,0.06742140650749207
111,sky,0.07432347536087036
112,drawer,0.22421219944953918
113,zigzagged,0.09639997780323029
114,muzzle,0.10910564661026001
115,eye,-0.030913913622498512
116,arm,0.037652742117643356
117,lid,0.13269156217575073
118,painting,0.01396216917783022
119,striped,0.006988713517785072
120,muzzle,0.44198063015937805
121,"polka, dotted",0.09540047496557236
122,ceiling,0.0848645344376564
123,zigzagged,-0.09617871046066284
124,dotted,5.5823133152443916e-05
125,car,0.24109463393688202
126,dotted,0.08454804122447968
127,pane,0.06939394772052765
128,hand,-0.00571457901969552
129,dotted,0.05893731117248535
130,carpet,0.09548458456993103
131,car,0.002463890705257654
132,blue color,0.039098337292671204
133,knitted,0.20305132865905762
134,road,-0.010245435871183872
135,arm,0.063718780875206
136,muzzle,0.05776568874716759
137,pot,0.03361259400844574
138,perforated,0.03265957906842232
139,striped,0.255829781293869
140,tree,0.24185049533843994
141,roof,0.019507983699440956
142,zigzagged,0.11319374293088913
143,roof,0.09401684999465942
144,ear,0.05558545142412186
145,chequered,0.014797682873904705
146,painting,0.04791625961661339
147,dog,0.1364067643880844
148,dotted,0.1876138597726822
149,muzzle,0.0827188566327095
150,crosshatched,0.14075712859630585
151,person,0.05317824333906174
152,car,0.14637485146522522
153,cabinet,0.1870090663433075
154,bicycle,0.08995165675878525
155,perforated,0.12859223783016205
156,ear,0.21392299234867096
157,sky,0.07132553309202194
158,food,0.18987493216991425
159,bed,0.0900283083319664
160,sky,0.06903183460235596
161,house,0.10954692214727402
162,purple color,0.5137965679168701
163,fibrous,0.18190576136112213
164,painted,-0.016070812940597534
165,sky,0.03169035539031029
166,ear,0.1160535141825676
167,wallpaper,0.04218810796737671
168,frilly,-0.01207231916487217
169,honeycombed,0.061975523829460144
170,cobwebbed,0.12915422022342682
171,crystalline,-0.03835049271583557
172,roof,-0.004880549851804972
173,screen,0.006193121895194054
174,person,0.028380565345287323
175,grid,0.030603282153606415
176,wheel,0.18683485686779022
177,mountain,0.17718301713466644
178,arm,0.03317108750343323
179,zigzagged,0.037938620895147324
180,chair,0.0680767074227333
181,woven,0.15511493384838104
182,ear,0.06535040587186813
183,painted,0.015844043344259262
184,door frame,0.022770853713154793
185,skin,0.17788714170455933
186,muzzle,0.0027511022053658962
187,neck,0.04614105075597763
188,cobwebbed,0.0991026982665062
189,muzzle,-0.0009406819590367377
190,neck,0.000927607121411711
191,zigzagged,0.04366389662027359
192,freckled,0.03322025015950203
193,hair,0.0455394983291626
194,ear,-0.08785422891378403
195,fibrous,-0.06082065775990486
196,car,0.18410108983516693
197,wheel,0.10013508051633835
198,veined,-0.005537416785955429
199,head,0.22445382177829742
200,wheel,0.0637802928686142
201,bird,0.22946254909038544
202,frilly,0.1091495156288147
203,"polka, dotted",0.014559494331479073
204,grass,0.13976293802261353
205,ear,0.13093306124210358
206,white color,0.012009704485535622
207,dotted,0.1963213086128235
208,coach,0.07769652456045151
209,pleated,0.06660305708646774
210,wheel,0.17268125712871552
211,arm,0.03383870795369148
212,zigzagged,-0.025780579075217247
213,arm,0.026777105405926704
214,car,0.07380361109972
215,flecked,0.03893468156456947
216,screen,0.11000742018222809
217,freckled,0.05803532898426056
218,pot,0.08372355997562408
219,frilly,0.07683602720499039
220,banded,-0.013669606298208237
221,neck,0.0499735064804554
222,shade,0.030265022069215775
223,hand,0.0978296771645546
224,shade,-0.029810979962348938
225,tree,0.3094930946826935
226,person,0.09345871210098267
227,meshed,0.06512084603309631
228,person,0.00365810957737267
229,fabric,0.054945990443229675
230,spiralled,0.0557292215526104
231,metal,0.1342407464981079
232,classroom,0.12693843245506287
233,monitor,0.04379589483141899
234,wheel,0.10528728365898132
235,head,0.05984453111886978
236,body,-0.00844223890453577
237,screen,0.037014175206422806
238,carpet,-0.0018961664754897356
239,honeycombed,0.09091043472290039
240,bus,0.09697503596544266
241,perforated,0.06367326527833939
242,crosswalk,0.11971653252840042
243,neck,0.202461376786232
244,chequered,0.023877238854765892
245,dog,0.3060321807861328
246,freckled,0.10923541337251663
247,person,0.004869416356086731
248,"polka, dotted",0.050209891051054
249,curtain,0.16251684725284576
250,stern,0.03916270285844803
251,paisley,0.057816218584775925
252,sky,0.04749448969960213
253,neck,0.24918344616889954
254,paisley,0.1039387434720993
255,muzzle,0.07573815435171127
256,drawer,0.0931892842054367
257,mouth,0.13514526188373566
258,building,0.18420948088169098
259,zigzagged,0.06542477756738663
260,sidewalk,0.0663377195596695
261,painting,-0.03252686187624931
262,ear,0.1649494767189026
263,dotted,0.2173122614622116
264,scaly,0.2068464159965515
265,freckled,0.03531601279973984
266,muzzle,0.1271219551563263
267,tail,0.18711352348327637
268,red color,0.15496356785297394
269,person,0.11981168389320374
270,veined,0.18144896626472473
271,head,0.006753875873982906
272,wheel,0.047423314303159714
273,lid,0.11370937526226044
274,muzzle,0.23834311962127686
275,shade,0.03698703274130821
276,perforated,0.03486203774809837
277,drawer,0.2683890759944916
278,motorbike,0.039220381528139114
279,white color,-0.01910071074962616
280,road,0.13908801972866058
281,wheel,0.07847240567207336
282,perforated,0.03550063446164131
283,veined,0.09120956808328629
284,head,0.07907415181398392
285,honeycombed,0.01838146336376667
286,spiralled,0.21467845141887665
287,ceramic,-0.02135980874300003
288,muzzle,0.22280508279800415
289,veined,0.10149837285280228
290,smeared,0.09274851530790329
291,paisley,0.07268952578306198
292,zigzagged,0.05992347002029419
293,dog,0.21725955605506897
294,carpet,0.03833653777837753
295,muzzle,0.08628275990486145
296,cat,0.10844004154205322
297,pane,0.00732755521312356
298,sky,0.10352518409490585
299,car,0.0985158234834671
300,crosswalk,0.0812402069568634
301,freckled,0.0020406804978847504
302,person,0.03815687075257301
303,hair,0.005591211840510368
304,dog,0.2969459295272827
305,head,0.13171754777431488
306,neck,0.09250553697347641
307,sky,0.03293346241116524
308,tree,0.12591257691383362
309,nose,0.23670732975006104
310,woven,0.1252201348543167
311,stern,0.0412016324698925
312,mouth,0.08854188024997711
313,ceiling,0.049799494445323944
314,honeycombed,-0.000458112801425159
315,pane,0.02268724888563156
316,ear,0.05419660732150078
317,striped,0.1078832745552063
318,muzzle,0.1733829379081726
319,leg,0.058885231614112854
320,body,0.015445293858647346
321,car,0.25971436500549316
322,stern,0.04121285676956177
323,sky,0.04066815227270126
324,matted,0.08547836542129517
325,wheel,-0.003691570833325386
326,zigzagged,0.066099151968956
327,person,0.06014140695333481
328,dotted,0.06909485906362534
329,food,0.23460815846920013
330,windowpane,0.03892045095562935
331,freckled,0.04388643801212311
332,mountain snowy,0.11814600974321365
333,smeared,0.04960194602608681
334,cobwebbed,0.0028562804218381643
335,honeycombed,0.14656279981136322
336,chequered,0.06983206421136856
337,body,0.04057278484106064
338,spiralled,0.07865989953279495
339,zigzagged,0.014431550167500973
340,sky,0.017902221530675888
341,pane,0.009247375652194023
342,studded,0.020046645775437355
343,zigzagged,0.046803489327430725
344,headboard,0.05859611555933952
345,chequered,-0.028413288295269012
346,neck,0.03219367563724518
347,waffled,0.08878251910209656
348,swirly,0.03434818610548973
349,car,0.1729665845632553
350,drawer,0.16581334173679352
351,head,0.1644677221775055
352,shade,-0.08597001433372498
353,body,0.025280941277742386
354,pot,0.1643391102552414
355,meshed,-0.012649274431169033
356,bed,0.08061136305332184
357,dotted,0.04213543236255646
358,zigzagged,0.09165342152118683
359,crosswalk,0.048387136310338974
360,banded,-0.042656656354665756
361,dotted,0.050734005868434906
362,hair,0.060699254274368286
363,sky,0.07570026814937592
364,light,0.1289907842874527
365,pane,-0.012410338036715984
366,skyscraper,0.22892364859580994
367,arm,0.05779271200299263
368,banded,-0.047101374715566635
369,car,0.11141999810934067
370,food,0.25732770562171936
371,zigzagged,0.003314186120405793
372,sky,0.11426650732755661
373,screen,0.12558229267597198
374,food,0.24516862630844116
375,head,0.0976257473230362
376,carpet,0.03461608663201332
377,striped,0.08185947686433792
378,food,0.09726379066705704
379,leg,0.10034442692995071
380,knitted,0.024037500843405724
381,dotted,0.14187325537204742
382,house,0.0643962025642395
383,bed,0.16375932097434998
384,lid,0.14836624264717102
385,meshed,0.17971475422382355
386,footboard,0.08348112553358078
387,car,0.14770539104938507
388,dotted,0.09838756173849106
389,body,0.044862814247608185
390,striped,0.016087226569652557
391,wrinkled,-0.006036741193383932
392,arm,0.01551592256873846
393,house,0.2008781135082245
394,shade,-0.006339864805340767
395,sky,0.11304356902837753
396,plant,0.08765478432178497
397,arm,0.09742019325494766
398,car,0.3023320138454437
399,table,0.13395744562149048
400,muzzle,-0.08361340314149857
401,zigzagged,-0.015030495822429657
402,grid,0.3360005021095276
403,wheel,0.07722580432891846
404,sky,0.010758240707218647
405,wheel,0.0853283554315567
406,screen,0.03917206823825836
407,body,-0.03370802849531174
408,neck,0.08042340725660324
409,body,-0.0017308490350842476
410,ceiling,0.07816909998655319
411,orange color,0.01823536865413189
412,zigzagged,-0.0013314629904925823
413,neck,0.039199572056531906
414,knitted,0.2859362065792084
415,muzzle,0.12729766964912415
416,head,0.2190093994140625
417,pot,0.19099196791648865
418,bus,0.25724607706069946
419,sky,0.2911781966686249
420,cracked,0.1887321174144745
421,bicycle,0.08195817470550537
422,painted,0.02033102512359619
423,veined,0.2208431363105774
424,wheel,0.06739445775747299
425,head,0.051126789301633835
426,floor,0.19914443790912628
427,muzzle,0.12627153098583221
428,neck,0.03367936983704567
429,sea,0.03331249952316284
430,ear,0.08410212397575378
431,skyscraper,0.08320564031600952
432,wheel,0.08494871854782104
433,ear,0.04918336868286133
434,person,0.10321332514286041
435,yellow color,0.366586297750473
436,painting,0.002501613926142454
437,sky,0.1528840959072113
438,footboard,0.10183516889810562
439,painting,0.05584059655666351
440,muzzle,0.19970037043094635
441,hair,0.15594948828220367
442,ear,-0.06146732345223427
443,body,-0.04154190048575401
444,crosswalk,0.0021710824221372604
445,freckled,0.03558071702718735
446,wheel,0.05894545838236809
447,drawer,0.014349116012454033
448,lacelike,0.06532912701368332
449,drawer,0.06949486583471298
450,sky,0.10656566172838211
451,zigzagged,0.05397879332304001
452,headboard,0.0923711359500885
453,car,0.2070603221654892
454,crosswalk,0.05393979698419571
455,sky,0.05472826957702637
456,car,0.2288929522037506
457,wheel,0.10641863942146301
458,honeycombed,0.06843301653862
459,cat,0.1445765495300293
460,tree,0.16143040359020233
461,footboard,0.13977792859077454
462,cat,0.11824164539575577
463,person,0.06546391546726227
464,red color,0.09730198234319687
465,honeycombed,0.07296513766050339
466,drawer,0.13729463517665863
467,red color,0.23411500453948975
468,freckled,0.0943274274468422
469,dotted,0.11517401039600372
470,spiralled,0.15739752352237701
471,cat,0.04426278546452522
472,paw,0.1473986655473709
473,wheel,0.09494936466217041
474,frilly,0.0037910710088908672
475,red color,0.08131889253854752
476,wheel,0.062023330479860306
477,cobwebbed,0.08130326867103577
478,carpet,0.023938767611980438
479,cat,0.06955227255821228
480,body,-0.02424093708395958
481,sky,0.19170083105564117
482,hand,0.16176055371761322
483,shop window,0.14187654852867126
484,head,0.02591988630592823
485,arm,0.04195510968565941
486,food,0.1942230612039566
487,tree,-0.04233419522643089
488,mountain,0.3003067672252655
489,stairway,0.0418793223798275
490,swirly,0.20378831028938293
491,wheel,0.04923154413700104
492,road,0.00898832082748413
493,eye,0.05255680903792381
494,headboard,0.06122039258480072
495,cobwebbed,0.08558910340070724
496,woven,0.1473739892244339
497,carpet,0.06172660365700722
498,wheel,0.05189182236790657
499,hand,-0.06254776567220688
500,wing,0.022512275725603104
501,horse,0.07029012590646744
502,swirly,0.10939297825098038
503,muzzle,0.05558447167277336
504,pillar,0.018643654882907867
505,hand,0.1451362669467926
506,muzzle,0.033459775149822235
507,knitted,0.06586258113384247
508,car,0.152525395154953
509,screen,0.03763129934668541
510,muzzle,0.0482352077960968
511,faucet,0.047324761748313904
512,ear,0.048319440335035324
513,dotted,0.07341597229242325
514,perforated,0.018110986799001694
515,ear,0.11267823725938797
516,striped,0.15345346927642822
517,studded,0.14646027982234955
518,pot,0.12092362344264984
519,grass,0.011562821455299854
520,freckled,-0.0032393767032772303
521,orange color,0.21047215163707733
522,body,0.03495841473340988
523,bus,0.12441011518239975
524,freckled,-0.018781345337629318
525,tree,0.13550344109535217
526,hair,0.1658438742160797
527,leg,0.1118566170334816
528,eye,0.05129087343811989
529,food,0.28126993775367737
530,honeycombed,0.05396615341305733
531,carpet,0.06867819279432297
532,car,0.01620314083993435
533,seat cushion,0.10662020742893219
534,food,0.2562185823917389
535,pane,-0.019065745174884796
536,cobwebbed,0.0238444022834301
537,pot,0.1990656852722168
538,wheel,0.09139163047075272
539,ear,0.0539201982319355
540,stern,0.010010422207415104
541,interlaced,-0.010587400756776333
542,ear,0.07400041818618774
543,skyscraper,0.019073372706770897
544,ear,0.08261778205633163
545,house,0.17781434953212738
546,chequered,0.08901039510965347
547,zigzagged,-0.022482553496956825
548,wheel,0.021212158724665642
549,wheel,0.11368409544229507
550,leg,0.17981946468353271
551,wallpaper,-0.0007311678491532803
552,stove,0.03462805598974228
553,eye,0.075313501060009
554,tile,0.07032514363527298
555,bubbly,0.01976340264081955
556,hair,0.04228929430246353
557,waffled,0.022934839129447937
558,dotted,0.019294582307338715
559,hair,0.13305683434009552
560,painting,0.027436010539531708
561,sheep,0.061068542301654816
562,muzzle,0.18802042305469513
563,zigzagged,0.017052842304110527
564,red color,0.02574143372476101
565,coach,0.11581746488809586
566,sprinkled,0.07256712019443512
567,pane,0.0553591214120388
568,dog,0.2445036619901657
569,eye,-0.014136122539639473
570,head,0.06946190446615219
571,banded,-0.12898503243923187
572,food,0.14895854890346527
573,waffled,0.017491182312369347
574,screen,0.05830985680222511
575,shade,0.01948828436434269
576,pool table,0.03335736319422722
577,ear,-0.041083235293626785
578,wheel,0.015302561223506927
579,footboard,0.055722955614328384
580,"polka, dotted",0.01354613620787859
581,car,0.08140076696872711
582,ear,0.024257253855466843
583,roof,0.09984420984983444
584,lamp,0.11431293189525604
585,wheel,0.10056250542402267
586,glass,0.043047621846199036
587,airplane,0.05313938111066818
588,top,0.04507887735962868
589,neck,0.12283823639154434
590,perforated,-0.0021495658438652754
591,chequered,-0.0713442713022232
592,sky,0.048056118190288544
593,plant,0.10519208759069443
594,leg,-0.05711188539862633
595,cracked,-0.023480577394366264
596,dotted,0.07068668305873871
597,freckled,0.09035323560237885
598,paw,0.04600689187645912
599,sky,0.046846065670251846
600,car,0.13814790546894073
601,chequered,0.02071930095553398
602,crosshatched,0.13057313859462738
603,paw,0.21240189671516418
604,hair,0.07783102989196777
605,hand,0.0762222409248352
606,waffled,-0.022978220134973526
607,dotted,0.0660148411989212
608,sea,0.09662457555532455
609,wheel,0.15930889546871185
610,wheel,0.06809833645820618
611,painting,0.04931722953915596
612,cracked,0.04094790294766426
613,cat,0.15488483011722565
614,table,-0.10461179167032242
615,person,0.1003560945391655
616,zigzagged,0.07423679530620575
617,tile,0.10861489921808243
618,road,0.12245362997055054
619,painted,-0.01138317957520485
620,shade,-0.05347982794046402
621,ear,0.03333071991801262
622,sky,-0.009013540111482143
623,torso,0.020075319334864616
624,shop window,0.1489599645137787
625,perforated,0.07861676067113876
626,paisley,0.059714425355196
627,seat cushion,0.0918256863951683
628,sky,0.03982334956526756
629,lacelike,0.06284096091985703
630,wood,0.0749923437833786
631,zigzagged,0.10756363719701767
632,train,0.10635858029127121
633,veined,0.07059896737337112
634,wheel,0.05847567319869995
635,red color,0.07008599489927292
636,roof,0.14032088220119476
637,roof,0.11227878928184509
638,freckled,0.05502144992351532
639,cobwebbed,0.1812843680381775
640,honeycombed,0.08479396253824234
641,ear,-0.003823345759883523
642,perforated,0.09611792117357254
643,stern,0.09910997003316879
644,dog,0.22676357626914978
645,pot,0.06875865906476974
646,lacelike,0.13106456398963928
647,body,-0.05935610458254814
648,muzzle,0.14248505234718323
649,car,0.11623246967792511
650,stern,-0.030361773446202278
651,mountain,0.14046083390712738
652,hand,0.10841551423072815
653,hair,0.027772685512900352
654,sprinkled,0.07835216075181961
655,seat cushion,-0.01720927283167839
656,tree,0.12801136076450348
657,ceramic,0.066532664000988
658,headboard,0.11482781171798706
659,ear,-0.030050521716475487
660,head,0.10848415642976761
661,ceramic,0.07493888586759567
662,perforated,0.016766661778092384
663,interlaced,0.08219964802265167
664,dotted,0.16165174543857574
665,road,0.05216765031218529
666,pool table,0.03244001418352127
667,swirly,-0.07250641286373138
668,leg,0.0562678687274456
669,wheel,0.04224143922328949
670,foot,0.01565004140138626
671,muzzle,0.006978066172450781
672,ear,0.030629783868789673
673,neck,-0.03010859154164791
674,body,-0.007514302618801594
675,road,0.03514087200164795
676,car,0.14510373771190643
677,bedclothes,-0.016609162092208862
678,wheel,0.05392952263355255
679,wheel,0.06806235015392303
680,perforated,0.04255344346165657
681,chequered,0.07738840579986572
682,tree,0.033950965851545334
683,drawer,0.05210498347878456
684,neck,0.07771008461713791
685,ball pit,0.06694736331701279
686,muzzle,0.04592302441596985
687,neck,0.04051553085446358
688,blue color,0.32787227630615234
689,zigzagged,0.0206078439950943
690,paw,-0.06898435950279236
691,zigzagged,0.03947444632649422
692,ear,0.10643266886472702
693,striped,0.08562740683555603
694,ear,0.031096775084733963
695,cracked,0.08173772692680359
696,meshed,0.06952840834856033
697,muzzle,0.05492663383483887
698,crosswalk,0.08071625977754593
699,shade,-0.0019280982669442892
700,muzzle,0.08872473239898682
701,"polka, dotted",0.05658519268035889
702,fibrous,0.06694857031106949
703,zigzagged,0.01654026471078396
704,meshed,0.1512329876422882
705,honeycombed,0.12461605668067932
706,arm,0.16688014566898346
707,muzzle,0.2231273353099823
708,hair,0.060971688479185104
709,dotted,0.025715481489896774
710,shop window,0.05408601462841034
711,ceiling,0.010842355899512768
712,car,0.09141841530799866
713,cobwebbed,0.09523171186447144
714,food,0.18726973235607147
715,painting,-0.00256612547673285
716,dotted,0.11325220763683319
717,zigzagged,0.034844573587179184
718,sidewalk,0.09530704468488693
719,striped,0.10182101279497147
720,zigzagged,0.054770853370428085
721,food,0.24880577623844147
722,zigzagged,0.04971401393413544
723,coach,0.07803702354431152
724,mountain,0.17979808151721954
725,freckled,0.04750799760222435
726,clouds,0.28125619888305664
727,body,0.012292040511965752
728,hair,0.07953490316867828
729,hand,0.015040201134979725
730,shop window,0.13118386268615723
731,zigzagged,0.003726197639480233
732,earth,0.09562242031097412
733,head,0.06338208168745041
734,shade,0.06263121217489243
735,windowpane,0.07989656925201416
736,painting,0.07807163149118423
737,freckled,0.051719363778829575
738,water,0.23451296985149384
739,screen,0.07774531096220016
740,neck,0.01906048133969307
741,hair,0.042752526700496674
742,neck,0.026137420907616615
743,seat cushion,0.06783504784107208
744,hair,0.03308967500925064
745,white color,0.017875727266073227
746,leg,0.03060510754585266
747,waffled,0.002871239325031638
748,wheel,0.01155811082571745
749,paper,0.08714793622493744
750,car,0.16693003475666046
751,ball pit,0.04088955000042915
752,carpet,0.14525508880615234
753,striped,0.00346010597422719
754,pole,0.035813525319099426
755,leg,0.08674736320972443
756,muzzle,0.10968201607465744
757,wicker,-0.0029570264741778374
758,ear,0.04260371997952461
759,paw,0.07088366150856018
760,paper,0.014470348134636879
761,crosshatched,0.06027553975582123
762,grid,0.15575124323368073
763,shade,-0.044004641473293304
764,bubbly,0.09687814861536026
765,metal,0.08534947782754898
766,cobwebbed,0.11192168295383453
767,head,0.11463654041290283
768,wheel,0.09111659973859787
769,wheel,0.021411018446087837
770,interlaced,0.0018900798168033361
771,nose,-0.07633724063634872
772,veined,0.339379221200943
773,perforated,-0.0010834280401468277
774,wheel,0.00542808510363102
775,screen,0.014010760001838207
776,muzzle,0.046405065804719925
777,zigzagged,0.01852438412606716
778,mountain snowy,0.3004784882068634
779,pleated,0.11536692082881927
780,paw,0.31220629811286926
781,chair,0.13825222849845886
782,head,-0.00612265057861805
783,drawer,0.054822854697704315
784,meshed,0.10543155670166016
785,"polka, dotted",0.12081573903560638
786,ball pit,0.07772474735975266
787,veined,0.21811698377132416
788,"polka, dotted",0.07689324021339417
789,ear,0.05601067841053009
790,dog,0.1956535428762436
791,chequered,-0.04768574237823486
792,dotted,0.0766158401966095
793,body,-0.025740737095475197
794,cobwebbed,0.07227805256843567
795,street,0.1394832730293274
796,knitted,0.12053180485963821
797,leg,0.005981935188174248
798,freckled,0.04213563725352287
799,house,0.17863063514232635
800,food,0.13861492276191711
801,zigzagged,-0.02833489514887333
802,perforated,-0.0006488398066721857
803,wheel,0.02976958081126213
804,cobwebbed,0.041273947805166245
805,zigzagged,0.19523967802524567
806,grass,0.07458460330963135
807,chequered,-0.12060892581939697
808,food,0.17261017858982086
809,zigzagged,-0.012860518880188465
810,sky,0.12503750622272491
811,headboard,0.1189245879650116
812,waffled,0.02783268317580223
813,mountain,0.0658213421702385
814,chequered,0.041189830750226974
815,zigzagged,0.07196719944477081
816,screen,0.07968088984489441
817,red color,0.1394205391407013
818,plant,0.3015655279159546
819,painting,-0.011933395639061928
820,grid,0.26915934681892395
821,hair,0.0005297876195982099
822,sky,0.05688364431262016
823,nose,0.054185304790735245
824,"greenhouse, indoor",0.0667620301246643
825,pink color,0.11649160087108612
826,hair,0.04163092002272606
827,body,0.018819080665707588
828,food,0.15501701831817627
829,muzzle,0.08911333233118057
830,scaly,0.05745326355099678
831,hair,0.07978402823209763
832,ceiling,0.049944646656513214
833,wheel,0.018411286175251007
834,cobwebbed,0.06492920219898224
835,ceiling,0.07381462305784225
836,dog,0.4567309319972992
837,dog,0.5012550950050354
838,leather,0.012722359970211983
839,wheel,-0.00263267382979393
840,bed,0.0686522126197815
841,swirly,0.06662967056035995
842,bed,0.05750718340277672
843,stratified,-0.011241039261221886
844,"polka, dotted",0.0517534576356411
845,nose,0.1321113109588623
846,dog,0.2548503875732422
847,shade,0.03434332460165024
848,dotted,0.0686229020357132
849,cobwebbed,0.11073953658342361
850,cobwebbed,0.13930705189704895
851,swirly,0.1198866069316864
852,torso,0.05642010644078255
853,orange color,0.04255642741918564
854,sky,-0.01041319128125906
855,hair,0.05136805772781372
856,yellow color,-0.0080302394926548
857,bird,0.09858325123786926
858,cat,0.03795631602406502
859,zigzagged,0.11635646224021912
860,screen,0.127931609749794
861,shade,0.05177927762269974
862,wheel,0.10235535353422165
863,cobwebbed,0.012970690615475178
864,zigzagged,-0.07090631127357483
865,wheel,0.08888489753007889
866,bed,0.024558719247579575
867,eye,0.028189390897750854
868,screen,0.0039125364273786545
869,body,0.1113586574792862
870,"polka, dotted",0.08623439073562622
871,grid,-0.008843079209327698
872,honeycombed,0.15322044491767883
873,ear,0.14814843237400055
874,freckled,0.0043297805823385715
875,muzzle,0.16086985170841217
876,orange color,0.042393554002046585
877,painted,0.013128213584423065
878,food,0.1014997810125351
879,airplane,0.0710911676287651
880,banded,-0.00684559578076005
881,painting,0.03711213916540146
882,dotted,0.006447251886129379
883,head,0.11008399724960327
884,banded,-0.08794780820608139
885,road,0.07017379254102707
886,pool table,0.04795804247260094
887,skyscraper,0.0733337327837944
888,hair,0.050242289900779724
889,woven,-0.002296223072335124
890,striped,0.044061966240406036
891,wheel,-0.008507193997502327
892,arm,0.013348784297704697
893,zigzagged,0.026974033564329147
894,leg,0.008799551986157894
895,wheel,0.05629955232143402
896,wheel,0.013338438235223293
897,sprinkled,0.0365971140563488
898,leg,0.06972187012434006
899,dotted,0.09126356244087219
900,drawer,0.25340160727500916
901,footboard,0.012796877883374691
902,sky,0.013547518290579319
903,painting,0.024752559140324593
904,floor,0.03470665588974953
905,striped,0.13652729988098145
906,mountain snowy,0.11926382035017014
907,cat,0.13582105934619904
908,crosswalk,-0.036899976432323456
909,muzzle,0.20368696749210358
910,muzzle,0.004053746350109577
911,back pillow,0.15039204061031342
912,road,0.04628320410847664
913,living room,0.11260924488306046
914,lower sash,0.04599878564476967
915,back pillow,0.05123114585876465
916,person,0.06340145319700241
917,painting,0.018805567175149918
918,lined,0.122128926217556
919,screen,0.11068569123744965
920,street,0.1318618506193161
921,torso,0.02956295944750309
922,"polka, dotted",0.007952840998768806
923,ball pit,0.012410317547619343
924,chequered,0.027516566216945648
925,zigzagged,0.019730940461158752
926,wheel,0.050167471170425415
927,swirly,0.10746952891349792
928,ear,0.13120654225349426
929,sidewalk,0.0663846880197525
930,wheel,0.04993557929992676
931,muzzle,0.02122008241713047
932,muzzle,0.07144208997488022
933,pot,0.1481674611568451
934,honeycombed,0.07016459852457047
935,crosswalk,0.022197365760803223
936,dog,0.4620567858219147
937,lamp,0.03686914220452309
938,dotted,0.1349761039018631
939,grooved,0.060622088611125946
