unit,description,sim correlation
196,person,0.021153468638658524
197,zigzagged,-0.004102776758372784
198,painted,-0.03516300767660141
199,purple color,0.24909599125385284
200,swirly,0.03771969676017761
201,chequered,-0.03331759572029114
202,zigzagged,0.026804666966199875
203,ball pit,0.024052387103438377
204,blue color,-0.006797712296247482
205,grid,0.009760645218193531
206,chequered,0.10584438592195511
207,striped,0.004150105640292168
208,perforated,-0.02505931444466114
209,car,0.17641763389110565
210,grid,0.08554244786500931
211,eye,-0.005219854414463043
212,chequered,0.06221155822277069
213,wood,0.043343909084796906
214,banded,-0.07903406023979187
215,"polka, dotted",-0.0183635875582695
216,meshed,-0.09336946159601212
217,white color,0.11719998717308044
218,person,0.009498118422925472
219,striped,0.0002868361189030111
220,shade,-0.015641091391444206
221,zigzagged,-0.08780393749475479
222,green color,0.12081505358219147
223,perforated,0.015951991081237793
224,waffled,0.03356145694851875
225,wheel,0.08535201102495193
226,"polka, dotted",0.013860153965651989
227,yellow color,-0.05214659497141838
228,"polka, dotted",0.03226912021636963
229,light,-0.09575638920068741
230,eye,0.015612090937793255
231,hand,-0.07096385210752487
232,zigzagged,0.06371425837278366
233,skyscraper,-0.028374511748552322
234,purple color,0.03579505905508995
235,chequered,0.004323003813624382
236,metal,0.0011948351748287678
237,perforated,-0.02087130770087242
238,windowpane,0.1229640543460846
239,crosshatched,0.05083119496703148
240,person,0.01017899438738823
241,hand,-0.054073069244623184
242,honeycombed,0.01642938330769539
243,perforated,-0.015919627621769905
244,zigzagged,0.03175759315490723
245,hair,0.006493519991636276
246,"polka, dotted",0.04969342425465584
247,"polka, dotted",0.0004608595045283437
248,zigzagged,0.09043711423873901
249,orange color,0.0673224925994873
250,honeycombed,-0.035167161375284195
251,yellow color,0.1566474884748459
252,chequered,0.00465216301381588
253,waffled,0.01986081339418888
254,zigzagged,-0.01628364808857441
255,waffled,0.02892903797328472
256,perforated,0.013577250763773918
257,wheel,0.05647178366780281
258,chequered,-0.011360813863575459
259,grid,0.13024871051311493
260,grass,0.060671962797641754
261,perforated,0.068443164229393
262,"polka, dotted",0.050577402114868164
263,crosshatched,0.013389849103987217
264,zigzagged,-0.024172458797693253
265,lacelike,0.0327693410217762
266,painting,-0.016412993893027306
267,ball pit,0.07263433188199997
268,orange color,0.12665142118930817
269,sky,0.08172280341386795
270,grooved,0.06966961920261383
271,dotted,-0.011816202662885189
272,hair,0.029393546283245087
273,freckled,0.0690528079867363
274,zigzagged,-0.0347411148250103
275,cobwebbed,0.055695101618766785
276,studded,0.014178740791976452
277,banded,-0.10374891012907028
278,zigzagged,-0.038403213024139404
279,frame,0.07075362652540207
280,railing,0.058211732655763626
281,yellow color,0.1615096926689148
282,grid,0.11197344213724136
283,dotted,-0.04929184168577194
284,chequered,0.08596829324960709
285,green color,0.15389712154865265
286,yellow color,0.0940980315208435
287,chequered,0.016022589057683945
288,swirly,0.04085475951433182
289,grid,0.042654164135456085
290,veined,0.09087282419204712
291,paisley,-0.004235914908349514
292,chequered,0.005953107960522175
293,wheel,0.0778450220823288
294,woven,0.12568072974681854
295,striped,0.0415625236928463
296,waffled,0.0016412336844950914
297,red color,0.056037772446870804
298,red color,0.1301693171262741
299,nose,-0.09431920200586319
300,dotted,0.04026487097144127
301,chequered,-0.05648791417479515
302,perforated,0.09472361952066422
303,leg,0.02106834389269352
304,chequered,-0.046327728778123856
305,honeycombed,0.055849216878414154
306,sky,0.054899755865335464
307,chequered,-0.08969681710004807
308,dotted,0.041191454976797104
309,purple color,0.33303698897361755
310,pole,0.025745615363121033
311,striped,0.012977574951946735
312,hair,0.0254018846899271
313,hair,0.021944625303149223
314,blue color,-0.06274214386940002
315,roof,0.029877306893467903
316,painting,0.0018523858161643147
317,plant,0.28479689359664917
318,banded,-0.02070010080933571
319,purple color,0.07914474606513977
320,wheel,0.09572871774435043
321,white color,-0.06894604116678238
322,banded,-0.09510655701160431
323,cabinet,0.09324683248996735
324,perforated,0.04412310943007469
325,ball pit,0.04579539969563484
326,eye,-0.017888840287923813
327,chequered,-0.006268805358558893
328,perforated,-0.046265099197626114
329,chequered,-0.023431243374943733
330,perforated,-0.05605310946702957
331,"polka, dotted",0.002187703736126423
332,zigzagged,-0.033142827451229095
333,bubbly,0.015282385982573032
334,wheel,0.047355767339468
335,eye,-0.005623853299766779
336,woven,-0.01163412444293499
337,zigzagged,0.024966061115264893
338,eye,0.05418619140982628
339,hand,-0.008212556131184101
340,hair,0.027127688750624657
341,zigzagged,-0.036496538668870926
342,car,0.06374941021203995
343,top,-0.06596536934375763
344,purple color,0.1586664617061615
345,airplane,0.02358553558588028
346,person,0.002026634756475687
347,frilly,0.12110785394906998
348,wheel,0.04820430651307106
349,lacelike,0.036002304404973984
350,chequered,-0.10017233341932297
351,lacelike,0.10018245130777359
352,braided,0.026799974963068962
353,orange color,0.10216151177883148
354,yellow color,0.00214280909858644
355,wheel,0.05225472152233124
356,perforated,-0.013329504057765007
357,green color,0.15816202759742737
358,dotted,0.003180471248924732
359,chequered,-0.028531759977340698
360,"polka, dotted",0.01516499649733305
361,perforated,-0.09164983034133911
362,painting,-0.01591697335243225
363,purple color,0.3254745900630951
364,road,0.027507321909070015
365,braided,0.023385632783174515
366,zigzagged,0.026409287005662918
367,spiralled,0.07298952341079712
368,striped,0.07679767906665802
369,cobwebbed,0.11631812900304794
370,chequered,-0.0003984257346019149
371,blue color,-0.023604247719049454
372,motorbike,0.05486540123820305
373,curtain,0.11593490839004517
374,grid,0.0423274040222168
375,grid,-0.0005629790248349309
376,eye,0.05413172021508217
377,wheel,0.07637933641672134
378,zigzagged,0.02285163663327694
379,hand,0.060193516314029694
380,dotted,0.008440816774964333
381,"polka, dotted",-0.016220739111304283
382,crosshatched,-0.01284040231257677
383,eye,0.11356110870838165
384,chequered,-0.0011356325121596456
385,carpet,-0.005887934472411871
386,mountain snowy,0.05789007246494293
387,orange color,0.10312576591968536
388,crosshatched,0.06887762993574142
389,chequered,-0.00994527991861105
390,shade,-0.03290552273392677
391,chequered,-0.01511178258806467
392,screen,0.052581753581762314
393,painted,0.013473383150994778
394,arm,0.009918699972331524
395,red color,-0.0027132946997880936
396,blue color,0.025290055200457573
397,chequered,0.09631525725126266
398,studded,0.02602134644985199
399,chequered,0.012395549565553665
400,curtain,-0.0444856733083725
401,veined,0.17308321595191956
402,dotted,0.0014979374827817082
403,lined,-0.02294030413031578
404,woven,-0.015530786477029324
405,grid,0.12830772995948792
406,perforated,-0.004352363757789135
407,wheel,0.008500790223479271
408,perforated,0.04123243689537048
409,carpet,0.018597830086946487
410,grid,0.1802840232849121
411,chequered,-0.0066950819455087185
412,dotted,0.03296845778822899
413,arm,0.0050989119336009026
414,chequered,-0.051594097167253494
415,painting,-0.0066109937615692616
416,"forest, broadleaf",0.10118581354618073
417,dotted,0.021703416481614113
418,orange color,0.23618467152118683
419,painted,0.026306280866265297
420,hair,-0.009181732311844826
421,chequered,-0.033418841660022736
422,chequered,-0.04313934966921806
423,chequered,0.08481432497501373
424,hand,-0.027579285204410553
425,grid,0.15295252203941345
426,red color,0.06002957746386528
427,studded,0.013726402074098587
428,dog,0.13890871405601501
429,chequered,0.05360022187232971
430,red color,0.08553296327590942
431,door,0.055032357573509216
432,eye,-0.01061803475022316
433,wheel,0.011363737285137177
434,sky,-0.01610478013753891
435,cobwebbed,0.057681694626808167
436,zigzagged,-0.015966255217790604
437,zigzagged,-0.005754208192229271
438,chequered,-0.13203273713588715
439,wheel,0.10667909681797028
440,"polka, dotted",0.07614944875240326
441,blue color,0.1107683926820755
442,zigzagged,-0.0829407200217247
443,frilly,0.025923317298293114
444,sprinkled,0.02996763400733471
445,wheel,0.062341708689928055
446,purple color,0.02531425468623638
447,wheel,0.0775495320558548
448,honeycombed,-0.0074716429226100445
449,hair,-0.024552639573812485
450,sky,0.07055547833442688
451,painting,0.02209441363811493
452,chequered,0.05750046670436859
453,swirly,0.01091014314442873
454,lacelike,0.05598105862736702
455,studded,0.006666448898613453
456,perforated,0.04315580427646637
457,"polka, dotted",-0.0181107297539711
458,plant,0.05497877672314644
459,wheel,-0.017988920211791992
460,zigzagged,0.058679621666669846
461,dotted,-0.08350610733032227
462,lined,-0.017328685149550438
463,dotted,0.01564978063106537
464,blue color,-0.029311472550034523
465,chequered,0.02849440649151802
466,grid,0.0915801152586937
467,tree,0.06805814802646637
468,red color,0.08880945295095444
469,chequered,-0.008031660690903664
470,dotted,0.019227083772420883
471,yellow color,0.09648941457271576
472,red color,0.06384935230016708
473,studded,-0.012704434804618359
474,chequered,-0.04750007763504982
475,waffled,0.03336751461029053
476,black color,0.1059148982167244
477,studded,0.06867542117834091
478,striped,0.060302138328552246
479,dotted,0.05803050845861435
480,grid,0.15452657639980316
481,chequered,-0.004132519941776991
482,studded,0.05818501487374306
483,chequered,-0.0008572365040890872
484,striped,0.00844983197748661
485,"polka, dotted",0.11474446952342987
486,wheel,0.024636270478367805
487,perforated,-0.09510811418294907
488,hand,-0.06213279068470001
489,wheel,0.028381604701280594
490,shade,-0.010170173831284046
491,perforated,-0.020786121487617493
492,grass,0.004369679838418961
493,striped,-0.03130942955613136
494,blue color,0.10737065970897675
495,black color,0.1447184830904007
496,wheel,0.03994046524167061
497,grid,0.16814479231834412
498,red color,0.014770113863050938
499,"polka, dotted",0.05296170338988304
500,studded,-0.0007355848210863769
501,white color,-0.003993985243141651
502,chequered,-0.03285769373178482
503,metal,0.03890907019376755
504,zigzagged,-0.0041180942207574844
505,crosshatched,0.04971203953027725
506,pink color,0.06319042295217514
507,sky,0.10473651438951492
508,perforated,0.08819957822561264
509,car,0.09355827420949936
510,wheel,0.0027244056109339
511,orange color,-0.020896654576063156
