unit,description,sim correlation,sim ablation(norm),sim ablation(optim)
419,dotted,0.0882385671138763,-0.0003695487976074,0.008829057216644287
420,laundromat,0.0358785651624202,-0.0026209354400634,0.016061484813690186
421,boat,0.1311877965927124,0.0174382925033569,0.019047856330871582
422,paisley,0.0503723993897438,0.0016733407974243,0.0029789209365844727
423,waffled,0.1464432477951049,0.002268373966217,0.015134632587432861
424,track,0.0533916763961315,-0.0006275177001953,0.00895226001739502
425,frilly,0.1278120130300521,0.0107296705245971,0.01093524694442749
426,torso,0.0912044048309326,-0.0022315979003906,0.00029796361923217773
427,bird,0.2063404321670532,0.0109658241271972,0.030459463596343994
428,food,0.2777863442897796,0.0537945628166198,0.027431905269622803
429,car,0.0011109898332506,1.1920928955078123e-05,0.0022315382957458496
430,"wrestling ring, indoor",0.0523677803575992,-0.011864423751831,0.008233726024627686
431,beach,0.3307780921459198,0.0756928920745849,0.010553479194641113
432,honeycombed,0.0665395036339759,-0.000583529472351,0.00959932804107666
433,dog,0.216621994972229,0.0165327191352844,0.022538483142852783
434,airplane,0.1308685392141342,0.0127864480018615,0.030143320560455322
435,cat,0.3093080520629883,0.1008341908454895,0.06036984920501709
436,pool table,0.0484786555171012,0.0010244846343994,0.0072019100189208984
437,dog,0.4216539263725281,0.1342976093292236,0.14428472518920898
438,waffled,0.1071941256523132,-0.0017848014831542,0.0007224082946777344
439,closet,0.0290151238441467,0.0021201372146606,0.026920557022094727
440,"casino, indoor",0.1194111555814743,0.0015269517898559,0.0025267601013183594
441,shoe shop,0.1491677314043045,0.0081459879875183,0.007387280464172363
442,car,-0.0261313691735267,0.0001734495162963,-0.004557013511657715
443,pool table,0.0733964145183563,0.00044846534729,0.003475785255432129
444,tent,0.2286899089813232,0.0142974853515625,0.006868124008178711
445,chair,0.1350607126951217,0.0107524991035461,0.013237297534942627
446,bubbly,0.0896378085017204,0.0024758577346801,0.005799531936645508
447,cat,0.1868116706609726,0.0202904939651489,0.035560429096221924
448,wheel,0.0965155214071273,0.0066093802452087,0.01084280014038086
449,cow,0.1039899140596389,-0.0017304420471191,0.018546640872955322
450,throne room,0.1670181006193161,0.0245912075042724,0.022306382656097412
451,building,0.1307787150144577,0.0098083019256591,0.007467687129974365
452,wheel,0.1965554803609848,0.022789180278778,0.013654470443725586
453,nursery,0.0707626342773437,0.0032820701599121,0.017901897430419922
454,bus,0.1474822759628296,0.0088992118835449,0.01724165678024292
455,body,-0.009774618782103,-2.9802322387695312e-06,-0.0009000301361083984
456,frilly,0.0375156998634338,0.0001818537712097,0.009793758392333984
457,body,-0.0144200706854462,0.00073903799057,0.012993395328521729
458,house,0.0764755606651306,-0.0036089420318603,0.010403633117675781
459,sky,0.1047896370291709,0.0052337050437927,0.01266181468963623
460,wing,0.1326100379228592,0.0059439539909362,0.006466865539550781
461,washer,0.0888731554150581,0.000212550163269,0.004667699337005615
462,food,0.0713673382997512,0.005605936050415,0.014864087104797363
463,lacelike,0.1798660606145858,0.0249474048614501,0.016115963459014893
464,bubbly,0.1284026503562927,0.0012281537055969,0.004315376281738281
465,cobwebbed,0.3045840859413147,0.0497281551361084,0.050395071506500244
466,bubbly,0.0100764986127614,-0.0006288290023803,0.019034147262573242
467,lacelike,0.1562539935111999,0.0088365077972412,0.007812201976776123
468,lighthouse,0.0604718253016471,0.0033566951751708,0.006482481956481934
469,freckled,0.1186122223734855,0.0024889707565307,0.0032736659049987793
470,knitted,0.3358342051506042,0.059790015220642,0.035196661949157715
471,top,0.0178093742579221,-9.953975677490234e-05,0.009488821029663086
472,staircase,0.2462621629238128,0.0314151644706726,0.01604461669921875
473,grass,0.3138582408428192,0.0629869103431701,0.0612407922744751
474,fence,0.3483159244060516,0.0689833760261535,0.05353343486785889
475,cobwebbed,0.1812934726476669,0.0058021545410156,0.07596731185913086
476,sky,0.0751539766788482,0.0020951628684997,0.004640460014343262
477,screen,0.2070431560277938,0.0130583643913269,0.013686001300811768
478,head,0.1251236945390701,0.0009028911590576,0.03203004598617554
479,hair,0.0550627000629901,0.0019250512123107,0.0016627311706542969
480,bird,0.2048524916172027,0.0186224579811096,0.024482905864715576
481,leg,0.0678789466619491,0.0035520792007446,0.016566991806030273
482,hayfield,0.0843636915087699,0.0001407265663146,-0.007138848304748535
483,screen,0.1025461852550506,0.0056985616683959,0.006836295127868652
484,body,0.025166580453515,0.0006840825080871,0.013176798820495605
485,dolmen,0.0956479460000991,0.0004821419715881,0.014013350009918213
486,train,0.0961891412734985,0.0017530918121337,-0.0015463829040527344
487,motorbike,0.1420127749443054,0.0060380697250366,0.016965508460998535
488,bus,0.2049049139022827,0.0166874527931213,0.03379058837890625
489,meshed,0.3304446637630462,0.0458633303642272,0.01708376407623291
490,landing deck,0.0956484749913215,0.0147114396095275,0.01800471544265747
491,honeycombed,0.1283245682716369,0.0132732987403869,0.022801697254180908
492,motorbike,0.0012801829725503,-0.0004134178161621,0.026063501834869385
493,house,0.1753452569246292,0.0243022441864013,0.021325230598449707
494,stratified,-0.0160254351794719,5.799531936645508e-05,0.009476959705352783
495,tent,0.2000669986009597,0.0113648772239685,0.018354594707489014
496,bakeryhop,0.1796874552965164,0.0095226168632507,0.0016294121742248535
497,bus,0.1119195222854614,0.0015686154365539,0.012099623680114746
498,footboard,0.1227283775806427,0.0067941546440124,0.015951931476593018
499,knitted,0.2484043538570404,0.0317394137382507,0.02105051279067993
500,toilet,0.1684756875038147,0.0132560133934021,0.01127547025680542
501,spiralled,0.133501648902893,-0.0015013217926025,0.009788930416107178
502,bubbly,0.0648368224501609,0.0004375576972961,0.007637977600097656
503,freckled,0.067048855125904,0.001805305480957,0.008540213108062744
504,drawer,0.0792072042822837,0.0050276517868041,0.014123618602752686
505,bicycle,0.1331871747970581,0.0108749866485595,0.015352964401245117
506,office,0.1524253487586975,0.0229482650756835,0.0170326828956604
507,head,0.0857029259204864,0.0055230259895324,0.00959247350692749
508,sink,0.2073549330234527,0.0247963070869445,0.0264168381690979
509,dog,0.0580895207822322,-0.0028160810470581,-0.0008023977279663086
510,car,0.1692806631326675,0.0206829905509948,0.01434558629989624
511,red color,0.3284916579723358,0.0729901790618896,0.024790525436401367
512,potholed,0.0881786122918129,0.0040614604949951,0.01040726900100708
513,office,0.1775020509958267,0.0282521247863769,0.020575881004333496
514,"geodesic dome, outdoor",0.068942867219448,0.0001585483551025,0.0048847198486328125
515,pool table,0.0793980807065963,-0.0051250457763671,0.010512053966522217
516,bookstore,0.3182158470153808,0.0513408184051513,0.02947068214416504
517,cat,0.0958746224641799,-0.0044518709182739,0.005693197250366211
518,leg,0.1533235758543014,0.001826524734497,0.01390010118484497
519,pool table,0.1648677587509155,-0.005638837814331,0.011124193668365479
520,dog,0.031412586569786,0.0014126300811767,0.007874667644500732
521,spiralled,0.0703552886843681,0.0023741126060485,0.014804601669311523
522,scaly,0.3085166811943054,0.0471724271774292,0.042339980602264404
523,pool table,0.0910933092236518,0.0003688335418701,-0.001337885856628418
524,dog,0.0249533876776695,0.0001382231712341,0.009883403778076172
525,knitted,0.3545864224433899,0.0507058501243591,0.027883827686309814
526,skin,0.0860117822885513,-0.0005861520767211,0.014567911624908447
527,pool table,0.0784664154052734,0.0016756057739257,0.00024110078811645508
528,body,-0.0357639528810977,0.0016208887100219,0.00543522834777832
529,scaly,0.3846596777439117,0.0623815059661865,0.06360471248626709
530,dog,0.1777288913726806,0.0078997611999511,0.03611177206039429
531,landing deck,0.0445914193987846,0.0019169449806213,0.010360360145568848
532,dog,0.1054121404886245,0.0117843747138977,0.034602999687194824
533,freckled,0.0525240786373615,0.000940203666687,0.0040438175201416016
534,bubbly,0.1186478361487388,0.0123209357261657,0.008512735366821289
535,bus,0.147406056523323,0.0046901106834411,0.012464463710784912
536,head,-0.0384998545050621,0.0018613338470458,-0.003775954246520996
537,sheep,0.2180248200893402,0.0116273760795593,0.024972617626190186
538,alley,0.1519680619239807,0.0139517784118652,0.010427594184875488
539,dog,0.0648151636123657,0.0058546066284179,0.01861625909805298
540,motorbike,0.1253269165754318,0.0068731307983398,0.007700562477111816
541,cow,0.1084604412317276,-0.0005956888198852,0.007134795188903809
542,screen,0.1197419986128807,0.0037066340446472,0.004918396472930908
543,"casino, indoor",0.1135384142398834,0.00054532289505,0.008113980293273926
544,knitted,0.1574388444423675,0.01890629529953,0.025656044483184814
545,bathtub,0.1275383234024047,0.0109546780586242,0.009175539016723633
546,lighthouse,0.0781960487365722,0.0017139911651611,0.006300806999206543
547,shop window,0.2719687819480896,0.0428985357284545,0.01784592866897583
548,barbershop,0.2118978947401046,0.0338181257247924,0.008090317249298096
549,lined,0.1248852908611297,0.0182996392250061,0.0186806321144104
550,castle,0.0889869928359985,0.0061911940574646,0.020555973052978516
551,dog,0.1936041861772537,0.0037106871604919,0.010704338550567627
552,food,0.3395226597785949,0.0620630383491516,0.03661590814590454
553,bed,0.079702116549015,0.0009596943855285,0.009507417678833008
554,honeycombed,0.2429747432470321,0.0536418557167053,0.033775508403778076
555,striped,0.0702744573354721,0.0032293796539306,0.017187654972076416
556,bakeryhop,0.2108097672462463,0.041331946849823,0.0338587760925293
557,creek,0.1152028739452362,0.0080739855766296,0.021610558032989502
558,bridge,0.1711098849773407,0.0073382258415222,0.023291587829589844
559,sea,0.2607110142707824,0.0387578606605529,0.02410900592803955
560,butchers shop,0.0998003035783767,0.0057384371757507,0.013809442520141602
561,house,0.1013066545128822,0.0096319317817687,0.018584489822387695
562,mountain snowy,0.2912312746047973,0.0287386775016784,0.022918105125427246
563,ceiling,0.0874710753560066,0.0027860403060913,0.003064870834350586
564,marbled,-0.0811398774385452,0.0059453845024108,0.037014901638031006
565,horse,0.0839614495635032,0.0040063858032226,0.013776183128356934
566,curtain,0.0804410502314567,0.0017368197441101,0.0013838410377502441
567,screen,0.0761312469840049,0.0006148815155029,0.016229987144470215
568,car,0.0148600088432431,3.3974647521972656e-06,0.0005682706832885742
569,"planetarium, outdoor",0.1880635619163513,0.0043705105781555,0.013022005558013916
570,mountain snowy,0.3271045386791229,0.044241726398468,0.020505189895629883
571,freckled,0.1712397634983062,0.0117084980010986,0.005585789680480957
572,floor,0.0693398416042327,0.0032057166099548,0.006915450096130371
573,skyscraper,0.0755055025219917,0.0014843344688415,0.0013068914413452148
574,fibrous,0.1110448837280273,0.0025907754898071,0.017374396324157715
575,smeared,0.0211811922490596,-0.0003358125686645,0.002727985382080078
576,water,0.223034381866455,0.0317887067794799,0.027520477771759033
577,horse,0.1623946279287338,-0.0033351182937622,0.008491039276123047
578,cat,0.0567370392382144,0.0032394528388977,0.01808011531829834
579,bathroom,0.1515099704265594,0.0174765586853027,0.01672881841659546
580,fibrous,0.1160019934177398,0.0103101134300231,0.013998210430145264
581,cow,0.1066528931260109,0.0112314224243164,0.0429379940032959
582,banded,-0.1056478917598724,0.0021902918815612,-0.0036324262619018555
583,wheel,0.0055120973847806,1.4007091522216795e-05,0.0076048970222473145
584,ball pit,0.064191073179245,-0.0051453113555908,0.011129379272460938
585,toilet,0.066373087465763,0.003036081790924,0.005241215229034424
586,grid,0.172322005033493,0.0101546645164489,0.024999022483825684
587,pot,0.1806943565607071,0.005818486213684,0.029465198516845703
588,carrousel,0.2266628742218017,0.0127143859863281,0.016451001167297363
589,"movie theater, indoor",0.1772179901599884,0.0298249721527099,0.01784646511077881
590,toilet,0.156155526638031,0.0044850707054138,0.008264482021331787
591,shop window,0.2795754671096802,0.0702059864997863,0.025226473808288574
592,skyscraper,0.1332108378410339,0.0129973292350769,0.021317899227142334
593,dolmen,0.0564265064895153,0.000830590724945,0.032424211502075195
594,laundromat,0.0419648513197898,-0.0002375841140747,0.0026640892028808594
595,hair,0.2276333123445511,0.0171328783035278,0.037361860275268555
596,bubbly,0.1709652245044708,0.0041670799255371,0.0007769465446472168
597,interlaced,-0.0403502471745014,-0.0005156993865966,0.0013763904571533203
598,building,0.2948295772075653,0.0553668141365051,0.02723485231399536
599,bus,0.2769370377063751,0.0296295285224914,0.04321634769439697
600,bus,0.336401879787445,0.0176726579666137,0.02345067262649536
601,lamp,0.2305803149938583,0.0217032432556152,0.054211199283599854
602,freckled,0.0283908173441886,0.0009145140647888,0.011515974998474121
603,zigzagged,0.112203873693943,0.0028513669967651,0.005194306373596191
604,castle,0.0725337117910385,0.0013841390609741,0.019219398498535156
605,stratified,0.0052106720395386,-0.0002250671386718,0.005125701427459717
606,cat,0.0674948766827583,0.0021207332611083,0.0027711987495422363
607,drawer,0.2439291477203369,0.0260536074638366,0.018282651901245117
608,"forest, needleleaf",0.0034142956137657,-0.0005319118499755,0.0032105445861816406
609,bookstore,0.1775820255279541,0.0036902427673339,0.010180473327636719
610,striped,0.0442946851253509,-0.0063520669937133,0.014819085597991943
611,bird,0.2038210332393646,0.0376840233802795,0.04949355125427246
612,plant,0.0562435016036033,0.0019834041595458,0.012816309928894043
613,shoe shop,0.0832701846957206,-0.0003234148025512,0.006228387355804443
614,carpet,0.1601462215185165,0.0064624547958374,0.007037460803985596
615,road,0.1828089207410812,0.0233739614486694,0.013953924179077148
616,arm,0.0703600943088531,0.0047796368598937,0.02147078514099121
617,veined,0.4236157238483429,0.0965116024017334,0.022673964500427246
618,dotted,0.1165548786520958,0.0047115087509155,0.00750577449798584
619,body,-0.0270167458802461,0.0005826354026794,0.0009064674377441406
620,body,-0.0337563529610633,0.0004131197929382,0.0019497871398925781
621,pool table,0.061318539083004,-0.0005429983139038,0.002183973789215088
622,muzzle,0.109458327293396,0.0072909593582153,0.01499265432357788
623,snow,0.4751112759113312,0.0801401734352111,0.04454714059829712
624,chequered,0.1383344978094101,0.0122358798980712,0.0010547637939453125
625,boat,0.1422760784626007,0.0035447478294372,0.006685316562652588
626,spiralled,0.1932977139949798,0.0101972222328186,0.02651149034500122
627,cow,0.1341381818056106,0.0064916014671325,0.02209913730621338
628,pane,-0.0186066403985023,-0.0008759498596191,0.001491248607635498
629,shoe shop,0.0971928909420967,0.000885009765625,0.004899263381958008
630,closet,0.0857186838984489,0.0018702149391174,0.014138877391815186
631,sink,0.0918206572532653,0.0020405054092407,0.003847777843475342
632,honeycombed,0.2195107340812683,0.0625336766242981,0.03470546007156372
633,lacelike,0.1243637651205062,0.0118094086647033,0.026023566722869873
634,sea,0.2804852724075317,0.0635693073272705,0.03559601306915283
635,bird,0.3175426721572876,0.0134768486022949,0.03226572275161743
636,motorbike,0.1119757443666458,0.0079726576805114,0.009295403957366943
637,cow,0.0639730915427208,-0.0006461143493652,0.00632166862487793
638,sprinkled,0.1965647786855697,0.0439174771308898,0.010124027729034424
639,playground,0.1834972202777862,0.0074983239173889,0.015446722507476807
640,alley,0.1529410183429718,0.0147819519042968,0.03218269348144531
641,bed,0.1715987473726272,0.0116295218467712,0.01687401533126831
642,toilet,0.1789790242910385,0.0194082856178283,0.016922354698181152
643,chair,0.1768968850374221,0.0203713178634643,0.016965210437774658
644,flecked,-0.0386774390935897,0.0006714463233947,0.0020519495010375977
645,plate,0.1058324500918388,0.0026535987854003,0.004964888095855713
646,pot,0.0450011640787124,-0.0011137723922729,0.07942527532577515
647,horse,0.0993424728512764,0.00187748670578,0.013803362846374512
648,dog,0.3657472431659698,0.092879831790924,0.0998106598854065
649,"jacuzzi, indoor",0.0158885158598423,-0.0012127161026,-0.0006542205810546875
650,water tower,0.1850651502609253,0.0053516030311584,0.003823995590209961
651,waffled,0.0571858920156955,-0.0004825592041015,0.009373188018798828
652,cat,0.095733918249607,0.0047566294670104,0.012411534786224365
653,bus,0.1837559789419174,0.0117233991622924,0.026566505432128906
654,screen,0.1257973611354828,0.0056527853012084,0.010461509227752686
655,knitted,0.2531352043151855,0.0257642865180969,0.01254051923751831
656,fence,0.1566188931465149,0.0197123885154724,0.022338807582855225
657,bus,0.1678194999694824,0.0068392157554626,0.02194732427597046
658,food,0.1995192021131515,0.0307243466377258,0.02286916971206665
659,crosshatched,0.0233594626188278,5.793571472167969e-05,-0.0004309415817260742
660,airplane,0.0441733784973621,0.0013049244880676,0.003139197826385498
661,leg,0.0916630253195762,0.0092806816101074,0.021129310131072998
662,shoe shop,0.2329848259687423,0.0054770708084106,0.006669402122497559
663,boat,0.1977799385786056,0.014387309551239,0.03185439109802246
664,bed,0.3079115152359009,0.0356325507164001,0.017033696174621582
665,lighthouse,0.0798069164156913,-0.002078890800476,0.012876331806182861
666,highway,0.1092814579606056,0.0060305595397949,0.006362318992614746
667,crosshatched,0.1487527638673782,0.0245086550712585,-0.003426074981689453
668,sea,0.2213679105043411,0.0210504531860351,0.022356092929840088
669,train,0.0571925863623619,-0.0009528398513793,0.0067321062088012695
670,motorbike,0.1087780073285102,-0.0002158880233764,0.00845646858215332
671,dog,-0.0017865473637357,-1.3947486877441406e-05,0.005841851234436035
672,"greenhouse, indoor",0.1565542519092559,0.0315507054328918,0.03211575746536255
673,red color,0.1279811710119247,0.0071409344673156,0.014779210090637207
674,potholed,0.0271072685718536,-0.0002011060714721,0.009780347347259521
675,toilet,0.1269325762987136,0.0116263031959533,0.018179893493652344
676,bakeryhop,0.1566703766584396,0.0100180506706237,0.01739281415939331
677,crosshatched,0.140999287366867,-0.0033106803894042,0.00923377275466919
678,cat,0.114881731569767,0.0093151330947875,0.02830982208251953
679,staircase,0.1309184432029724,0.0090817213058471,0.01095813512802124
680,potholed,0.0609149113297462,0.0012522935867309,0.007804512977600098
681,bathtub,0.3006736934185028,0.0852337479591369,0.02843993902206421
682,bottle,0.2767463326454162,0.0678301453590393,0.03401559591293335
683,bus,0.1186447739601135,0.006093680858612,0.02461564540863037
684,spiralled,0.1186794713139534,0.0049865841865539,0.03472810983657837
685,bus,0.1219691336154937,0.0069817900657653,0.02194344997406006
686,home theater,0.3183279037475586,0.0701732635498046,0.05089050531387329
687,boat,0.3592064380645752,0.0760866999626159,0.04849499464035034
688,train,0.205488696694374,0.019121766090393,0.02286398410797119
689,"car interior, backseat",0.1246557384729385,0.0044338107109069,0.014921307563781738
690,screen,0.3133153319358825,0.05478435754776,0.037619948387145996
691,braided,0.0451924130320549,0.0025646686553955,0.009517431259155273
692,gauzy,0.0982909053564071,0.0114601850509643,0.010861456394195557
693,pool table,0.0947121828794479,0.0020674467086791,0.012242555618286133
694,bakeryhop,0.0948148816823959,0.0064783692359924,0.01567244529724121
695,catwalk,0.0609128773212432,0.0032445788383483,0.012570559978485107
696,bed,0.0876930952072143,0.00098717212677,-0.0007228851318359375
697,food,0.163522869348526,0.0177102088928222,0.024950683116912842
698,bakeryhop,0.0733737796545028,0.0005441904067993,0.011816024780273438
699,metal,0.0161663349717855,0.0004863739013671,0.0058997273445129395
700,cat,0.1291934251785278,0.007115364074707,0.03234606981277466
701,flecked,0.160485565662384,0.0202599763870239,0.008840024471282959
702,road,0.0307028666138649,0.0014688372611999,0.04168665409088135
703,motorbike,0.1447361558675766,0.0122485160827636,0.012910723686218262
704,laundromat,0.0238532591611146,-0.0041782855987548,-0.00021636486053466797
705,bakeryhop,0.1606505960226059,0.0242072343826293,0.020337820053100586
706,car,0.2955723404884338,0.0375133752822876,0.01611381769180298
707,honeycombed,-0.0120376963168382,0.0010692477226257,0.00036132335662841797
708,dog,0.224509596824646,0.0060030817985534,0.03233844041824341
709,staircase,0.0559107922017574,-0.0001897811889648,-0.0003707408905029297
710,studded,0.0767514109611511,0.0016128420829772,0.004301011562347412
711,water,0.1389963179826736,0.0187302827835083,0.02067708969116211
712,car,0.4273457825183868,0.1028017997741699,0.0303879976272583
713,spiralled,0.0483683794736862,0.0004425644874572,0.0038207173347473145
714,person,0.0520032718777656,0.0017387270927429,0.002881944179534912
715,waffled,0.0445698648691177,-8.106231689453125e-06,0.008453786373138428
716,gauzy,0.0925051271915435,0.0070073008537292,0.016672790050506592
717,bird,0.228947564959526,0.0040778517723083,0.02100461721420288
718,water tower,0.1406594365835189,0.0019754171371459,0.0046533942222595215
719,grooved,0.1857367306947708,0.0289375185966491,0.013753890991210938
720,stove,0.1917102634906768,0.0213426947593688,0.012693405151367188
721,back pillow,0.0358793400228023,-0.0018918514251708,0.007359981536865234
722,veined,0.1509649455547332,0.0112230777740478,0.010672450065612793
723,knitted,0.4218636453151703,0.0973782539367675,0.044520020484924316
724,matted,0.0544871538877487,0.0033638477325439,0.019325613975524902
725,"poolroom, home",0.138861671090126,-0.0184756517410278,0.00033533573150634766
726,bottle,0.1380127519369125,0.0111785531044006,0.010616421699523926
727,spiralled,0.10762470215559,-0.007582664489746,0.010816752910614014
728,cat,0.1748062372207641,0.0237241983413696,0.028274834156036377
729,sky,0.0800509676337242,0.0030511021614074,0.004810452461242676
730,bed,0.1558450609445572,0.0203112959861755,0.014861524105072021
731,dog,0.1067179888486862,0.006132960319519,0.01662302017211914
732,cat,0.0278675127774477,-0.0026736259460449,0.01951497793197632
733,bus,0.1528448015451431,0.0097890496253967,0.021165788173675537
734,dog,0.1339339166879654,-0.0076411962509155,0.027315139770507812
735,shoe shop,0.1197334602475166,0.0028021931648254,0.0038132071495056152
736,dog,0.0324733257293701,0.0001269578933715,0.006878852844238281
737,bed,0.0569757930934429,-0.0005723237991333,0.005035102367401123
738,person,0.028959596529603,0.0031391382217407,0.0023049116134643555
739,butchers shop,0.0828947126865387,-0.0043381452560424,0.011960744857788086
740,crystalline,0.0657711699604988,0.0017252564430236,0.010952889919281006
741,track,0.0197783969342708,-2.3365020751953125e-05,0.0026213526725769043
742,horse,0.0957707837224006,0.0020765662193298,0.003968596458435059
743,dog,0.1652339398860931,-0.000815987586975,-0.007614850997924805
744,castle,0.0936165079474449,0.0103452205657958,0.006196796894073486
745,curtain,0.1108816787600517,-0.0055530071258544,0.010585188865661621
746,laundromat,0.002138779964298,-0.002090573310852,0.0011022686958312988
747,horse,0.122902862727642,0.004157543182373,0.044987261295318604
748,lacelike,0.030928336083889,9.077787399291992e-05,0.0016602873802185059
749,dog,0.0648617893457412,0.0007089376449584,-0.001259922981262207
750,metal,0.063142292201519,-0.0007058382034301,0.0034165382385253906
751,water,0.1909149587154388,0.0194945335388183,0.03317368030548096
752,motorbike,0.1131907999515533,0.0157638788223266,0.01794612407684326
753,top,0.0698374733328819,0.0018543601036071,-0.0003910064697265625
754,cat,0.069364532828331,0.0030357241630554,0.002709627151489258
755,dog,0.1149709746241569,0.0136120915412902,0.02184230089187622
756,jail cell,0.1098672300577163,0.0054833889007568,0.019492805004119873
757,"casino, indoor",0.142557680606842,0.0015962123870849,0.007756471633911133
758,freckled,0.1078541129827499,0.0068933963775634,0.03451615571975708
759,hair,0.0933152809739112,0.00825035572052,0.009098529815673828
760,food,0.2517193853855133,0.0375561118125915,0.021198809146881104
761,striped,0.1763499230146408,0.0047002434730529,0.017716705799102783
762,porous,0.0138341030105948,-0.0002118349075317,0.015239119529724121
763,truck,0.2829164862632751,0.0189951062202453,0.028018653392791748
764,cow,0.0325247906148433,-0.0003588199615478,0.008267462253570557
765,dog,0.0771441757678985,-0.0007766485214233,0.018535137176513672
766,"greenhouse, outdoor",0.0850994139909744,0.0035470128059387,0.008803784847259521
767,train,0.0663715228438377,0.002005398273468,0.015218377113342285
768,braided,0.060184821486473,0.0018178820610046,0.0018036961555480957
769,striped,0.1059007197618484,-0.0005244016647338,0.019882678985595703
770,coach,-0.0521163828670978,0.0007176995277404,0.00708162784576416
771,pleated,0.0807425007224083,0.0028300285339355,0.012386083602905273
772,airplane,0.1630891263484954,0.0088379383087158,0.008589863777160645
773,kitchen,0.0090298410505056,-0.0016970634460449,-0.004086494445800781
774,perforated,0.1406970471143722,0.009847342967987,0.010804831981658936
775,coach,0.0128989117220044,0.0001415610313415,0.00447767972946167
776,dog,0.1449649482965469,0.001670479774475,0.03923916816711426
777,body,0.0673541948199272,0.0013542771339416,0.001512289047241211
778,body,0.0339884981513023,-0.0006273984909057,-0.0030339956283569336
779,chequered,0.0044672805815935,0.0009048581123352,-0.00038826465606689453
780,ball pit,0.094071127474308,0.0053610801696777,0.0076184868812561035
781,art gallery,0.0589390844106674,0.0016640424728393,-0.0025191307067871094
782,person,0.0157923884689807,0.0007468461990356,0.008439779281616211
783,"gymnasium, indoor",0.0453759767115116,0.0018779039382934,0.0034412145614624023
784,studded,0.0991537421941757,0.0028868913650512,0.0020408034324645996
785,bus,0.1209045723080635,0.0087835788726806,0.01846557855606079
786,waffled,0.1599635034799575,0.0081278681755065,0.015992820262908936
787,savanna,0.3437209129333496,0.0352396368980407,0.0340886116027832
788,dog,0.0859009101986885,0.0005314350128173,0.0007840394973754883
789,bed,0.1232591420412063,0.004820704460144,0.005255997180938721
790,dolmen,0.040300041437149,0.0026674270629882,0.017626643180847168
791,dotted,0.120980866253376,0.0068280696868896,0.015159130096435547
792,leg,-0.0002357487683184,-0.0002274513244628,0.020434021949768066
793,shoe shop,0.0815892145037651,0.0016207098960876,0.005382835865020752
794,paisley,0.0440124571323394,-0.0001773834228515,0.001880049705505371
795,chequered,0.0523449555039405,-0.0008482933044433,0.0056740641593933105
796,dining room,0.2050236016511917,0.0395138263702392,0.023690223693847656
797,body,-0.0361772365868091,0.0005685091018676,0.008478283882141113
798,honeycombed,0.0344333574175834,3.039836883544922e-06,0.020945370197296143
799,footboard,0.1747601777315139,0.0188481211662292,0.010056912899017334
800,laundromat,0.0367725826799869,-0.0012836456298828,0.003443777561187744
801,body,-0.0186367966234684,0.0011360645294189,0.013800501823425293
802,car,0.095856212079525,0.0111339092254638,0.01812046766281128
803,bus,0.1861231327056884,0.009127140045166,0.013467133045196533
804,dotted,0.049543272703886,0.00151789188385,0.012784957885742188
805,bicycle,0.0795358568429946,0.0004464983940124,0.01988905668258667
806,"cathedral, indoor",0.2376977801322937,0.0194935202598571,0.02681666612625122
807,leg,0.0792005285620689,0.0021939873695373,0.006388187408447266
808,scaly,0.2415031343698501,0.0216099023818969,0.028954267501831055
809,motorbike,0.1121069490909576,0.011336863040924,0.010204911231994629
810,cat,0.0927027091383934,0.0041527152061462,-0.005791187286376953
811,grooved,0.0868912488222122,0.0032033324241638,0.004884958267211914
812,fibrous,0.0466390252113342,0.0002444386482238,0.01939094066619873
813,chair,0.1130507662892341,0.0133448839187622,0.021002531051635742
814,bus,0.0674552172422409,0.00192391872406,0.005566000938415527
815,dog,0.0631505697965622,0.0022404193878173,0.0011639595031738281
816,plant,0.332141250371933,0.0621147751808166,0.020569026470184326
817,cat,0.3725335299968719,0.0795881152153015,0.04545700550079346
818,dotted,0.1560454368591308,0.0193067193031311,0.022960007190704346
819,sheep,0.1080934703350067,0.0064855813980102,0.021403789520263672
820,hallway,0.1888868361711502,0.0229859948158264,0.00888204574584961
821,food,0.2072310298681259,0.0294002890586853,0.021673977375030518
822,dog,0.1983015090227127,0.035368800163269,0.039080023765563965
823,dog,0.0522447787225246,-0.004815936088562,-0.0066640377044677734
824,bus,0.0384677909314632,0.0004175901412963,0.015508294105529785
825,"bow window, outdoor",0.0809547826647758,0.00748872756958,0.0064896345138549805
826,lid,0.0053897257894277,5.251169204711914e-05,0.005116283893585205
827,bird,0.2335311025381088,0.0186131596565246,0.0300789475440979
828,nursery,0.2993795275688171,0.0455741882324218,0.02713710069656372
829,bubbly,0.1326782405376434,0.0139591693878173,0.029328763484954834
830,bookstore,0.1406750082969665,0.0137363076210021,0.01916325092315674
831,campsite,0.1273957341909408,0.007398784160614,0.033014774322509766
832,sheep,0.0914762765169143,0.0015904307365417,-0.0003407001495361328
833,train,0.0760413035750389,-0.0011812448501586,0.001941084861755371
834,frilly,0.1801727265119552,0.0400301218032836,0.028982460498809814
835,dog,0.1289201974868774,0.0123428702354431,0.039434731006622314
836,amusement park,0.0623935498297214,0.0021511316299438,0.01569342613220215
837,sink,0.1156871169805526,0.0058820247650146,0.014008283615112305
838,bicycle,0.125912144780159,0.0039306879043579,0.018214941024780273
