unit,description,sim correlation
242,blue color,0.22647668421268463
243,chequered,0.01294756680727005
244,swirly,-0.01876528188586235
245,white color,0.1445733606815338
246,perforated,-0.041764162480831146
247,chequered,0.03480815514922142
248,grid,0.055351607501506805
249,"polka, dotted",0.016205579042434692
250,zigzagged,-0.09114502370357513
251,veined,0.17115487158298492
252,perforated,-0.012457132339477539
253,red color,0.2562279999256134
254,zigzagged,0.041543200612068176
255,perforated,-0.005668861325830221
