unit,description,sim correlation
0,purple color,0.1865047663450241
1,purple color,0.1737608164548874
2,perforated,0.0759401023387909
3,chequered,0.03189830854535103
4,"polka, dotted",0.013881952501833439
5,blue color,0.1441575437784195
6,swirly,0.07916493713855743
7,striped,0.010791434906423092
8,grass,0.21756882965564728
9,perforated,-0.04442648962140083
10,banded,-0.036489591002464294
11,striped,-0.04803071543574333
12,cobwebbed,0.047811899334192276
13,black color,0.11112092435359955
14,zigzagged,-0.08367779850959778
15,grid,0.06295451521873474
16,studded,-0.036370448768138885
17,lacelike,0.06411483883857727
18,grid,0.1159423217177391
19,red color,0.10320696234703064
20,zigzagged,-0.02750738151371479
21,perforated,0.050543416291475296
22,grid,0.06559057533740997
23,dotted,-0.005139952525496483
24,zigzagged,0.015610874630510807
25,studded,0.025941288098692894
26,swirly,0.0806516483426094
27,studded,0.028650399297475815
28,ball pit,0.045194026082754135
29,striped,0.05251327529549599
30,ball pit,0.03226485103368759
31,lacelike,-0.023682815954089165
32,striped,0.03823431581258774
33,striped,-0.025673167780041695
34,zigzagged,-0.08853232115507126
35,zigzagged,-0.07678286731243134
36,chequered,-0.07657411694526672
37,chequered,0.02422346919775009
38,veined,0.07314805686473846
39,blue color,0.10350243002176285
40,perforated,0.0823177844285965
41,lined,0.031436190009117126
42,black color,0.07697375118732452
43,chequered,0.0303318053483963
44,waffled,0.01823316141963005
45,studded,0.047595176845788956
46,waffled,0.001188383437693119
47,perforated,-0.04143323004245758
48,black color,0.00010736905824160203
49,zigzagged,-0.09027279168367386
50,swirly,-0.08459418267011642
51,perforated,-0.05535626411437988
52,"polka, dotted",0.012186520732939243
53,meshed,-0.05056311562657356
54,blue color,0.20575062930583954
55,lacelike,0.04543130099773407
56,striped,0.03889787197113037
57,zigzagged,0.055387504398822784
58,banded,-0.017946870997548103
59,swirly,0.06476645916700363
60,orange color,0.27198123931884766
61,crosshatched,0.08056101202964783
62,lacelike,-0.020495226606726646
63,banded,-0.15206843614578247
64,lined,0.0941530168056488
65,blue color,0.20641764998435974
66,chequered,0.010425219312310219
67,crosshatched,0.06302545964717865
68,white color,0.1344287097454071
69,banded,-0.08542803674936295
70,sky,0.16631253063678741
71,meshed,-0.03277227655053139
72,perforated,0.00034762819996103644
73,veined,0.19293226301670074
74,chequered,0.005911279935389757
75,lacelike,0.060979995876550674
76,swirly,0.0883130431175232
77,white color,0.05562372878193855
78,perforated,0.030597254633903503
79,chequered,0.028441354632377625
80,lined,0.038101907819509506
81,striped,0.008646151050925255
82,zigzagged,-0.0487520694732666
83,eye,0.006140327081084251
84,perforated,0.060354966670274734
85,swirly,-0.023133736103773117
86,zigzagged,-0.058277677744627
87,perforated,0.04394984617829323
88,white color,0.14713533222675323
89,perforated,-0.0311549361795187
90,veined,0.0598069503903389
91,black color,0.11796543002128601
92,orange color,0.15746751427650452
93,chequered,-0.045102931559085846
94,grid,0.12735801935195923
95,zigzagged,0.05410372093319893
96,red color,0.20456331968307495
97,chequered,-0.13337339460849762
98,swirly,0.04102108255028725
99,lined,0.09476076066493988
100,chequered,-0.016067303717136383
101,studded,0.023322051391005516
102,zigzagged,-0.06381679326295853
103,striped,0.0284184031188488
104,lacelike,-0.12493541091680527
105,black color,0.13046956062316895
106,black color,0.07200092077255249
107,grid,0.08900073170661926
108,mountain snowy,0.0168862696737051
109,zigzagged,-0.05774275213479996
110,pink color,0.2159896343946457
111,chequered,-0.09720688313245773
112,blue color,0.158822163939476
113,banded,-0.08537479490041733
114,chequered,-0.05764729902148247
115,grid,0.1406051069498062
116,chequered,-0.041769158095121384
117,cobwebbed,0.048289816826581955
118,zigzagged,0.06745637208223343
119,chequered,0.048511654138565063
120,body,0.08962608128786087
121,white color,0.0934082567691803
122,chequered,-0.000542615947779268
123,zigzagged,-0.023448502644896507
124,lined,-0.01260961964726448
125,lined,0.05615177005529404
126,perforated,0.04312082752585411
127,zigzagged,-0.0290345661342144
128,cobwebbed,0.07449965178966522
129,meshed,-0.03993368148803711
130,swirly,0.01936626061797142
131,banded,-0.009173315018415451
132,zigzagged,0.07261306047439575
133,perforated,8.740918565308675e-05
134,perforated,0.04145723581314087
135,lined,0.039166662842035294
136,woven,0.041183579713106155
137,white color,-0.09441658109426498
138,chequered,-0.007365220692008734
139,perforated,0.024361103773117065
140,grid,0.06146889925003052
141,zigzagged,-0.02379288524389267
142,striped,0.030748799443244934
143,swirly,0.027967210859060287
144,shade,0.009758460335433483
145,banded,-0.07171546667814255
146,grid,0.06430735439062119
147,chequered,-0.07258904725313187
148,grid,0.055822230875492096
149,perforated,0.030719712376594543
150,red color,0.15704011917114258
151,perforated,-0.012845505960285664
152,perforated,0.02228109911084175
153,zigzagged,0.07736706733703613
154,zigzagged,0.017885832116007805
155,perforated,0.02344914898276329
156,black color,0.1331348419189453
157,"polka, dotted",0.030579790472984314
158,banded,-0.13397544622421265
159,orange color,0.19601212441921234
160,striped,0.016825813800096512
161,zigzagged,0.08774853497743607
162,banded,-0.0829823836684227
163,perforated,-0.011853662319481373
164,chequered,-0.039314158260822296
165,white color,0.08470693230628967
166,chequered,0.04293530434370041
167,banded,-0.06548552215099335
168,lined,0.058201368898153305
169,zigzagged,-0.052470698952674866
170,swirly,0.07451639324426651
171,crosshatched,0.040064986795186996
172,zigzagged,0.018936220556497574
173,"polka, dotted",0.04202873259782791
174,chequered,0.009188869036734104
175,striped,0.04340978339314461
176,chequered,0.00782743375748396
177,ball pit,0.05735815688967705
178,zigzagged,0.0472736731171608
179,chequered,-0.06420975923538208
180,striped,-0.030220918357372284
181,swirly,0.049093037843704224
182,chequered,-0.08956930041313171
183,chequered,-0.04852191358804703
184,bubbly,-0.02033848874270916
185,zigzagged,0.07522675395011902
186,red color,0.16195029020309448
187,grid,0.013006932102143764
188,studded,0.004208904691040516
189,purple color,0.11150669306516647
190,banded,-0.06434604525566101
191,black color,0.14316865801811218
192,red color,0.31119105219841003
193,striped,-0.05853154510259628
194,swirly,0.015601959079504013
195,perforated,0.014863861724734306
196,white color,0.1467248946428299
197,chequered,0.11424026638269424
198,zigzagged,-0.019564740359783173
199,perforated,-0.02546009048819542
200,chequered,-0.011285812593996525
201,striped,0.022352753207087517
202,grid,0.08314903825521469
203,perforated,-0.0069796182215213776
204,perforated,0.03448738902807236
205,meshed,0.003987998701632023
206,perforated,-0.006061139982193708
207,grid,0.13285468518733978
208,zigzagged,-0.04027050733566284
209,lacelike,0.04980115219950676
210,chequered,-0.07498590648174286
211,cobwebbed,0.01156447734683752
212,studded,0.032847434282302856
213,paisley,0.08721984922885895
214,black color,0.13898850977420807
215,striped,-0.04945290461182594
216,chequered,-0.01886097528040409
217,white color,0.0722111240029335
218,banded,-0.02999291568994522
219,striped,-0.028897250071167946
220,yellow color,0.22952617704868317
221,perforated,-0.0015154299326241016
222,perforated,-0.01111102756112814
223,veined,0.11556338518857956
224,perforated,-0.03191222622990608
225,painted,0.0003442103916313499
226,orange color,0.15363280475139618
227,grid,-0.00935633759945631
228,orange color,0.12858761847019196
229,perforated,-0.02483261004090309
230,perforated,0.005045948550105095
231,lacelike,-0.038300029933452606
232,white color,0.11426983773708344
233,zigzagged,-0.06335306167602539
234,perforated,0.01379504892975092
235,painted,-0.019847873598337173
236,chequered,0.001242788159288466
237,red color,0.29308000206947327
238,sprinkled,0.06506699323654175
239,red color,0.24706681072711945
240,paisley,0.036666855216026306
241,striped,0.021114613860845566
