layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,bias,sim correlation
layer4,405,0.252774277782099,2.8597906,forklift,2.2139223,guillotine,1.9207982,typewriter,1.6072059,collie,0.4286671578884125,0.2714405953884125
layer4,406,0.2067590461871662,2.881849,stethoscope,1.9840552,car mirror,1.8379792,unicycle,1.3677939,rhinoceros beetle,0.3507309257984161,0.226112499833107
layer4,407,0.3895203510184538,3.0685701,wolf,2.7296522,Basenji,2.4293213,Scottish Terrier,2.2512796,Schipperke,0.4322930574417114,0.38398662209510803
layer4,408,0.3414077037636517,6.078437,frozen dessert,2.0179381,slug,1.8430629,fowl,1.814923,Curly-coated Retriever,0.3708264529705047,0.32139837741851807
layer4,409,0.4293936435570056,10.004491,shopfront,5.921507,warm-up,5.34686,attire,3.2151744,standing,0.4437878727912903,0.440886527299881
layer4,410,0.5040481971716645,3.157754,military hat (bearskin or shako),1.805387,primate,0.6780871,old world monkey,0.48952428,macaque,0.3418169021606445,0.4637492001056671
layer4,411,0.4208789152819522,5.676389,watering hole,3.8373804,polar bear,3.3330204,seabird,2.2561772,Nile crocodile,0.4817762076854706,0.4011993408203125
layer4,412,0.2563959608974654,3.550143,sherbet,3.5164752,locomotive,3.0079017,bottle cap,2.6576164,Band-Aid,0.4324900209903717,0.2775927484035492
layer4,413,0.4074141243060871,5.0813265,row,4.671923,equipment,4.1483693,dumbbell,3.1758091,forklift,0.4205263555049896,0.3866940140724182
layer4,414,0.4928410926251005,4.1591635,collie,3.7703347,Yorkshire Terrier,3.7321446,Irish Setter,3.0361607,orangutan,0.4228284657001495,0.47178423404693604
layer4,415,0.3402241367906998,3.4165635,brushes,2.3541446,bookcase,2.3102667,library,1.6300579,reading room,0.371252179145813,0.32642993330955505
layer4,416,0.2908734575599929,2.4783974,frog,2.261226,triceratops,2.0925844,Chihuahua,1.6274158,chug,0.357933759689331,0.31675204634666443
layer4,417,0.4740454819601178,4.9484015,branch,3.6798007,chain-link fence,1.5654058,primate,1.0549068,new world monkey,0.4077310860157013,0.437567800283432
layer4,418,0.2758469770746946,1.8527687,turnstile,1.3618565,Italian Greyhound,1.2951708,Vizsla,1.2452123,Rhodesian Ridgeback,0.3502119183540344,0.23110663890838623
layer4,419,0.3866822592401051,6.699363,"polka, dotted",4.9341707,cushion,3.7547352,kitsch,2.2960398,leopard,0.406667411327362,0.33751195669174194
layer4,420,0.4066311652720609,4.168483,feather boa,3.691469,peacock,3.210846,lorikeet,2.183178,indigo bunting,0.4366810023784637,0.398357093334198
layer4,421,0.3695023785068959,3.3615115,trifle,3.1436763,van,2.6773787,cruise,1.3986655,chambered nautilus,0.3069230914115906,0.3623512089252472
layer4,422,0.3719216640548985,2.0670965,cello,1.8639312,jellyfish,1.7329924,guitar,1.5205711,helmet,0.2673980295658111,0.3374290466308594
layer4,423,0.3717754916024778,3.75903,keyboard,2.451423,african grey parrot,2.3924255,typewriter,2.3064318,trilobite,0.4577528238296509,0.4010983407497406
layer4,424,0.2465426600565191,2.950149,parasol,2.1951134,chug,1.9190712,high-speed train,1.8862714,ceiling,0.4319352805614471,0.2723078429698944
layer4,425,0.2748674317412743,4.7663455,corsage,3.458594,wrap,2.4756851,flower,1.2531992,ephyra,0.3752793669700622,0.2671721577644348
layer4,426,0.2799896594749637,3.7907524,lid,3.124849,baby bib,2.4159324,poncho,2.1255898,kid,0.4246467351913452,0.2541157007217407
layer4,427,0.47252980628554,3.0953245,insect,2.4323032,southern black widow,2.2198315,wading bird,1.2292744,arthropod,0.5331743955612183,0.5062682032585144
layer4,428,0.4428526813016979,4.440627,supper,1.6869643,guitar,1.0317434,iguanid,0.9735424,lizard,0.3645519912242889,0.4157935678958893
layer4,429,0.3073835817421774,1.4189513,athletics,1.1875412,Scottish Terrier,1.0366982,passing,0.809047,ball,0.3660250902175903,0.28759512305259705
layer4,430,0.2529426372393132,2.8317173,safety pin,2.548248,rotisserie,2.4227958,abacus,1.811615,trombone,0.4586499631404876,0.2938845157623291
layer4,431,0.5615456862155351,5.755188,swim,5.245406,diving,3.9764915,swimming,3.865699,snorkel,0.7363805174827576,0.552385151386261
layer4,432,0.4822089821160237,4.557149,angiosperm,3.37512,butterfly,3.1327777,cardoon,2.7076545,macrofauna,0.3723816573619842,0.5527823567390442
layer4,433,0.3708953540653324,3.3916047,Yorkshire Terrier,2.8601289,ford model t,2.4752934,Alaskan Malamute,1.70613,black-and-white colobus,0.4035562574863434,0.3548251986503601
layer4,434,0.3552138261968407,2.3383796,lizard,1.9201257,Afghan Hound,1.8836418,shark,1.8240759,amphibian,0.4625222682952881,0.3997345268726349
layer4,435,0.3817844411796173,4.509575,Staffordshire Bull Terrier,4.498584,tabby cat,4.037902,tiger,1.5643488,tiger cat,0.4466317892074585,0.40691110491752625
layer4,436,0.2152424446427197,1.9531311,pail,1.6192875,turnstile,1.5403075,coraciiform bird,1.0152986,Saluki,0.3407752513885498,0.18526902794837952
layer4,437,0.449541953133481,1.4431444,paddle wheel,1.2617115,puppy,1.0844687,canine,0.15476112,pup,0.3043769299983978,0.45517849922180176
layer4,438,0.3971390266615048,3.8396735,crossword,3.383519,manhole cover,2.8715847,keyboard,1.7915812,Norfolk Terrier,0.4289153218269348,0.44347327947616577
layer4,439,0.3209417254812027,3.5065575,academic gown,3.202283,summer squash,2.7065084,coraciiform bird,2.4776044,king penguin,0.3929706513881683,0.3455832898616791
layer4,440,0.3047236231075823,2.002738,slot machine,1.5785323,stereo,1.4939829,wind instrument,1.2707207,iPod,0.3302383720874786,0.31760385632514954
layer4,441,0.4432656821916381,5.5844154,attire,2.2226775,body armor,1.9773455,guard,1.9405074,accompanist,0.3853340744972229,0.41414469480514526
layer4,442,0.2096715574082964,1.1508458,gadget,1.0128032,causal,1.0011094,object,0.9629564,fastener,0.4261399507522583,0.1788877695798874
layer4,443,0.2685740569284651,3.2062073,wood,3.1594346,rug,1.6349622,meatloaf,1.6303114,stained,0.3458994328975677,0.3065823018550873
layer4,444,0.4220886426702843,5.4385457,plastic bag,4.441225,clothes,3.227902,tent,2.9940796,sleeping bag,0.3899984657764435,0.40679776668548584
layer4,445,0.3021863253104598,2.4436045,barber chair,2.2899258,conch,2.171788,bovid,1.8068131,hen of the woods mushroom,0.3795700669288635,0.27999749779701233
layer4,446,0.3129935232180947,2.6419065,soup,1.0642464,cymbal,0.89889157,gong,0.50164324,new world monkey,0.305073618888855,0.29678693413734436
layer4,447,0.3169687729188003,2.5102592,Dalmatian,2.3085709,snow leopard,1.7174288,hyena,1.6855422,rattlesnake,0.3518966734409332,0.3444722294807434
layer4,448,0.3718769676838989,2.5519063,motorcar,2.333331,teapot,1.9613496,piggy bank,1.6509871,jug,0.3122762441635132,0.3593820035457611
layer4,449,0.3846037606523302,2.572745,rabbit,2.5334141,arachnid,1.8214043,hare,1.769954,Scottish Terrier,0.473879873752594,0.3636053502559662
layer4,450,0.4472939318555876,3.592233,brass,2.4087117,altar,2.0156558,Border Terrier,1.5400896,titi monkey,0.337855190038681,0.36491164565086365
layer4,451,0.3391187137670339,6.1095524,porch,3.2074163,furnishing,3.150988,standing,1.8642814,guard,0.5078185200691223,0.34537243843078613
layer4,452,0.3969613754180867,5.007475,dumbbell,2.9894557,bike,2.9741747,brake,2.4839513,wheel,0.345652312040329,0.3492375314235687
layer4,453,0.3459420827751059,3.1465256,typewriter,2.4076445,harp,1.9939022,typewriter keyboard,1.8439798,slide rule,0.375209242105484,0.3563629984855652
layer4,454,0.3481664078692534,2.879317,hockey,2.8792872,van,2.8619652,passing,2.0149786,spitz,0.3610591292381286,0.37739142775535583
layer4,455,0.3301256709702448,2.7839527,cannon,2.4615607,paper towel,1.7774427,Dobermann,1.3809527,pinscher,0.3416634202003479,0.3160906434059143
layer4,456,0.3258096745953568,5.161276,strawberry,3.947026,frozen dessert,1.7956725,popsicle,1.2033659,shepherd dog,0.3835102617740631,0.3092752695083618
layer4,457,0.2261997582455773,2.5137599,radiator,1.6047366,stinkhorn mushroom,1.5543587,meerkat,1.4132279,aquatic mammal,0.417229413986206,0.2747202515602112
layer4,458,0.3719187168429248,3.1464005,barn,2.4081407,Standard Schnauzer,1.9426115,Sealyham Terrier,1.1687065,Scottish Terrier,0.5636206269264221,0.3209058940410614
layer4,459,0.3638554290297607,1.4232703,tourist,1.4146289,attire,0.8699631,parade,0.8565823,tradition,0.231127992272377,0.31564879417419434
layer4,460,0.2756369041177559,3.5872552,knife,1.7853423,plectrum,1.7553499,opener,1.7166194,pinwheel,0.3804994225502014,0.3073226809501648
layer4,461,0.2976312133298325,5.0088754,mask,4.0267377,clothes iron,2.6165035,cassette,1.6568322,guillotine,0.3851788640022278,0.3229983150959015
layer4,462,0.3415921017759482,3.3438578,Irish Water Spaniel,2.7263608,Kerry Blue Terrier,2.6802697,black swan,1.5605582,Airedale Terrier,0.5579052567481995,0.3816986680030823
layer4,463,0.4021179159490397,5.7639503,knitted,4.715636,clothes,4.005275,handkerchief,1.9673941,coral,0.4789110124111175,0.4093318581581116
layer4,464,0.3734608590208443,3.780822,honeycombed,3.5532856,stained,2.8841674,antique,1.788341,ceiling,0.4130413830280304,0.38111570477485657
layer4,465,0.4296418517796075,3.563318,spider web,3.2378244,feline,1.9372245,jaguar,1.9161785,cobwebbed,0.4966587722301483,0.4142100214958191
layer4,466,0.5807171239051018,5.029397,crustacean,3.838136,diving,3.4551208,rock beauty fish,2.7566721,aquarium,0.4803982079029083,0.5991643071174622
layer4,467,0.2929955131221764,6.5205626,jeweller,3.5988264,lace,3.4556575,embellishment,2.3294106,hackwork,0.3699447512626648,0.34271466732025146
layer4,468,0.2606652490108485,1.9321532,Great Pyrenees dog,1.6366284,husky,1.0424078,Alaskan Malamute,0.7588875,Siberian Husky,0.4286031126976013,0.31573617458343506
layer4,469,0.3697163096953582,3.85554,graduation,3.4528298,head,3.0429733,abaya,1.5189807,shark,0.3324449360370636,0.33485308289527893
layer4,470,0.4374587128058663,5.665905,knitted,4.4663906,paper towel,2.6654248,Komondor,2.2651124,mop,0.4054862260818481,0.4500662386417389
layer4,471,0.4934244554964516,6.262404,wood,3.9753294,block plane,3.9123967,antique,2.964235,xylophone,0.3376422226428985,0.48516079783439636
layer4,472,0.4222918204622475,4.4808536,handrail,3.7674937,bridge,1.716545,bridge(scene),0.93037987,baluster / handrail,0.421196848154068,0.39956918358802795
layer4,473,0.4913676696364452,10.509796,grass,5.0284386,leaf beetle,2.5892239,terrier,1.7678291,sporting dog,0.5737108588218689,0.5077138543128967
layer4,474,0.4569353338594822,3.5689266,split-rail fence,3.265601,picket fence,3.1071212,ficlet,2.9902663,picket,0.4593040645122528,0.420408695936203
layer4,475,0.4832661287625224,4.301749,spider,3.6593134,whistle,2.2939358,spaniel,1.0279298,arachnid,0.5185984373092651,0.4465137720108032
layer4,476,0.2739584389945159,1.1546075,tourist,1.1177975,tradition,1.0510073,attire,0.96667737,berth(scene),0.41053107380867,0.2363281548023224
layer4,477,0.4157078384928366,3.193494,gadget,2.415874,stereo,2.22042,desktop,2.0498312,red fox,0.3589048981666565,0.4073207974433899
layer4,478,0.4278855321046521,4.647917,granddaughter,3.2417784,wolf,3.1042497,infancy,1.9197226,accompanist,0.4227417111396789,0.37263762950897217
layer4,479,0.2545086033236776,4.4347653,gadget,2.5478575,hard disk drive,2.312097,junco,2.0359802,soup,0.5092796683311462,0.2854646146297455
layer4,480,0.3787908719015099,6.291277,crane bird,3.2564251,Christmas stocking,2.884293,gander,2.6718605,knitted,0.3939120769500732,0.35651859641075134
layer4,481,0.3066710693416159,1.4452243,greyhound,1.4305323,Rhodesian Ridgeback,0.6956685,old world monkey,0.5482205,langur,0.3077991604804992,0.28829964995384216
layer4,482,0.2593230621228748,1.2667197,go-kart,1.2622744,hourglass,0.73502016,Irish Water Spaniel,0.7169323,old world monkey,0.2455249279737472,0.27504464983940125
layer4,483,0.2350060544435869,2.1363554,sliding door,1.0670893,bridge,1.0317934,tvmonitor,0.84060615,through arch bridge,0.3881952464580536,0.20866987109184265
layer4,484,0.3058776785175265,3.9538953,cowboy boot,3.151365,obelisk,2.891478,trimaran,1.9769505,totem pole,0.523549497127533,0.2642050087451935
layer4,485,0.3877191886668617,4.4964156,burrito,3.9184983,Bluetick Coonhound,2.1810536,wirehair,1.7613105,grey fox,0.4664646685123443,0.349573016166687
layer4,486,0.3622315754307832,3.5348957,locker,3.3847473,reflex camera,1.6975954,locomotive,1.4411619,Norwegian Elkhound,0.3232144713401794,0.3257043957710266
layer4,487,0.272533330148077,3.9847414,motor vehicle,2.5967515,radiator,1.8343384,accordion,1.7810755,typewriter,0.3431888520717621,0.2898287773132324
layer4,488,0.3841123145897514,2.7543554,cheetah,2.5870428,ambulance,2.4134984,starfish,2.259386,Airedale Terrier,0.3546772301197052,0.3979789912700653
layer4,489,0.4283616875930111,5.2770305,window screen,2.5285857,cage,2.5252652,fire screen,1.9684595,chain-link fence,0.406315267086029,0.42051267623901367
layer4,490,0.2447385591001392,3.9653177,carrier,3.249478,starboard,2.3436232,band,1.8326203,jellyfish,0.5496708750724792,0.21716523170471191
layer4,491,0.3576947169102089,4.0099654,corn,3.8925722,soccer ball,2.3817153,cauliflower,2.2709606,accordion,0.3504664599895477,0.3985123336315155
layer4,492,0.2738086311464439,1.6599759,flock,1.5734526,seafood,1.2437304,comestible,0.41435328,canine,0.2544393837451935,0.26357778906822205
layer4,493,0.3816968589163939,3.4723127,barn,2.0754962,furnishing,1.880756,yurt,1.5082695,bird,0.3447936773300171,0.36845165491104126
layer4,494,0.2945888221852903,1.9183385,flatworm,1.5461444,conch,1.4818916,triumphal arch,1.3570226,cartilaginous fish,0.3345901668071747,0.23811917006969452
layer4,495,0.4595146452599478,4.610246,sailing,4.3345184,tent,2.8520553,butterfly,1.4504118,sulphur butterfly,0.4303127825260162,0.4691943824291229
layer4,496,0.3897061609199543,5.2406096,seafood,4.4287205,cook,3.703059,tractor,2.606122,potter's wheel,0.5583924651145935,0.39233896136283875
layer4,497,0.2982911581726993,2.640541,oil filter,2.2711928,thimble,1.8795882,black swan,1.532197,American coot,0.45462566614151,0.2594902813434601
layer4,498,0.3613706586245276,5.013522,briefcase,2.4568884,antique,1.6265334,toaster,1.6201544,piano,0.2880480885505676,0.31732505559921265
layer4,499,0.3937035149294437,5.0306664,yarn,3.9861221,sea,3.5080144,washcloth,2.0402408,snuggle,0.4881178736686706,0.36946913599967957
layer4,500,0.3596089371547871,4.719407,paper towel,2.2918146,toilet,1.9591602,great egret,1.6411537,sulphur-crested cockatoo,0.4346002638339996,0.34797874093055725
layer4,501,0.4525421564145618,7.401147,chain,1.8815432,snakebite,1.375023,elapid,1.2578528,colubrid snake,0.5269010663032532,0.49242663383483887
layer4,502,0.4321004865997916,2.5316477,window screen,2.4042473,invertebrate,0.8972078,dictyopterous insect,0.7694135,hymenopterous insect,0.4768940210342407,0.3920993208885193
layer4,503,0.5665234135637338,6.0113063,band,5.503888,attire,4.396592,guard,3.433823,standing,0.4859162271022796,0.4729806184768677
layer4,504,0.2271222035298865,2.4021902,banana,1.975819,snow leopard,1.5815407,Dalmatian,1.1175114,English Setter,0.4282020032405853,0.23721405863761902
layer4,505,0.3659896616483521,3.163713,breathing device,3.0404284,bike,1.7629485,green mamba,1.6271217,potter's wheel,0.3720075190067291,0.34276771545410156
layer4,506,0.3426797501382188,3.940199,crossword,3.1354969,tiger cat,0.92429465,snake,0.74840236,reptile,0.4199357330799103,0.3432368040084839
layer4,507,0.3159617405917186,9.463658,sunglasses,3.3651273,goggles,2.5691621,Pekingese,2.2746613,car mirror,0.5087791681289673,0.38614413142204285
layer4,508,0.3163949784030113,2.539013,clasp,2.4374068,washbasin,1.8098254,bath,1.283464,Samoyed,0.2842724323272705,0.2848733365535736
layer4,509,0.3230282653356502,4.27143,brake,3.0139909,hard disk drive,2.8506505,Dalmatian,1.5583013,Dandie Dinmont Terrier,0.390677809715271,0.28435850143432617
layer4,510,0.3093566739849522,2.5649266,truck,2.2475934,barber chair,2.2284756,lock,1.7298417,throne,0.3355242908000946,0.36466091871261597
layer4,511,0.2926871595680901,5.637718,strawberry,3.9403574,fiery,3.8636954,Christmas stocking,2.7772315,pomegranate,0.4539183378219604,0.30872029066085815
layer4,512,0.3351276570757592,3.8761106,mud,2.2572508,hog,2.195082,seep,1.4862864,aquatic mammal,0.4516564011573791,0.3032282590866089
layer4,513,0.5201125618839136,4.225915,photocopier,3.777477,electronic device,3.50675,typewriter,2.1988378,iPod,0.4346372187137604,0.4882154166698456
layer4,514,0.4157452192633392,3.5986278,breathing device,3.0251486,helmet,1.7093586,old world monkey,1.7068543,macaque,0.3976935744285583,0.4263685941696167
layer4,515,0.2475113790992556,1.7655779,Miniature Poodle,1.6710676,Bedlington Terrier,0.9528251,mushroom,0.8590151,agaric,0.4615985155105591,0.24455894529819489
layer4,516,0.4041725653437843,5.73132,collection,4.830158,library,4.17398,bookstore,2.1247606,bookcase,0.4861995577812195,0.384915828704834
layer4,517,0.2845578545324601,3.288749,jackfruit,1.9535682,sea anemone,1.7028302,green mamba,1.595314,clownfish,0.4401407837867737,0.358201801776886
layer4,518,0.3658002912830326,4.483683,volleyball,4.337458,basketball,2.8234875,even-toed ungulate,1.8200986,parking meter,0.3725382685661316,0.38183948397636414
layer4,519,0.2940394247372467,4.593932,table tennis,4.093856,soup bowl,3.7269044,pool table,1.4341817,consomme,0.4993528723716736,0.28771913051605225
layer4,520,0.3185241446543831,3.9361515,safe,3.0348234,acorn squash,2.5576785,Shih Tzu,1.9893943,dung beetle,0.4123278558254242,0.359958291053772
layer4,521,0.3763502002375037,2.994879,chameleon,2.2066808,macaw,2.139431,Saharan horned viper,1.8514643,green mamba,0.371935099363327,0.3851322531700134
layer4,522,0.5094093466344825,2.6446533,boa,2.1369648,snakebite,1.4430847,colubrid snake,0.6882365,snake,0.4541511535644531,0.5516942739486694
layer4,523,0.373745122809241,3.1028585,hardware,2.762559,backplate,1.8716044,stereo,1.7654752,armour,0.3406444191932678,0.34132105112075806
layer4,524,0.3128096625366768,4.3789635,Dalmatian,3.0499628,ocarina,2.6452453,Alaskan Malamute,1.9297699,pufferfish,0.4393849074840545,0.32550618052482605
layer4,525,0.4380893785531363,6.8920617,knitted,4.913384,fishnet,3.2333374,pouch,1.8076097,boa,0.4687873721122741,0.42231565713882446
layer4,526,0.3383267306981902,9.04177,finger,7.7372594,handful,4.46496,swimsuit,3.3013983,cruise,0.5249151587486267,0.3724892735481262
layer4,527,0.2450285206228552,2.1853724,truck,2.1157386,hard disk drive,2.0587344,cradle,1.4764014,garbage truck,0.337815523147583,0.2719309329986572
layer4,528,0.3610229290877702,7.1869326,bottle,3.7601788,canister,2.8638115,popsicle,1.9514736,hourglass,0.4022033512592315,0.36665546894073486
layer4,529,0.4486434370483257,3.3036618,Indian cobra,2.2672458,bony fish,2.156532,reptile,1.4391979,soft-finned fish,0.397230863571167,0.41717299818992615
layer4,530,0.4862939481132495,3.8028364,Yorkshire Terrier,2.8764613,otter,2.475103,wirehair,1.8145665,ferret,0.3870088160037994,0.46543848514556885
layer4,531,0.3826433169707903,4.0713134,graduation,3.4300983,hummingbird,2.9000816,Chihuahua,1.8683519,corgi,0.4749627709388733,0.29204314947128296
layer4,532,0.2872124827854284,1.8897979,Basset Hound,1.8050628,teapot,1.6083609,jug,1.2866685,Dandie Dinmont Terrier,0.3517568409442901,0.2876848578453064
layer4,533,0.3067317253460591,2.5976734,conch,2.329842,pot,1.3143023,sea slug,0.62647444,flatworm,0.3575990498065948,0.30632326006889343
layer4,534,0.518397005682488,4.3499107,diving,4.302909,computer,1.9074541,cartilaginous fish,1.5460376,shark,0.4694007039070129,0.5127362012863159
layer4,535,0.3845776485984625,3.0660074,motor vehicle,1.7633163,red fox,1.2175281,snail,0.89301205,agama,0.2643459737300873,0.32968077063560486
layer4,536,0.2068551799267141,2.2172978,holster,1.6863868,shoat,1.4434253,collie,1.1883334,greyhound,0.3820719122886657,0.26497095823287964
layer4,537,0.3888793155503003,3.2525432,wolf,2.1919856,Tibetan Mastiff,1.9331859,dingo,1.8200871,Saluki,0.3796465992927551,0.3781368136405945
layer4,538,0.3877547691841373,6.3074827,castle,4.099918,antechamber,3.8826494,equipment,2.3142765,gondola,0.4388704895973205,0.3475263714790344
layer4,539,0.3711415319517677,4.3004293,trifle,2.2188828,panda,2.0636828,toucan,1.8089596,skunk,0.388517826795578,0.373303085565567
layer4,540,0.3216658379465129,3.7341955,plastic bag,2.7738693,clothes iron,2.534779,hourglass,2.5240867,supper,0.3800823390483856,0.27912259101867676
layer4,541,0.2073224200071601,1.7194983,volcano,1.6163001,bell,1.5930009,monument,1.4488918,stupa,0.3996959626674652,0.2399069368839264
layer4,542,0.2762025291787264,2.1894372,entertainment center,2.1247244,radiator,1.8504311,hog,1.5312268,african grey parrot,0.405413806438446,0.28011611104011536
layer4,543,0.4019783816256638,2.9877465,chestnut,2.6808136,fruit,2.3361826,gland,1.86079,sea urchin,0.4202558696269989,0.3695530593395233
layer4,544,0.2748903394259141,3.1635337,frozen dessert,2.0310879,tree frog,1.740881,slug,1.5672965,dessert,0.4159287810325622,0.26398077607154846
layer4,545,0.2848676207789951,2.860556,aquatic theater,1.6688672,swimming,1.6527318,jellyfish,1.3506399,diving,0.4020851850509643,0.25150635838508606
layer4,546,0.2140454014649019,3.1078048,fastener,2.384671,porcupine,1.8835669,thistle,1.7888196,screw,0.4781063497066498,0.28412553668022156
layer4,547,0.3737159208927483,6.7054667,shopfront,4.6403008,curio,3.6522563,barber chair,3.4267201,carousel,0.4824434518814087,0.4262590706348419
layer4,548,0.237183874175492,3.687071,barber chair,2.3186677,Weimaraner,1.6076504,ox,1.4481677,bullock cart,0.428362637758255,0.31977134943008423
layer4,549,0.2358917539710103,3.7407897,layout,3.2947233,facsimile,2.7589011,hockey,1.1839808,wolfhound,0.3798060417175293,0.24554668366909027
layer4,550,0.3201594631834392,3.2629483,meatloaf,2.5258524,rodent,2.4549608,hamster,2.2677364,ocarina,0.4268388748168945,0.33944669365882874
layer4,551,0.4247638204804471,3.2419152,cage,3.2225554,spitz,2.6285555,collie,1.1311954,primate,0.3707009851932525,0.41026413440704346
layer4,552,0.5162734286984841,7.0529623,custard,6.237345,starches,5.1089725,casserole,2.5835907,spaghetti squash,0.4364623129367828,0.45951414108276367
layer4,553,0.3318766642099526,3.610343,motor vehicle,2.96759,race car,1.1383302,wildlife,0.92006874,bird,0.3580064177513122,0.2956688106060028
layer4,554,0.2668434612645764,3.4163194,honeycombed,3.1467466,soccer ball,2.2438776,hive,1.4664239,Indian cobra,0.4080913066864013,0.29742810130119324
layer4,555,0.4480401394606239,5.891234,brass,2.3399365,typewriter,1.8079091,garter snake,1.4418328,vibrissae,0.3333898484706878,0.3565632104873657
layer4,556,0.4930128246051983,6.3466077,bake,4.925255,comestible,4.19881,bottle cap,4.151785,supper,0.5163665413856506,0.45364701747894287
layer4,557,0.4329814057028215,3.002983,cabbage,1.9563593,shark,1.2735723,mammal,1.1049945,aquatic mammal,0.3436624407768249,0.41872313618659973
layer4,558,0.288927789824873,3.28085,swan,3.1795073,bridge,2.754207,flame,2.2089095,worm snake,0.4575284123420715,0.34848564863204956
layer4,559,0.4424458153000574,6.968741,seaside,5.067155,lake,2.6375268,harp,2.0460541,spitz,0.4786320924758911,0.4189945161342621
layer4,560,0.320903212019524,2.280443,hippopotamus,1.8383788,potter's wheel,1.7905957,aquatic mammal,1.7232546,Vizsla,0.3167651891708374,0.3192678987979889
layer4,561,0.3624606166795741,4.6636524,digital watch,4.420252,meter,3.0813646,dial,2.2709987,electronic device,0.5660247206687927,0.4446897506713867
layer4,562,0.3337274689520764,3.2026393,mountain,3.0114286,snow,2.0767741,snowfield,1.501854,crossword,0.3753285706043243,0.3712693750858307
layer4,563,0.2698383206681617,3.3341603,birthday,2.3526614,attire,1.6677951,dinner,1.5593448,bridegroom,0.3249978423118591,0.2676296532154083
layer4,564,0.5878553250799659,8.962314,hunting,4.9166255,wildlife,3.8892703,phasianid,1.8878566,mammal,0.5779077410697937,0.5741903781890869
layer4,565,0.3161696955623669,4.7291327,steel drum,2.840445,rhinoceros beetle,2.42886,small white butterfly,2.1170778,waterfowl,0.4267951846122741,0.4248379170894623
layer4,566,0.3519499608751474,5.2018657,pallet,2.6018028,four-poster bed,1.9578029,swing,1.8406501,shipwreck,0.3710173368453979,0.2780922055244446
layer4,567,0.5561639387783845,3.867656,diving,3.7338727,aquarium,3.2771404,jellyfish,1.7112427,reef,0.4739609062671661,0.5248497128486633
layer4,568,0.2554531934560465,0.7381983,lizard,0.42750022,pest,0.30194452,bug,0.27005854,arthropod,0.511560320854187,0.27761808037757874
layer4,569,0.3575775384643969,3.8700528,dome,3.328966,soup,2.3980114,hornbill,1.9704146,water tower,0.5462628602981567,0.32356739044189453
layer4,570,0.3742671880617266,7.4401865,glacier,5.410615,mountain,2.5592952,sleeping,2.4053497,volcano,0.4423637688159942,0.43817684054374695
layer4,571,0.3513482603209065,5.3746805,handful,5.197814,baby,1.5927237,lapdog,1.2996817,newt,0.5392142534255981,0.39007866382598877
layer4,572,0.2708082138661531,7.02549,clip,3.9580653,river,3.7845333,hackwork,2.8570151,pen,0.5517668128013611,0.2865695655345917
layer4,573,0.2812843471149859,5.6339936,cardboard,3.1027095,graduation cap,2.6071332,paper towel,1.8128392,pinwheel,0.430560827255249,0.2577906548976898
layer4,574,0.4156228821521047,4.2568936,porcupine,3.8638783,hay,3.3826454,brushes,2.7746682,chestnut,0.3918184340000152,0.3566524386405945
layer4,575,0.2948759238070205,5.0602436,ashcan,2.9497437,costume,1.4655331,armour,1.2262511,armor,0.4753836691379547,0.26385095715522766
layer4,576,0.4782485889362499,8.693925,starboard,4.2510037,bridge,3.6097896,shepherd dog,3.3662467,Labrador Retriever,0.5350857973098755,0.47298938035964966
layer4,577,0.4116618891704823,2.764721,breathing device,2.6621933,holster,2.3516254,armour,1.5692991,armor,0.3122174441814422,0.4304596185684204
layer4,578,0.4294239612489702,3.5011835,tarantula,2.637576,bovid,2.0285213,Schipperke,1.9060018,ring-tailed lemur,0.283904105424881,0.42598262429237366
layer4,579,0.3272275658687048,3.904322,lotion,2.248208,geyser,2.1321561,Maltese,1.4470081,fountain(scene),0.3526898920536041,0.26405155658721924
layer4,580,0.6051428430794773,4.3576617,fungus,3.991242,amphibian,3.174088,snake,0.87884635,colubrid snake,0.6118718981742859,0.6186655163764954
layer4,581,0.3861029459369684,1.9541426,greyhound,1.9333516,Basset Hound,1.6105657,triceratops,1.1441183,ox,0.2301061600446701,0.3731367588043213
layer4,582,0.2802149062344818,3.43446,radiator,2.4904683,front curtain,2.3040147,reflex camera,1.7402489,triumphal arch,0.3498770594596863,0.3712081015110016
layer4,583,0.4644207394485159,1.5782802,snake,1.3066078,worm snake,1.1000181,colubrid snake,0.83748704,elapid,0.4875494837760925,0.5027424693107605
layer4,584,0.3624395317565105,5.601033,starches,4.48318,cauliflower,3.0554056,rabbit,1.9300089,hatchling,0.3977793455123901,0.4166353642940521
layer4,585,0.38219920047446,3.7410421,reflex camera,3.2519789,photocopier,2.6672564,apiary,1.8737131,small white butterfly,0.4454456269741058,0.268700510263443
layer4,586,0.3673590666477356,5.077427,cage,4.5342584,volleyball,2.759059,cauliflower,2.4594233,space shuttle,0.425082802772522,0.3502882719039917
layer4,587,0.3915907687091023,2.6323566,ostrich,1.3099843,stork,1.2906264,ship,0.9555274,wading bird,0.2906236052513122,0.3903435170650482
layer4,588,0.3679228387339215,3.7899895,swing,3.5769877,carousel,2.6527486,crutch,2.1961226,gong,0.4189360439777374,0.3926692306995392
