layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,bias,sim correlation
layer4,279,0.591836865398608,4.9771767,soft-finned fish,2.9659328,crustacean,2.7182274,invertebrate,2.357557,amphibian,2.2018414,hatchling,0.5886581540107727,0.5815042853355408
layer4,280,0.3614337437019659,4.4212165,dumbbell,3.1445878,Chihuahua,2.154188,corgi,1.8882173,rabbit,1.6697716,wild dog,0.4518708288669586,0.34647852182388306
layer4,281,0.338193675471143,2.0078042,analog clock,1.9480371,Flat-Coated Retriever,1.5468861,Schipperke,1.4724623,tarantula,1.2520449,brussels griffon,0.3265837132930755,0.37438082695007324
layer4,282,0.4423927457429132,2.8399038,umbrella,2.758645,sleeping bag,2.2045665,Shih Tzu,2.124378,tent,1.2066246,Cocker Spaniel,0.3389296531677246,0.3392147421836853
layer4,283,0.3226138071691664,2.0464756,fastener,0.9892762,Indian cobra,0.97006094,musteline mammal,0.7029506,monkey,0.42071295,macaque,0.2857640087604522,0.3264228403568268
layer4,284,0.4053866192948019,3.823443,temple,2.7927923,place of worship,2.6024935,apse,2.4210353,shoes,1.9331216,belfry,0.3944608867168426,0.4062628448009491
layer4,285,0.5735818062609845,3.45444,wind instrument,2.5411868,lobster,2.375772,crab,2.354681,seafood,1.084297,crustacean,0.4323620200157165,0.5514091849327087
layer4,286,0.3753169448217997,3.3883624,plate,3.0903754,baby,2.0984323,snuggle,1.8385866,potter's wheel,1.4518136,crocodilian reptile,0.3228501677513122,0.37278616428375244
layer4,287,0.4288635588102863,5.8806057,canyon,1.5663531,gyromitra,1.3168749,lizard,1.3023062,potter's wheel,1.2465571,fungus,0.3226378262042999,0.4034574627876282
layer4,288,0.4042523099710541,4.989937,reflex camera,3.279313,kit,2.493237,frog,2.0886045,flute,1.6678859,reptile,0.3604131639003753,0.37095627188682556
layer4,289,0.5086723277401128,6.0602007,stone wall,5.606755,keyboard,4.349111,typewriter,1.9120241,typewriter keyboard,1.3400414,clavier,0.5993480086326599,0.5055074691772461
layer4,290,0.2997151249960439,3.5946379,bottle cap,2.3364701,timepiece,2.0149186,plectrum,2.0017498,ball,1.7769258,spider,0.4321887791156769,0.29142868518829346
layer4,291,0.3354547771178915,5.3374524,phone,3.990282,carbonara,2.862274,sea anemone,2.7633817,disc brake,1.9733287,Komondor,0.4319133758544922,0.3962048292160034
layer4,292,0.2861157548571229,2.7551022,swimsuit,2.2492554,rock beauty fish,1.843986,guitar,1.7997905,toucan,1.7552658,plectrum,0.3871009349822998,0.3155139684677124
layer4,293,0.2849012713818507,4.17845,purse,3.1211941,chainsaw,2.8267496,bottle cap,2.3847506,chameleon,2.2131326,sombrero,0.4777148067951202,0.23980532586574554
layer4,294,0.3912760483933593,3.7663858,brake,2.199087,moped,1.949153,electronic device,0.9949413,macaque,0.88001275,disc brake,0.2828347384929657,0.36403024196624756
layer4,295,0.3800523250198031,4.0737805,knife,3.4071472,hand tool,3.0330539,split-rail fence,2.83123,scraper,2.5534952,guillotine,0.36825031042099,0.4218960702419281
layer4,296,0.4734729665904712,4.0735364,entree,4.054923,bath,3.8250203,kit,3.4307678,supper,2.3872397,sink,0.3612186014652252,0.47549867630004883
layer4,297,0.3557640069596008,3.1159077,tower,2.1773045,guillotine,1.5904385,even-toed ungulate,1.4384604,wild dog,1.1208926,stinkhorn mushroom,0.3517448902130127,0.3361792266368866
layer4,298,0.2983500292713732,2.8330638,appliance,2.3227324,block plane,1.2964755,go-kart,1.0329523,boat,0.9397198,ship,0.3849016427993774,0.2717294692993164
layer4,299,0.4736222156597049,2.874664,greyhound,2.774553,Weimaraner,1.9087164,ferret,1.8547279,schnauzer,1.7875497,Siamese cat,0.3334578275680542,0.4617765247821808
layer4,300,0.5558148870468487,7.0620885,paddle,5.857891,shore,4.1405034,swim,3.530291,seabird,3.327348,swimming,0.5324335694313049,0.5434665679931641
layer4,301,0.4522845887361416,9.8661585,quay,5.08029,cruise,3.6930752,park,3.0702708,parallel bars,2.9190974,slide,0.4344355463981628,0.4148675501346588
layer4,302,0.548583965927457,2.1410723,Miniature Schnauzer,2.035747,terrier,1.5067623,West Highland White Terrier,1.3285354,Scottish Terrier,0.91769856,Sealyham Terrier,0.4549495875835418,0.529083788394928
layer4,303,0.3125192147226318,2.8077404,bony fish,2.2532442,pumpkin,2.1932232,guinea pig,2.1489534,sleeping,1.7207035,aquarium,0.4191363155841827,0.3393718898296356
layer4,304,0.3248137810182889,3.2685297,tank,2.7321599,cassette,2.7147965,dishwasher,2.0526679,mousetrap,1.8047446,crossword,0.3880276978015899,0.30589136481285095
layer4,305,0.4025633642386058,4.468591,church,3.86042,motorcar,2.8502595,Polaroid camera,2.1844513,retriever,1.1862097,hound,0.4098240733146667,0.3914705514907837
layer4,306,0.3657851987718145,4.8298836,branch,2.047745,chainsaw,2.0215008,howler monkey,1.7274902,indri,1.5602891,proboscis monkey,0.4006327986717224,0.37660297751426697
layer4,307,0.4573687593254747,3.1914058,through arch bridge,2.741707,teapot,2.2319202,pitcher,1.9451697,arch,1.7554154,bird,0.3483173251152038,0.4331279993057251
layer4,308,0.4519440957926744,3.8009877,safe,3.2596498,dial,3.1682305,clavier,2.5346682,crossword,2.0654716,Petri dish,0.3930284976959228,0.4287568926811218
layer4,309,0.3816031649322379,3.5675352,mountain,1.6290164,tent,1.478934,sleeping bag,1.4735538,bridge,1.137587,oystercatcher,0.2917072474956512,0.33307844400405884
layer4,310,0.3191118730765423,2.1073005,starches,1.472648,crisp,1.1887686,cylinder,1.0204263,measuring instrument,0.47514552,bird,0.2831392288208008,0.26215049624443054
layer4,311,0.4090884500418372,4.063606,solar thermal collector,2.8645146,mountain,2.3579304,Miniature Schnauzer,2.2359536,barn,0.9279121,canine,0.4318957328796386,0.3495657742023468
layer4,312,0.3484307219009562,3.533836,stone,2.7576225,bedrock,2.5390635,sea cucumber,1.9892005,marmot,1.7366406,sidewinder rattlesnake,0.4535024464130401,0.36387643218040466
layer4,313,0.2877132701194019,4.9107394,apron,2.2315135,sailing,1.9450252,belfry,1.9253163,monument,0.94681853,hound,0.5190321207046509,0.2576504349708557
layer4,314,0.3198264304072378,4.7181993,apron,3.7013104,pouch,2.2288516,handkerchief,1.5938815,spitz,1.4412196,sailing,0.3297082185745239,0.3138057589530945
layer4,315,0.3216313215605743,3.0461354,barrage,2.77481,picturesque,2.2218573,barrels,1.8958229,mosquito net,1.6922749,whistle,0.3796747624874115,0.2511110007762909
layer4,316,0.3255647401239339,2.2160614,paper towel,2.2157865,knife,1.9167955,furnishing,1.6332775,sheath,1.49443,scabbard,0.3320226967334747,0.3537573218345642
layer4,317,0.3953642785791265,4.6752143,bubble,3.1196299,tennis,2.5140262,Alpine ibex,1.9356916,through arch bridge,1.8026947,meter,0.4047916233539581,0.37589898705482483
layer4,318,0.3004484820143648,2.3221638,cabbage,2.3215082,golf ball,2.1504211,vending machine,1.6125616,accordion,1.6040589,horse chestnut seed,0.3983697593212127,0.3046140670776367
layer4,319,0.4012965724689484,3.1309364,african grey parrot,3.0083756,Norwegian Elkhound,2.2851877,Standard Schnauzer,2.2699802,Scottish Deerhound,1.8033952,snow leopard,0.4524823129177093,0.30763959884643555
layer4,320,0.2849601190574835,3.7731678,strainer,3.411333,fishnet,3.0530548,shopping cart,2.3698552,crossword,1.672506,odonate,0.3906023800373077,0.3493235111236572
layer4,321,0.4758836914479243,4.204422,stew,3.3653216,bowl,3.0540423,pot,2.3408983,casserole,1.1399373,soup,0.4211108386516571,0.4710761606693268
layer4,322,0.3977559104384536,4.7644696,starboard,3.0998864,whale,2.815738,chain mail,2.6522923,scow,2.018586,african grey parrot,0.4644093215465545,0.4063369631767273
layer4,323,0.3272871522348954,3.1581967,whorl,2.212649,agaric,1.7539594,sombrero,1.3002476,brain coral,0.31206313,mushroom,0.3990564942359924,0.36077064275741577
layer4,324,0.3135170591221517,3.715951,hand tool,2.2100787,gadget,1.5266082,southern black widow,1.1156185,wading bird,0.84424853,antennae,0.3445815742015838,0.33544978499412537
layer4,325,0.3569085062157739,1.8176026,lifeboat,1.5848435,beaver,1.483538,Shih Tzu,1.2212075,brussels griffon,1.173237,arachnid,0.2790879309177398,0.3802628815174103
layer4,326,0.3777525646024705,2.6231217,necktie,2.1649394,hackwork,1.883854,yarn,1.626081,maraca,1.3702575,snuggle,0.2421766072511673,0.32570499181747437
layer4,327,0.3679912099789587,4.730328,stopsign,2.310506,birdhouse,2.0607557,Soft-coated Wheaten Terrier,1.6717688,Briard,1.447814,butterfly,0.4635103642940521,0.3844884932041168
layer4,328,0.4453364875875522,5.1015053,parasol,3.5829644,radio telescope,3.0571244,cabbage,2.9911253,vegetable garden,2.848426,cobwebbed,0.4412090182304382,0.38520336151123047
layer4,329,0.3006163229006682,7.905335,orange,6.387989,fiery,3.6116953,goldfish,3.4999065,butternut squash,3.4289021,lifeboat,0.5857632756233215,0.3469546437263489
layer4,330,0.3857769732315334,1.6407458,Airedale Terrier,1.3105636,pointer,0.898219,Beagle,0.5209742,Treeing Walker Coonhound,0.43147054,hound,0.2920139133930206,0.3902360498905182
layer4,331,0.5553488630407857,2.6047833,Rhodesian Ridgeback,2.5460386,pinscher,2.113071,canine,1.3186554,whelp,0.7266512,pup,0.537428617477417,0.5402854681015015
layer4,332,0.438241475618935,2.8400235,antique,2.6747024,hutch,2.4612772,sacristy,2.0258183,worm snake,1.3983538,slug,0.3490902781486511,0.40124937891960144
layer4,333,0.3789286194913197,3.2826908,roast,2.5436103,bolete,1.8898433,pomegranate,1.4263098,hippopotamus,1.339623,aquatic mammal,0.3208936750888824,0.3145560026168823
layer4,334,0.3354416402822212,2.5352101,vacuum,2.1941736,Cocker Spaniel,1.9405724,potter's wheel,1.7479059,carousel,1.3499746,Yorkshire Terrier,0.3572140634059906,0.29648131132125854
layer4,335,0.3110143276080122,3.7091897,kitsch,2.9953518,pencil case,2.2960675,feline,2.1063921,lion,1.6395714,mousetrap,0.4125957489013672,0.2854509949684143
layer4,336,0.3654732404252005,3.6262207,sphere,2.5262458,gong,2.3849068,acorn,1.9415544,stereo,1.5918735,ball,0.3878135979175567,0.37705156207084656
layer4,337,0.3226274949645856,3.6482234,pump,3.1209402,syringe,2.7753406,equipment,2.7433023,house,2.5594075,fastener,0.3447546064853668,0.33876124024391174
layer4,338,0.4677177745892317,2.536942,Cairn Terrier,2.5286205,cruise,1.2114943,garter snake,0.760681,worm snake,0.5672191,colubrid snake,0.3371199667453766,0.44757363200187683
layer4,339,0.4017910270301501,5.0509734,temple,3.6875565,pottery,2.9501598,bell,2.3718758,sombrero,1.8000909,stupa,0.3755874335765838,0.4239947497844696
layer4,340,0.2989609089976238,3.7931008,reflex camera,3.2538748,gadget,2.6701615,holster,2.4557953,knee pad,2.3696463,lens cap,0.421892374753952,0.3324691653251648
layer4,341,0.4021657860902993,4.883941,jigsaw puzzle,3.9206855,baby,3.4240546,pajamas,3.042153,kitsch,1.8524739,kimono,0.3874200582504272,0.3824264109134674
layer4,342,0.4426873848735806,3.385061,Maltese,3.3793118,Samoyed,2.3219976,flamingo,2.2658522,angora,2.0236757,spoonbill,0.342529684305191,0.43421444296836853
layer4,343,0.530961161642078,7.176353,baby,6.524863,toy,5.778822,kitsch,5.294208,pencil case,4.1354,kid,0.4821047186851501,0.5015301704406738
layer4,344,0.3592281968900289,2.5342455,gossamer-winged butterfly,2.1289582,washbasin,1.614848,mousetrap,1.6138242,tattler,1.5611111,odonate,0.3284844756126404,0.335234671831131
layer4,345,0.4562194316821287,5.075229,picturesque,4.574869,evening,3.6482582,hill,2.9864962,agaric,2.6190214,lighthouse,0.6068935394287109,0.44188934564590454
layer4,346,0.4602557891271304,5.5326962,darkness,3.3018064,head,2.982783,incandescence,2.8209817,fluorescent,2.5337396,night,0.4993095993995666,0.40465855598449707
layer4,347,0.4054653029878839,4.642896,prairie,3.868106,hay,3.0797534,wool,2.0238752,thatched roof,1.2798113,wirehair,0.3833552300930023,0.3960784673690796
layer4,348,0.3653400640179198,5.0120487,shower curtain,2.7504766,veil,2.6333563,abaya,2.519051,drapes,1.7766966,mosquito net,0.4132543206214905,0.3383795917034149
layer4,349,0.421729783849896,6.5271997,credenza,2.9314191,Irish Setter,2.8192027,hutch,1.8454514,dhole,1.6710393,chow,0.3948247134685516,0.41209375858306885
layer4,350,0.3006431381752765,3.7931173,oxygen,3.3928874,stethoscope,3.3724687,wire,1.9270992,breathing device,1.5212523,horn,0.3364033997058868,0.2873247265815735
layer4,351,0.3333796462152594,2.9268727,bell pepper,1.9830009,mashed potatoes,1.2773528,setter,1.2615293,gyromitra,0.4969146,English Setter,0.3167201578617096,0.32707205414772034
layer4,352,0.340573955740121,3.1794512,mosquito net,2.1135132,Maltese,1.9978122,crane bird,1.7577684,apiary,1.4296534,great egret,0.3152448832988739,0.361422061920166
layer4,353,0.4349014755205447,3.954539,Maltese,3.8015745,feather boa,3.3453202,Irish Setter,1.700812,orangutan,1.4481333,primate,0.4285267293453216,0.4263322949409485
layer4,354,0.3508247646603519,2.5415864,paper towel,2.397954,Komondor,1.8207283,Otterhound,1.5499934,Soft-coated Wheaten Terrier,1.4947081,iPod,0.3795140087604522,0.349613219499588
layer4,355,0.3354031687442255,4.712312,pillow,4.6522193,wrap,3.4297774,clothes,3.213142,hot dog,3.1210656,attire,0.5307339429855347,0.3271583318710327
layer4,356,0.310926568883199,5.142048,interlaced,3.5273883,maze,3.184494,fastener,2.8476667,labyrinth,2.2673416,zebra,0.4892625510692596,0.3947399854660034
layer4,357,0.4461912389164994,1.4749688,homopterous insect,1.3941314,wading bird,1.3363914,stalk,0.89968866,arthropod,0.7726354,antennae,0.3459871113300323,0.46997466683387756
layer4,358,0.3603527489207089,3.3540554,athlete,1.8678396,Vizsla,1.2747387,Rhodesian Ridgeback,1.1809419,old world monkey,1.1741941,totem pole,0.3495951890945434,0.31957900524139404
layer4,359,0.323976186003225,2.8773484,fastener,2.4346752,analog clock,1.6694382,sundial,1.57056,clock,1.0464066,wading bird,0.4155774712562561,0.32833510637283325
layer4,360,0.2618314004727342,3.8507822,bottle cap,3.5140967,red king crab,2.7367132,sea cucumber,2.334954,crocodile,1.7550492,carousel,0.455843061208725,0.293072909116745
layer4,361,0.2020079690831907,1.0401835,pouch,0.9402171,sleeping bag,0.8921562,handkerchief,0.73702794,dogsled,0.58500874,frog,0.2440714240074157,0.18240635097026825
layer4,362,0.2830752698463311,2.62959,fan,1.914234,hourglass,1.889669,songbird,1.6479917,stereo,1.415718,african grey parrot,0.3628269731998443,0.2761387526988983
layer4,363,0.2898020380973329,2.1494708,grey whale,2.0663216,water,1.8334097,leatherback sea turtle,1.0399822,rickshaw,0.9394746,siamang,0.3357910811901092,0.2945885956287384
layer4,364,0.5159584159808078,5.060653,basketball,4.434314,volleyball,2.2366579,gymnastics,2.2286453,gymnast,1.0462843,canine,0.3518363535404205,0.48638463020324707
layer4,365,0.3082325044684517,3.8785129,window screen,2.8332458,puzzle,1.9569459,handkerchief,1.7918214,cage,1.2911719,windowpane,0.5057469606399536,0.30822858214378357
layer4,366,0.29618255793354,5.383347,jeweller,3.408359,hand tool,2.956029,attire,2.8049777,hackwork,2.2127745,broom,0.4159333407878876,0.24732457101345062
layer4,367,0.2725995432890682,4.662222,stencil,3.3168714,dust jacket,2.7819548,prayer rug,2.6638935,mat,1.8771352,puzzle,0.4019282162189483,0.31972968578338623
layer4,368,0.4659055454949952,3.8405848,hog,3.3501067,sloth,3.1591823,spindle,1.5308813,primate,1.1060371,warthog,0.4599421918392181,0.44393762946128845
layer4,369,0.2997996855767039,2.7330225,plastic,2.7263653,swimming,2.4777858,slide,1.8752347,rain barrel,1.6299556,indigo bunting,0.3944467008113861,0.28180280327796936
layer4,370,0.4965168062501138,6.5500464,mousse,5.565665,supper,4.8182836,drink,4.6452975,potter's wheel,3.395953,dessert,0.482905775308609,0.5044666528701782
layer4,371,0.3320583524089978,5.1186366,jigsaw puzzle,3.296093,lace,2.4989493,chain mail,2.4706783,drilling rig,2.019497,tower,0.4219838678836822,0.2816127836704254
layer4,372,0.4078366818861205,4.3036265,place of worship,3.8854518,Pickelhaube,2.3048563,tradition,1.6907482,graduation,1.5663561,cupola,0.3779460787773132,0.37968480587005615
layer4,373,0.3847057186229766,3.4835563,corn cob,2.4927773,broom,2.4010231,odonate,2.0127337,pike,1.3347441,lesser ape,0.3727196455001831,0.33461126685142517
layer4,374,0.3867544372003464,3.3213823,scenery,2.4565759,park,2.3197088,countryside,2.1092646,volcano,2.068718,warthog,0.3764150738716125,0.42343008518218994
layer4,375,0.2594667613801361,2.2082543,racer,1.1078464,ring-tailed lemur,0.9782297,Shetland Sheepdog,0.9730608,thistle,0.76917535,Papillon,0.2453284114599228,0.30154216289520264
layer4,376,0.4883718111731341,2.5515869,bed,1.7253509,furnishing,1.6875519,couch,1.1003337,canine,0.33156678,pup,0.276423841714859,0.4710698127746582
layer4,377,0.4504219130851399,3.465989,baby,3.1396573,eating,3.0408893,soup,2.7065537,supper,2.608813,crab,0.4624326527118683,0.43971365690231323
layer4,378,0.4302116723585206,3.5814059,bun,3.3994477,crust,1.9989612,loaf,1.9171671,mashed potatoes,1.5907505,meatloaf,0.311146080493927,0.3549761176109314
layer4,379,0.350748914904552,6.0503526,football helmet,3.6257284,baseball,2.569028,tiger,1.8715127,partridge,1.2958714,quail,0.4371249675750732,0.3580431342124939
layer4,380,0.4656686914004851,6.3734374,foot,4.2305818,yard,2.3106055,digging,1.4228632,pup,0.8713432,canine,0.4204170405864715,0.5107632875442505
layer4,381,0.3523453888754692,5.039692,jeweller,4.6247134,jar,3.9789484,lip,2.6968086,pen,1.7426177,measure,0.3711182475090027,0.35685524344444275
layer4,382,0.397169100480471,6.4520497,digital watch,4.337815,safe,3.342653,coyote,3.2978847,whistle,2.783648,stork,0.4222197532653808,0.3718250095844269
layer4,383,0.50161754899012,4.79071,military hat (bearskin or shako),4.679767,Newfoundland dog,4.375446,sloth bear,3.1503582,siamang,2.8788037,bison,0.4643703401088714,0.443676233291626
layer4,384,0.5410767077648251,4.5414553,pineapple,2.7905836,antelope,2.5163472,wildlife,1.2328945,wading bird,0.91032726,bird,0.3316984176635742,0.5609772801399231
layer4,385,0.309815744876633,2.1872663,clothes iron,1.5544686,photocopier,1.5265115,vine snake,1.4607195,speedboat,1.2346554,cicada,0.3430840671062469,0.3380417227745056
layer4,386,0.3196085432309759,4.4007535,stencil,2.8100543,handkerchief,1.7174826,fire screen,1.6288223,Japanese Chin,1.2918673,Shih Tzu,0.3530377447605133,0.3078497350215912
layer4,387,0.534368133144213,2.8625822,fur,2.2438207,Airedale Terrier,2.1605325,poodle,1.7836215,Old English Sheepdog,1.3100263,Standard Poodle,0.3429701030254364,0.5094527006149292
layer4,388,0.403597417059629,6.1712503,grass,4.8196025,snowfield,3.9462295,kennel,2.8170104,croquet ball,1.258597,pup,0.5898076295852661,0.43997684121131897
layer4,389,0.3937464577727655,6.681596,desertand,2.6957142,even-toed ungulate,2.367533,dung beetle,2.0321958,safari,1.9449743,lizard,0.5524845123291016,0.4076206386089325
layer4,390,0.3193328571499922,3.132503,station,2.2876716,stereo,2.280229,brake,1.9355571,triceratops,1.3665358,disc brake,0.3929390013217926,0.31035077571868896
layer4,391,0.3535994193187297,4.206492,skiing,2.894901,tent,2.5989661,sleeping bag,1.7893844,african grey parrot,1.2000712,bird,0.4033345878124237,0.36197802424430847
layer4,392,0.2564094021999858,2.4714022,bikini,1.817034,brassiere,1.6973108,ox,0.8723456,butternut squash,0.8276834,winter squash,0.2954864799976349,0.2753413915634155
layer4,393,0.3086937131150534,3.2971838,cheetah,2.7509363,armadillo,1.9076054,Indian cobra,1.6761922,quail,1.5549043,elapid,0.5050188899040222,0.2928885221481323
layer4,394,0.2515257472207769,5.8064976,ashcan,4.0694137,library,1.571179,echidna,1.2998492,Gila monster,1.1891804,fire salamander,0.4663141667842865,0.2574361264705658
layer4,395,0.4450203499779173,4.241173,gymnastics,2.4561937,retriever,2.3729181,wheeled vehicle,1.7841622,greyhound,-0.07557638,gymnast,0.3479005694389343,0.4258018732070923
layer4,396,0.3482282085917602,6.727787,jeweller,6.1512127,chain,3.303453,hackwork,2.9142754,clasp,2.5026176,scorpion,0.4838282167911529,0.3738108277320862
layer4,397,0.4111568691498971,3.3823636,swimming,1.5213588,grey whale,1.1773847,colubrid snake,1.0891954,seabird,1.0273031,aquatic mammal,0.3547717034816742,0.4038284718990326
layer4,398,0.3400520336131348,2.1207526,grip,1.8028059,sphere,1.6484334,strainer,1.6292394,porous,1.1407582,dome,0.3415643870830536,0.32941344380378723
layer4,399,0.3683417378314749,2.0457885,peafowl,1.2402937,chiton,1.1751,mammal,1.100005,cobwebbed,0.92054975,tarantula,0.3199648857116699,0.36622902750968933
layer4,400,0.4048182641538393,2.6121762,panther,1.9417509,cage,1.3442738,cherimoya (custard apple),1.2462757,Curly-coated Retriever,1.2074496,lemur,0.2948000729084015,0.3520544469356537
layer4,401,0.3154218372960179,5.2827334,grid,2.4448252,window screen,2.2300553,shopping cart,2.0750895,dishcloth,1.8020886,cage,0.3414291143417358,0.3432716429233551
layer4,402,0.4213856778760925,5.725044,bottle,4.737463,kit,4.6888275,power tool,4.3439603,fuel,3.9264438,motor vehicle,0.388168454170227,0.41254910826683044
layer4,403,0.490118047682355,3.9147048,dinosaur,3.9000022,elephant,2.6470816,turtle,2.4587903,trilobite,2.2238193,african grey parrot,0.3632949292659759,0.5429741740226746
layer4,404,0.417038102685064,7.4773664,lab coat,4.2428017,attire,4.0196776,tachometer,3.892102,analog clock,3.577081,timepiece,0.3995030224323272,0.4401051700115204
layer4,405,0.2728257464739581,2.7073696,forklift,2.2202733,guillotine,1.9395392,tractor,1.9160591,typewriter,1.6042209,collie,0.4215036630630493,0.29436206817626953
layer4,406,0.244161634799523,2.8585618,stethoscope,1.9770429,car mirror,1.8342199,unicycle,1.6202431,Siamese cat,1.3764219,rhinoceros beetle,0.3481417298316955,0.23838530480861664
layer4,407,0.4081094061065318,3.0873973,wolf,2.9900203,Chihuahua,2.3975613,Basenji,2.3510785,Scottish Terrier,1.9486988,Schipperke,0.423343151807785,0.4072866439819336
layer4,408,0.3902919611585993,6.0150995,frozen dessert,2.1829622,gyromitra,1.9508146,slug,1.8289955,fowl,1.8042418,Curly-coated Retriever,0.3707832992076874,0.363517165184021
layer4,409,0.4570839479947621,9.469091,shopfront,5.9515815,"bank, indoor",5.704976,warm-up,5.293822,attire,3.2521536,standing,0.4350090324878692,0.4532349407672882
layer4,410,0.5108413114012638,3.1538713,military hat (bearskin or shako),1.641256,primate,1.6097041,sloth bear,0.84352535,old world monkey,0.42205676,macaque,0.3383835256099701,0.4704687297344208
layer4,411,0.4423589889445183,5.533361,watering hole,4.1254897,megalith,3.7551892,polar bear,3.3223166,seabird,2.2814891,Nile crocodile,0.4798417687416076,0.4162641763687134
layer4,412,0.3070326784323094,3.530696,sherbet,3.3700933,locomotive,3.0241613,bottle cap,2.8909585,tractor,2.678328,Band-Aid,0.4214839041233063,0.3244767189025879
layer4,413,0.421689453374122,5.1204605,row,4.5439544,equipment,4.2152886,dumbbell,3.4605765,home theater,3.222135,forklift,0.4108515977859497,0.4097047448158264
layer4,414,0.5279181060350415,3.7431393,collie,3.5541408,Irish Setter,3.5200267,Yorkshire Terrier,3.0571313,orangutan,2.5545619,Briard,0.4167531430721283,0.5056421160697937
layer4,415,0.3652115032759178,3.426426,brushes,2.3754182,bookcase,2.3095918,library,2.260866,limo,1.6343272,reading room,0.3646617531776428,0.3420409560203552
layer4,416,0.294716284189768,2.253657,triceratops,2.0900345,Chihuahua,1.7639229,frog,1.6324452,chug,0.6561771,amphibian,0.352033257484436,0.3220966160297394
layer4,417,0.5196032295021615,4.3540597,branch,3.6766436,chain-link fence,2.4117696,finch,1.5415614,primate,1.0859175,new world monkey,0.3950512409210205,0.485733300447464
layer4,418,0.2927465375538636,1.8788792,turnstile,1.364052,Italian Greyhound,1.2973136,Vizsla,1.2453536,Rhodesian Ridgeback,1.1852859,spotted salamander,0.3469990193843841,0.27308571338653564
layer4,419,0.40817808751958,6.442409,"polka, dotted",4.5712166,cushion,3.9112647,pouch,3.346726,kitsch,2.3230891,leopard,0.3910600244998932,0.3771098852157593
layer4,420,0.421201169836994,4.163989,feather boa,3.855051,reflex camera,3.7012403,peacock,3.263183,lorikeet,2.2037752,indigo bunting,0.433847039937973,0.4223054051399231
layer4,421,0.3889811104382485,3.356404,trifle,2.6052775,cruise,2.556527,van,1.9210789,recreational vehicle,1.4128046,chambered nautilus,0.3073838651180267,0.36794668436050415
layer4,422,0.3890549084899805,1.9395095,cello,1.8697704,jellyfish,1.4583241,helmet,1.4405092,guitar,1.2786674,band,0.2677106261253357,0.35128167271614075
layer4,423,0.3724074720188394,3.236928,keyboard,2.448206,african grey parrot,2.3168898,trilobite,2.2823207,typewriter,0.6014599,clavier,0.4561151266098022,0.4006425738334656
layer4,424,0.2644590498389585,2.8912492,parasol,2.0355315,chug,1.9275851,Maltese,1.9169991,high-speed train,1.9061054,ceiling,0.4278421401977539,0.2898922264575958
layer4,425,0.2879465818904008,4.9020634,corsage,3.3975227,wrap,2.2430017,flower,1.0191485,ephyra,0.8379952,fungus,0.3672562837600708,0.2844884991645813
layer4,426,0.3030961780266213,3.999161,canister,3.1387775,baby bib,2.687632,lid,2.4654908,poncho,2.1773605,kid,0.4135596454143524,0.2904156446456909
layer4,427,0.4926421376499045,3.0688465,insect,2.96113,coraciiform bird,2.4485288,southern black widow,1.817293,wading bird,1.2329315,arthropod,0.5265074968338013,0.5181031823158264
layer4,428,0.4546517803831811,3.7489867,supper,3.0348651,dessert,1.6930771,guitar,1.0535659,iguanid,0.9754784,lizard,0.3605673015117645,0.43618902564048767
layer4,429,0.328145418238939,1.4288771,athletics,1.1780167,Scottish Terrier,1.0282446,passing,0.9474973,dingo,0.8048499,ball,0.3595560789108276,0.3100033402442932
layer4,430,0.2947007842306452,2.8305366,safety pin,2.5353696,rotisserie,2.3383524,abacus,2.2588682,parallel bars,1.8103127,trombone,0.453372448682785,0.3162890374660492
layer4,431,0.567606809586562,5.4279366,diving,4.607288,bikini,4.4556956,swim,3.8824,snorkel,3.8653746,swimming,0.7305099368095398,0.5637365579605103
layer4,432,0.4912832504725001,4.1417036,angiosperm,3.3716524,butterfly,3.119971,cardoon,3.0673969,pineapple,2.7171109,macrofauna,0.364391028881073,0.5816062092781067
layer4,433,0.379291476487037,3.3617916,Yorkshire Terrier,2.83585,ford model t,2.445146,Alaskan Malamute,1.8300846,skunk,1.5010287,black-and-white colobus,0.3968995213508606,0.3764297664165497
layer4,434,0.3703567884989991,2.4633083,lizard,1.923972,Afghan Hound,1.883004,axolotl,1.8691726,shark,1.2921214,amphibian,0.4634810388088226,0.4071013331413269
layer4,435,0.4091973552869747,4.4877114,Staffordshire Bull Terrier,4.383974,tabby cat,3.6910517,tiger,2.1091728,marsupial,1.6390637,tiger cat,0.4212005734443664,0.4481810927391052
layer4,436,0.2388229246586551,1.6316735,turnstile,1.5944467,pail,1.5721254,coraciiform bird,1.0276991,Saluki,1.01233,pot,0.3332292735576629,0.21262426674365997
layer4,437,0.4690248080410895,1.4611346,paddle wheel,1.1805364,puppy,1.0767041,canine,0.66282636,arthropod,0.24503347,pup,0.2887889146804809,0.4792736768722534
layer4,438,0.4040039450681026,3.6506484,crossword,3.2557344,manhole cover,2.8572648,keyboard,2.518228,maze,1.7597013,Norfolk Terrier,0.4232153594493866,0.45928269624710083
layer4,439,0.3321392465345391,3.5495481,academic gown,2.9504333,cucumber,2.7444584,coraciiform bird,2.493414,summer squash,2.469757,king penguin,0.3849395513534546,0.34935644268989563
